% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.012980258e+01 +7.012980258e+01 -3.919601974e+02 -3.919601974e+02 +0.0000e+00 +0.0000e+00
3 +5.914473721e+01 +5.914473721e+01 -4.029452628e+02 -4.029452628e+02 -1.4022e+00 +7.8447e-01
4 +2.928189666e+01 +2.928189666e+01 -4.328081033e+02 -4.328081033e+02 +3.6074e-01 +8.4724e-01
10 +2.084225955e+01 +2.084225955e+01 -4.412477404e+02 -4.412477404e+02 +1.3505e+00 +1.0853e+00
34 +1.769947551e+01 +1.769947551e+01 -4.443905245e+02 -4.443905245e+02 +1.5413e+00 +2.9142e+00
35 +1.489304802e+01 +1.489304802e+01 -4.471969520e+02 -4.471969520e+02 +2.0345e+00 +1.9842e+00
36 +5.941499519e+00 +5.941499519e+00 -4.561485005e+02 -4.561485005e+02 +2.3026e+00 +2.9060e+00
99 +3.828082363e+00 +3.828082363e+00 -4.582619176e+02 -4.582619176e+02 +1.4139e+00 +2.6110e+00
103 +1.378381057e+00 +1.378381057e+00 -4.607116189e+02 -4.607116189e+02 +1.3195e+00 +2.3080e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.609031571e+01 +4.609031571e+01 +1.237503157e+02 +1.237503157e+02 +0.0000e+00 +0.0000e+00
3 +2.511993976e+01 +2.511993976e+01 +1.027799398e+02 +1.027799398e+02 +1.1861e+00 +1.2793e-01
8 +9.289808267e+00 +9.289808267e+00 +8.694980827e+01 +8.694980827e+01 +1.3005e+00 -5.8745e-01
32 +7.579938815e+00 +7.579938815e+00 +8.523993882e+01 +8.523993882e+01 +2.4859e+00 -9.0302e-01
39 +4.747995815e+00 +4.747995815e+00 +8.240799581e+01 +8.240799581e+01 +2.4856e+00 -5.6399e-01
47 +3.808697324e+00 +3.808697324e+00 +8.146869732e+01 +8.146869732e+01 +2.4998e+00 -5.5525e-01
67 +1.303891736e+00 +1.303891736e+00 +7.896389174e+01 +7.896389174e+01 +2.3228e+00 -8.4219e-01
127 +6.486727431e-01 +6.486727431e-01 +7.830867274e+01 +7.830867274e+01 +2.3626e+00 -8.6937e-01
138 +4.324701098e-01 +4.324701098e-01 +7.809247011e+01 +7.809247011e+01 +2.3552e+00 -8.5301e-01
165 +3.964302862e-01 +3.964302862e-01 +7.805643029e+01 +7.805643029e+01 +2.3572e+00 -8.5368e-01
180 +1.302226197e-01 +1.302226197e-01 +7.779022262e+01 +7.779022262e+01 +2.3872e+00 -8.6396e-01
184 +1.181443074e-01 +1.181443074e-01 +7.777814431e+01 +7.777814431e+01 +2.3914e+00 -8.6407e-01
187 +2.363473540e-02 +2.363473540e-02 +7.768363474e+01 +7.768363474e+01 +2.3872e+00 -8.5563e-01
211 +1.993930869e-02 +1.993930869e-02 +7.767993931e+01 +7.767993931e+01 +2.3961e+00 -8.5904e-01
230 +1.165969896e-02 +1.165969896e-02 +7.767165970e+01 +7.767165970e+01 +2.3901e+00 -8.5580e-01
244 +9.378567700e-03 +9.378567700e-03 +7.766937857e+01 +7.766937857e+01 +2.3910e+00 -8.5611e-01
245 +7.006103080e-03 +7.006103080e-03 +7.766700610e+01 +7.766700610e+01 +2.3932e+00 -8.5527e-01
246 +3.027806281e-03 +3.027806281e-03 +7.766302781e+01 +7.766302781e+01 +2.3975e+00 -8.5486e-01
252 +5.066560756e-04 +5.066560756e-04 +7.766050666e+01 +7.766050666e+01 +2.3971e+00 -8.5629e-01
342 +3.782734248e-04 +3.782734248e-04 +7.766037827e+01 +7.766037827e+01 +2.3973e+00 -8.5572e-01
344 +2.537537353e-04 +2.537537353e-04 +7.766025375e+01 +7.766025375e+01 +2.3973e+00 -8.5586e-01
353 +1.194827018e-04 +1.194827018e-04 +7.766011948e+01 +7.766011948e+01 +2.3977e+00 -8.5612e-01
362 +6.200060761e-05 +6.200060761e-05 +7.766006200e+01 +7.766006200e+01 +2.3981e+00 -8.5584e-01
397 +6.065913981e-05 +6.065913981e-05 +7.766006066e+01 +7.766006066e+01 +2.3983e+00 -8.5584e-01
411 +3.153883539e-05 +3.153883539e-05 +7.766003154e+01 +7.766003154e+01 +2.3983e+00 -8.5586e-01
412 +2.579563450e-05 +2.579563450e-05 +7.766002580e+01 +7.766002580e+01 +2.3983e+00 -8.5590e-01
415 +8.738826637e-06 +8.738826637e-06 +7.766000874e+01 +7.766000874e+01 +2.3984e+00 -8.5606e-01
437 +7.595507540e-06 +7.595507540e-06 +7.766000760e+01 +7.766000760e+01 +2.3983e+00 -8.5605e-01
443 +4.652290357e-07 +4.652290357e-07 +7.766000047e+01 +7.766000047e+01 +2.3984e+00 -8.5599e-01
477 +2.623509374e-07 +2.623509374e-07 +7.766000026e+01 +7.766000026e+01 +2.3984e+00 -8.5601e-01
479 +9.526601730e-08 +9.526601730e-08 +7.766000010e+01 +7.766000010e+01 +2.3984e+00 -8.5599e-01
562 +6.992816282e-08 +6.992816282e-08 +7.766000007e+01 +7.766000007e+01 +2.3984e+00 -8.5600e-01
592 +5.160698890e-08 +5.160698890e-08 +7.766000005e+01 +7.766000005e+01 +2.3984e+00 -8.5600e-01
604 +3.332303322e-08 +3.332303322e-08 +7.766000003e+01 +7.766000003e+01 +2.3984e+00 -8.5600e-01
611 +2.481705508e-08 +2.481705508e-08 +7.766000002e+01 +7.766000002e+01 +2.3984e+00 -8.5600e-01
612 +1.292649188e-08 +1.292649188e-08 +7.766000001e+01 +7.766000001e+01 +2.3984e+00 -8.5600e-01
623 +1.062470290e-08 +1.062470290e-08 +7.766000001e+01 +7.766000001e+01 +2.3984e+00 -8.5600e-01
625 +5.998501251e-09 +5.998501251e-09 +7.766000001e+01 +7.766000001e+01 +2.3984e+00 -8.5600e-01
978 +0.000000000e+00 +0.000000000e+00 +7.766000000e+01 +7.766000000e+01 +2.3984e+00 -8.5600e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.905594479e+01 +1.905594479e+01 +1.347359448e+02 +1.347359448e+02 +0.0000e+00 +0.0000e+00
18 +7.334382755e+00 +7.334382755e+00 +1.230143828e+02 +1.230143828e+02 +2.7846e-01 -1.3215e+00
62 +5.298157303e+00 +5.298157303e+00 +1.209781573e+02 +1.209781573e+02 +2.7895e-01 -9.6109e-01
78 +4.315052658e+00 +4.315052658e+00 +1.199950527e+02 +1.199950527e+02 +2.4982e-01 -9.9490e-01
164 +4.147948706e+00 +4.147948706e+00 +1.198279487e+02 +1.198279487e+02 +2.3798e-01 -9.9241e-01
181 +4.064389477e+00 +4.064389477e+00 +1.197443895e+02 +1.197443895e+02 +2.0006e-01 -9.7927e-01
305 +3.981054666e+00 +3.981054666e+00 +1.196610547e+02 +1.196610547e+02 +2.2596e-01 -9.8341e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.293437844e+01 +8.293437844e+01 +7.922437844e+01 +7.922437844e+01 +0.0000e+00 +0.0000e+00
3 +7.969591975e+01 +7.969591975e+01 +7.598591975e+01 +7.598591975e+01 -1.3469e+00 -8.4349e-01
9 +4.475290881e+01 +4.475290881e+01 +4.104290881e+01 +4.104290881e+01 +1.4476e+00 -5.2506e-01
12 +1.528278732e+01 +1.528278732e+01 +1.157278732e+01 +1.157278732e+01 +2.2518e+00 -1.3263e+00
22 +7.162606680e+00 +7.162606680e+00 +3.452606680e+00 +3.452606680e+00 +2.0917e+00 -2.2436e+00
86 +2.851255799e+00 +2.851255799e+00 -8.587442008e-01 -8.587442008e-01 +3.0824e+00 -1.9559e+00
260 +2.632286613e+00 +2.632286613e+00 -1.077713387e+00 -1.077713387e+00 +3.1203e+00 -2.0156e+00
277 +1.039338441e+00 +1.039338441e+00 -2.670661559e+00 -2.670661559e+00 +3.1082e+00 -2.6025e+00
354 +8.600375738e-01 +8.600375738e-01 -2.849962426e+00 -2.849962426e+00 +3.0686e+00 -2.2826e+00
429 +8.158061575e-01 +8.158061575e-01 -2.894193843e+00 -2.894193843e+00 +3.0755e+00 -2.2815e+00
431 +7.522235219e-02 +7.522235219e-02 -3.634777648e+00 -3.634777648e+00 +3.1006e+00 -2.2954e+00
459 +1.359026956e-02 +1.359026956e-02 -3.696409730e+00 -3.696409730e+00 +3.1122e+00 -2.2939e+00
485 +8.262760992e-05 +8.262760992e-05 -3.709917372e+00 -3.709917372e+00 +3.1195e+00 -2.2951e+00
661 +6.699744519e-05 +6.699744519e-05 -3.709933003e+00 -3.709933003e+00 +3.1195e+00 -2.2951e+00
665 +2.516036649e-05 +2.516036649e-05 -3.709974840e+00 -3.709974840e+00 +3.1199e+00 -2.2951e+00
671 +2.445974906e-05 +2.445974906e-05 -3.709975540e+00 -3.709975540e+00 +3.1199e+00 -2.2953e+00
725 +1.629442561e-05 +1.629442561e-05 -3.709983706e+00 -3.709983706e+00 +3.1197e+00 -2.2952e+00
741 +1.599104532e-05 +1.599104532e-05 -3.709984009e+00 -3.709984009e+00 +3.1197e+00 -2.2952e+00
758 +1.207734231e-05 +1.207734231e-05 -3.709987923e+00 -3.709987923e+00 +3.1197e+00 -2.2952e+00
764 +1.042200513e-05 +1.042200513e-05 -3.709989578e+00 -3.709989578e+00 +3.1198e+00 -2.2952e+00
770 +9.374182724e-06 +9.374182724e-06 -3.709990626e+00 -3.709990626e+00 +3.1198e+00 -2.2952e+00
792 +8.496675728e-06 +8.496675728e-06 -3.709991503e+00 -3.709991503e+00 +3.1199e+00 -2.2952e+00
793 +6.495017657e-06 +6.495017657e-06 -3.709993505e+00 -3.709993505e+00 +3.1199e+00 -2.2952e+00
796 +1.619445119e-06 +1.619445119e-06 -3.709998381e+00 -3.709998381e+00 +3.1199e+00 -2.2952e+00
809 +5.049041141e-08 +5.049041141e-08 -3.709999950e+00 -3.709999950e+00 +3.1200e+00 -2.2952e+00
911 +1.391001181e-08 +1.391001181e-08 -3.709999986e+00 -3.709999986e+00 +3.1200e+00 -2.2952e+00
912 +2.918643993e-09 +2.918643993e-09 -3.709999997e+00 -3.709999997e+00 +3.1200e+00 -2.2952e+00
1404 +0.000000000e+00 +0.000000000e+00 -3.710000000e+00 -3.710000000e+00 +3.1200e+00 -2.2952e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.157176513e+01 +5.157176513e+01 +1.837517651e+02 +1.837517651e+02 +0.0000e+00 +0.0000e+00
9 +3.321088604e+01 +3.321088604e+01 +1.653908860e+02 +1.653908860e+02 +8.9735e-01 +2.7950e-01
12 +2.645706600e+01 +2.645706600e+01 +1.586370660e+02 +1.586370660e+02 +4.1068e-01 +1.7995e+00
33 +1.407163911e+01 +1.407163911e+01 +1.462516391e+02 +1.462516391e+02 +6.9380e-01 +7.6883e-01
81 +5.850071334e+00 +5.850071334e+00 +1.380300713e+02 +1.380300713e+02 +1.8519e+00 +1.8087e+00
