% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.808161076e+03 +2.808161076e+03 +2.838131076e+03 +2.838131076e+03
10 +2.734268685e+03 +2.734268685e+03 +2.764238685e+03 +2.764238685e+03
23 +2.594281767e+03 +2.594281767e+03 +2.624251767e+03 +2.624251767e+03
35 +2.552365071e+03 +2.552365071e+03 +2.582335071e+03 +2.582335071e+03
36 +2.293120595e+03 +2.293120595e+03 +2.323090595e+03 +2.323090595e+03
59 +2.240022834e+03 +2.240022834e+03 +2.269992834e+03 +2.269992834e+03
68 +2.197437572e+03 +2.197437572e+03 +2.227407572e+03 +2.227407572e+03
70 +1.946500193e+03 +1.946500193e+03 +1.976470193e+03 +1.976470193e+03
77 +1.866798257e+03 +1.866798257e+03 +1.896768257e+03 +1.896768257e+03
105 +1.730537084e+03 +1.730537084e+03 +1.760507084e+03 +1.760507084e+03
166 +1.662423613e+03 +1.662423613e+03 +1.692393613e+03 +1.692393613e+03
176 +1.623762957e+03 +1.623762957e+03 +1.653732957e+03 +1.653732957e+03
179 +1.582722485e+03 +1.582722485e+03 +1.612692485e+03 +1.612692485e+03
211 +1.502865949e+03 +1.502865949e+03 +1.532835949e+03 +1.532835949e+03
220 +1.423759085e+03 +1.423759085e+03 +1.453729085e+03 +1.453729085e+03
223 +1.364554775e+03 +1.364554775e+03 +1.394524775e+03 +1.394524775e+03
232 +1.325638872e+03 +1.325638872e+03 +1.355608872e+03 +1.355608872e+03
234 +1.123036238e+03 +1.123036238e+03 +1.153006238e+03 +1.153006238e+03
279 +1.097916073e+03 +1.097916073e+03 +1.127886073e+03 +1.127886073e+03
302 +1.080905718e+03 +1.080905718e+03 +1.110875718e+03 +1.110875718e+03
402 +9.881578101e+02 +9.881578101e+02 +1.018127810e+03 +1.018127810e+03
427 +9.375908883e+02 +9.375908883e+02 +9.675608883e+02 +9.675608883e+02
432 +9.156553699e+02 +9.156553699e+02 +9.456253699e+02 +9.456253699e+02
445 +9.097539676e+02 +9.097539676e+02 +9.397239676e+02 +9.397239676e+02
447 +8.633142575e+02 +8.633142575e+02 +8.932842575e+02 +8.932842575e+02
470 +8.497231961e+02 +8.497231961e+02 +8.796931961e+02 +8.796931961e+02
527 +8.310318822e+02 +8.310318822e+02 +8.610018822e+02 +8.610018822e+02
548 +7.846488432e+02 +7.846488432e+02 +8.146188432e+02 +8.146188432e+02
593 +7.701330118e+02 +7.701330118e+02 +8.001030118e+02 +8.001030118e+02
631 +7.538722782e+02 +7.538722782e+02 +7.838422782e+02 +7.838422782e+02
652 +7.090008567e+02 +7.090008567e+02 +7.389708567e+02 +7.389708567e+02
666 +6.782815913e+02 +6.782815913e+02 +7.082515913e+02 +7.082515913e+02
671 +6.565217167e+02 +6.565217167e+02 +6.864917167e+02 +6.864917167e+02
676 +6.336581398e+02 +6.336581398e+02 +6.636281398e+02 +6.636281398e+02
696 +6.232288820e+02 +6.232288820e+02 +6.531988820e+02 +6.531988820e+02
727 +6.142856123e+02 +6.142856123e+02 +6.442556123e+02 +6.442556123e+02
747 +5.936780187e+02 +5.936780187e+02 +6.236480187e+02 +6.236480187e+02
777 +5.637392938e+02 +5.637392938e+02 +5.937092938e+02 +5.937092938e+02
783 +5.437811532e+02 +5.437811532e+02 +5.737511532e+02 +5.737511532e+02
807 +5.354214795e+02 +5.354214795e+02 +5.653914795e+02 +5.653914795e+02
837 +5.206902810e+02 +5.206902810e+02 +5.506602810e+02 +5.506602810e+02
841 +5.070841328e+02 +5.070841328e+02 +5.370541328e+02 +5.370541328e+02
863 +4.951882286e+02 +4.951882286e+02 +5.251582286e+02 +5.251582286e+02
865 +4.828225661e+02 +4.828225661e+02 +5.127925661e+02 +5.127925661e+02
872 +4.657616026e+02 +4.657616026e+02 +4.957316026e+02 +4.957316026e+02
910 +4.557257487e+02 +4.557257487e+02 +4.856957487e+02 +4.856957487e+02
917 +4.408254585e+02 +4.408254585e+02 +4.707954585e+02 +4.707954585e+02
927 +4.211277062e+02 +4.211277062e+02 +4.510977062e+02 +4.510977062e+02
932 +3.993674721e+02 +3.993674721e+02 +4.293374721e+02 +4.293374721e+02
951 +3.969004112e+02 +3.969004112e+02 +4.268704112e+02 +4.268704112e+02
961 +3.786118957e+02 +3.786118957e+02 +4.085818957e+02 +4.085818957e+02
984 +3.472809460e+02 +3.472809460e+02 +3.772509460e+02 +3.772509460e+02
1001 +3.293288093e+02 +3.293288093e+02 +3.592988093e+02 +3.592988093e+02
1006 +3.144248011e+02 +3.144248011e+02 +3.443948011e+02 +3.443948011e+02
1021 +3.088704271e+02 +3.088704271e+02 +3.388404271e+02 +3.388404271e+02
1029 +3.013435013e+02 +3.013435013e+02 +3.313135013e+02 +3.313135013e+02
1048 +2.815407717e+02 +2.815407717e+02 +3.115107717e+02 +3.115107717e+02
1126 +2.672935276e+02 +2.672935276e+02 +2.972635276e+02 +2.972635276e+02
1136 +2.595186222e+02 +2.595186222e+02 +2.894886222e+02 +2.894886222e+02
1142 +2.511152825e+02 +2.511152825e+02 +2.810852825e+02 +2.810852825e+02
1153 +2.428752536e+02 +2.428752536e+02 +2.728452536e+02 +2.728452536e+02
1182 +2.369912707e+02 +2.369912707e+02 +2.669612707e+02 +2.669612707e+02
1208 +2.301805571e+02 +2.301805571e+02 +2.601505571e+02 +2.601505571e+02
1225 +2.240042621e+02 +2.240042621e+02 +2.539742621e+02 +2.539742621e+02
1227 +2.141114576e+02 +2.141114576e+02 +2.440814576e+02 +2.440814576e+02
1239 +1.946837974e+02 +1.946837974e+02 +2.246537974e+02 +2.246537974e+02
1243 +1.826777888e+02 +1.826777888e+02 +2.126477888e+02 +2.126477888e+02
1261 +1.790120672e+02 +1.790120672e+02 +2.089820672e+02 +2.089820672e+02
1276 +1.594824240e+02 +1.594824240e+02 +1.894524240e+02 +1.894524240e+02
1402 +1.504565677e+02 +1.504565677e+02 +1.804265677e+02 +1.804265677e+02
1429 +1.448082978e+02 +1.448082978e+02 +1.747782978e+02 +1.747782978e+02
1444 +1.373860710e+02 +1.373860710e+02 +1.673560710e+02 +1.673560710e+02
1480 +1.313314143e+02 +1.313314143e+02 +1.613014143e+02 +1.613014143e+02
