% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.048116465e+03 +1.048116465e+03 +1.078086465e+03 +1.078086465e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +8.272554069e+02 +8.272554069e+02 +8.572254069e+02 +8.572254069e+02 -3.4993e-01 +1.0066e+00 -1.5158e+00 +3.4764e-01 +3.6632e-01
6 +6.078530966e+02 +6.078530966e+02 +6.378230966e+02 +6.378230966e+02 -8.6028e-01 +8.3665e-01 -1.2326e+00 -1.5345e+00 -4.8068e-02
14 +5.500586684e+02 +5.500586684e+02 +5.800286684e+02 +5.800286684e+02 -1.7069e+00 +1.5914e+00 -1.5111e+00 -1.9995e+00 +4.8814e-01
15 +5.477948702e+02 +5.477948702e+02 +5.777648702e+02 +5.777648702e+02 -8.5812e-01 +2.2004e+00 -1.1286e+00 -1.2515e+00 +1.0550e+00
16 +5.217754604e+02 +5.217754604e+02 +5.517454604e+02 +5.517454604e+02 -1.4771e+00 +5.9484e-02 -1.4976e+00 -2.3593e+00 +1.0879e+00
17 +4.785943970e+02 +4.785943970e+02 +5.085643970e+02 +5.085643970e+02 -4.9399e-02 -2.7200e-01 -1.4660e+00 -1.6880e+00 +1.9597e+00
23 +2.663005097e+02 +2.663005097e+02 +2.962705097e+02 +2.962705097e+02 +1.5407e+00 -1.3814e+00 -2.6081e+00 -2.6655e+00 +2.1842e+00
32 +2.336671337e+02 +2.336671337e+02 +2.636371337e+02 +2.636371337e+02 +3.6189e-01 -1.7251e+00 -3.3930e+00 -3.0488e+00 +1.8561e+00
42 +1.389358011e+02 +1.389358011e+02 +1.689058011e+02 +1.689058011e+02 +5.2053e-01 -1.0109e+00 -3.8106e+00 -2.0867e+00 +2.9394e+00
90 +1.323581165e+02 +1.323581165e+02 +1.623281165e+02 +1.623281165e+02 +7.5940e-01 -1.0284e+00 -2.9498e+00 -1.9929e+00 +2.3856e+00
102 +1.109433601e+02 +1.109433601e+02 +1.409133601e+02 +1.409133601e+02 +6.8658e-01 -1.1532e+00 -3.3393e+00 -2.4384e+00 +2.9156e+00
109 +9.963284082e+01 +9.963284082e+01 +1.296028408e+02 +1.296028408e+02 +7.3125e-01 -2.4465e+00 -3.7624e+00 -2.1407e+00 +2.2295e+00
116 +9.457267605e+01 +9.457267605e+01 +1.245426760e+02 +1.245426760e+02 +9.4443e-01 -2.0818e+00 -3.7519e+00 -2.2336e+00 +2.2732e+00
126 +6.534676977e+01 +6.534676977e+01 +9.531676977e+01 +9.531676977e+01 +1.0570e+00 -1.8589e+00 -3.5542e+00 -2.2410e+00 +2.6979e+00
159 +6.413365248e+01 +6.413365248e+01 +9.410365248e+01 +9.410365248e+01 +1.1960e+00 -1.7587e+00 -3.6831e+00 -2.0562e+00 +3.1521e+00
164 +5.238416345e+01 +5.238416345e+01 +8.235416345e+01 +8.235416345e+01 +9.3952e-01 -1.7579e+00 -3.8902e+00 -1.8117e+00 +3.2094e+00
174 +3.263547620e+01 +3.263547620e+01 +6.260547620e+01 +6.260547620e+01 +9.7695e-01 -1.9262e+00 -3.7805e+00 -1.9198e+00 +3.3285e+00
191 +2.744778504e+01 +2.744778504e+01 +5.741778504e+01 +5.741778504e+01 +1.0781e+00 -1.8386e+00 -3.6767e+00 -1.8848e+00 +3.0933e+00
