% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.202573670e+02 +7.202573670e+02 +7.502273670e+02 +7.502273670e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +6.154826199e+02 +6.154826199e+02 +6.454526199e+02 +6.454526199e+02 -2.1760e-01 -1.7760e+00 -8.9735e-02
7 +5.765560383e+02 +5.765560383e+02 +6.065260383e+02 +6.065260383e+02 +8.5873e-01 -8.0264e-01 -3.0780e-01
13 +1.810200516e+02 +1.810200516e+02 +2.109900516e+02 +2.109900516e+02 +2.0928e+00 -1.8538e+00 -2.5636e+00
62 +7.411516964e+01 +7.411516964e+01 +1.040851696e+02 +1.040851696e+02 +1.3467e+00 -2.7315e+00 -2.4683e+00
77 +5.414849697e+01 +5.414849697e+01 +8.411849697e+01 +8.411849697e+01 +1.6387e+00 -2.8118e+00 -3.0264e+00
87 +5.326891960e+01 +5.326891960e+01 +8.323891960e+01 +8.323891960e+01 +1.7406e+00 -2.9220e+00 -2.8817e+00
88 +4.019553345e+01 +4.019553345e+01 +7.016553345e+01 +7.016553345e+01 +1.5403e+00 -2.4965e+00 -2.7082e+00
105 +3.045055688e+01 +3.045055688e+01 +6.042055688e+01 +6.042055688e+01 +1.6269e+00 -2.8463e+00 -2.8154e+00
126 +2.630193436e+01 +2.630193436e+01 +5.627193436e+01 +5.627193436e+01 +1.5220e+00 -2.5854e+00 -2.7399e+00
135 +1.483255860e+01 +1.483255860e+01 +4.480255860e+01 +4.480255860e+01 +1.4775e+00 -2.6495e+00 -2.8114e+00
210 +1.048073847e+01 +1.048073847e+01 +4.045073847e+01 +4.045073847e+01 +1.2730e+00 -2.3685e+00 -3.1104e+00
215 +9.875992111e+00 +9.875992111e+00 +3.984599211e+01 +3.984599211e+01 +1.3002e+00 -2.3400e+00 -3.1484e+00
217 +9.015181348e+00 +9.015181348e+00 +3.898518135e+01 +3.898518135e+01 +1.3320e+00 -2.3920e+00 -3.0919e+00
225 +5.860328902e+00 +5.860328902e+00 +3.583032890e+01 +3.583032890e+01 +1.3276e+00 -2.3872e+00 -3.0689e+00
