% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.557434152e+05 +1.557434152e+05 +1.558196852e+05 +1.558196852e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +5.387040049e+03 +5.387040049e+03 +5.463310049e+03 +5.463310049e+03 -3.9145e-01 -6.6033e-01 -4.0026e-01 -1.9229e-01 +3.7885e-01 -2.9423e-01 +2.0012e-01 -3.1602e-01 -5.9588e-01 -1.5278e+00
39 +1.563995644e+03 +1.563995644e+03 +1.640265644e+03 +1.640265644e+03 +5.2172e-01 -3.6177e+00 -1.9834e+00 -2.6097e+00 +3.0145e+00 +3.4227e-01 +5.3024e-01 -3.4905e+00 -1.6378e+00 -2.5154e+00
57 +9.375893367e+01 +9.375893367e+01 +1.700289337e+02 +1.700289337e+02 +4.8974e-01 -3.0250e+00 -2.5185e+00 +2.1243e-01 +2.7148e+00 +5.6807e-02 +6.9914e-01 -2.6421e+00 -6.3956e-01 -2.0755e+00
64 +4.589470939e+01 +4.589470939e+01 +1.221647094e+02 +1.221647094e+02 +1.1085e+00 -2.3147e+00 -2.1108e+00 +4.3680e-01 +1.2935e+00 +3.5218e-01 -9.1452e-02 -8.6940e-01 -8.4590e-01 -1.5227e+00
5422 +4.521228721e+01 +4.521228721e+01 +1.214822872e+02 +1.214822872e+02 -7.3964e-01 -4.6115e+00 -1.9273e+00 +2.7058e+00 -6.8654e-03 -4.6091e+00 -2.1225e+00 -3.8306e+00 -1.0391e+00 +3.4054e+00
5449 +4.455058782e+01 +4.455058782e+01 +1.208205878e+02 +1.208205878e+02 -8.6790e-01 -4.3008e+00 -1.8938e+00 +2.6950e+00 -4.9888e-02 -4.5546e+00 -2.3005e+00 -3.8218e+00 -1.3096e+00 +3.4862e+00
6165 +4.361457186e+01 +4.361457186e+01 +1.198845719e+02 +1.198845719e+02 -1.0781e+00 -3.7464e+00 -1.8431e+00 +2.6688e+00 -1.1991e-01 -4.4482e+00 -2.5808e+00 -3.7693e+00 -1.7330e+00 +3.6159e+00
7509 +4.265775921e+01 +4.265775921e+01 +1.189277592e+02 +1.189277592e+02 -1.4707e+00 -2.4586e+00 -1.7478e+00 +2.5436e+00 -2.5123e-01 -4.2134e+00 -3.0684e+00 -3.4907e+00 -2.4834e+00 +3.8651e+00
8314 +4.154210822e+01 +4.154210822e+01 +1.178121082e+02 +1.178121082e+02 -1.6749e+00 -1.5870e+00 -1.7092e+00 +2.3737e+00 -3.3948e-01 -4.0655e+00 -3.2282e+00 -3.0449e+00 -2.8104e+00 +3.9801e+00
8900 +4.070343900e+01 +4.070343900e+01 +1.169734390e+02 +1.169734390e+02 -1.7440e+00 -1.2351e+00 -1.6989e+00 +2.2781e+00 -3.7516e-01 -4.0063e+00 -3.2753e+00 -2.8224e+00 -2.9120e+00 +4.0172e+00
9521 +3.980713122e+01 +3.980713122e+01 +1.160771312e+02 +1.160771312e+02 -1.8119e+00 -7.7931e-01 -1.7179e+00 +2.1597e+00 -4.4527e-01 -3.9034e+00 -3.3387e+00 -2.3956e+00 -2.9432e+00 +4.0529e+00
9983 +3.888966823e+01 +3.888966823e+01 +1.151596682e+02 +1.151596682e+02 -1.9008e+00 -4.1120e-01 -1.7650e+00 +1.8767e+00 -5.3378e-01 -3.7721e+00 -3.3766e+00 -1.8431e+00 -2.9993e+00 +4.0881e+00
10015 +3.782412444e+01 +3.782412444e+01 +1.140941244e+02 +1.140941244e+02 -1.9691e+00 -1.4520e-01 -1.8055e+00 +1.6328e+00 -6.0557e-01 -3.6713e+00 -3.4010e+00 -1.3963e+00 -3.0313e+00 +4.1122e+00
10017 +3.649367835e+01 +3.649367835e+01 +1.127636784e+02 +1.127636784e+02 -2.0026e+00 -1.9875e-02 -1.8225e+00 +1.5153e+00 -6.4046e-01 -3.6126e+00 -3.4156e+00 -1.1887e+00 -3.0488e+00 +4.1253e+00
10026 +3.626552624e+01 +3.626552624e+01 +1.125355262e+02 +1.125355262e+02 -2.0523e+00 +1.5333e-01 -1.8486e+00 +1.3603e+00 -6.9089e-01 -3.5474e+00 -3.4360e+00 -8.9094e-01 -3.0797e+00 +4.1435e+00
10035 +3.538941059e+01 +3.538941059e+01 +1.116594106e+02 +1.116594106e+02 -2.0764e+00 +2.6013e-01 -1.8636e+00 +1.2882e+00 -7.1875e-01 -3.5132e+00 -3.4432e+00 -7.2634e-01 -3.0958e+00 +4.1556e+00
10188 +3.465913822e+01 +3.465913822e+01 +1.109291382e+02 +1.109291382e+02 -2.1205e+00 +4.1558e-01 -1.8833e+00 +1.1199e+00 -7.6837e-01 -3.4508e+00 -3.4307e+00 -4.3038e-01 -3.1309e+00 +4.1684e+00
10687 +3.381620462e+01 +3.381620462e+01 +1.100862046e+02 +1.100862046e+02 -2.1603e+00 +3.7661e-01 -1.9109e+00 +1.0378e+00 -8.1137e-01 -3.4045e+00 -3.4003e+00 -2.5134e-01 -3.1556e+00 +4.1700e+00
10757 +3.298385153e+01 +3.298385153e+01 +1.092538515e+02 +1.092538515e+02 -2.1788e+00 +2.8158e-01 -1.9271e+00 +9.5660e-01 -8.3616e-01 -3.3837e+00 -3.4027e+00 -1.8181e-01 -3.1587e+00 +4.1693e+00
10794 +3.229140941e+01 +3.229140941e+01 +1.085614094e+02 +1.085614094e+02 -2.1979e+00 +2.1176e-01 -1.9565e+00 +8.2528e-01 -8.8452e-01 -3.3243e+00 -3.3940e+00 -2.2528e-03 -3.1769e+00 +4.1656e+00
10810 +3.153759116e+01 +3.153759116e+01 +1.078075912e+02 +1.078075912e+02 -2.2185e+00 +1.5799e-01 -1.9761e+00 +7.3968e-01 -9.1595e-01 -3.2879e+00 -3.3924e+00 +1.1278e-01 -3.1895e+00 +4.1640e+00
10817 +3.063038449e+01 +3.063038449e+01 +1.069003845e+02 +1.069003845e+02 -2.2409e+00 +8.3858e-02 -2.0015e+00 +6.2260e-01 -9.5823e-01 -3.2338e+00 -3.3862e+00 +2.6379e-01 -3.2074e+00 +4.1619e+00
10832 +3.001887260e+01 +3.001887260e+01 +1.062888726e+02 +1.062888726e+02 -2.2780e+00 -2.1743e-02 -2.0396e+00 +4.4856e-01 -1.0207e+00 -3.1526e+00 -3.3791e+00 +4.9104e-01 -3.2367e+00 +4.1566e+00
10864 +2.937795465e+01 +2.937795465e+01 +1.056479547e+02 +1.056479547e+02 -2.3166e+00 -1.6650e-01 -2.0886e+00 +2.2581e-01 -1.1017e+00 -3.0479e+00 -3.3724e+00 +7.6944e-01 -3.2739e+00 +4.1529e+00
10900 +2.875043736e+01 +2.875043736e+01 +1.050204374e+02 +1.050204374e+02 -2.3622e+00 -3.5175e-01 -2.1477e+00 -4.1469e-02 -1.2036e+00 -2.9169e+00 -3.3495e+00 +1.1145e+00 -3.3114e+00 +4.1472e+00
10912 +2.805393443e+01 +2.805393443e+01 +1.043239344e+02 +1.043239344e+02 -2.3974e+00 -4.8726e-01 -2.1896e+00 -2.2563e-01 -1.2734e+00 -2.8299e+00 -3.3393e+00 +1.3540e+00 -3.3446e+00 +4.1438e+00
10976 +2.624088016e+01 +2.624088016e+01 +1.025108802e+02 +1.025108802e+02 -2.5108e+00 -8.9603e-01 -2.3336e+00 -8.3311e-01 -1.5101e+00 -2.5183e+00 -3.3132e+00 +2.1574e+00 -3.4479e+00 +4.1359e+00
11128 +2.565014971e+01 +2.565014971e+01 +1.019201497e+02 +1.019201497e+02 -2.5561e+00 -1.0646e+00 -2.3880e+00 -1.0146e+00 -1.5820e+00 -2.4558e+00 -3.2951e+00 +2.4319e+00 -3.4859e+00 +4.1260e+00
11238 +2.511113186e+01 +2.511113186e+01 +1.013811319e+02 +1.013811319e+02 -2.5403e+00 -1.1890e+00 -2.3809e+00 -1.0958e+00 -1.5847e+00 -2.4776e+00 -3.3080e+00 +2.4041e+00 -3.4652e+00 +4.1111e+00
11302 +2.454135844e+01 +2.454135844e+01 +1.008113584e+02 +1.008113584e+02 -2.5417e+00 -1.2780e+00 -2.3919e+00 -1.1023e+00 -1.5894e+00 -2.4925e+00 -3.2906e+00 +2.4132e+00 -3.4448e+00 +4.1086e+00
11639 +2.394282773e+01 +2.394282773e+01 +1.002128277e+02 +1.002128277e+02 -2.5474e+00 -1.4037e+00 -2.4182e+00 -1.0988e+00 -1.5772e+00 -2.4955e+00 -3.2152e+00 +2.3928e+00 -3.4763e+00 +4.1160e+00
12589 +2.344199099e+01 +2.344199099e+01 +9.971199099e+01 +9.971199099e+01 -2.6179e+00 -1.9532e+00 -2.5384e+00 -1.2445e+00 -1.6424e+00 -2.5029e+00 -3.0394e+00 +2.6418e+00 -3.6015e+00 +4.1281e+00
13687 +2.283422257e+01 +2.283422257e+01 +9.910422257e+01 +9.910422257e+01 -2.6997e+00 -2.6161e+00 -2.6806e+00 -1.1790e+00 -1.7071e+00 -2.3134e+00 -2.6484e+00 +2.8690e+00 -3.3916e+00 +4.1153e+00
13692 +2.215098620e+01 +2.215098620e+01 +9.842098620e+01 +9.842098620e+01 -2.7237e+00 -2.8088e+00 -2.7231e+00 -1.1450e+00 -1.7259e+00 -2.2543e+00 -2.5279e+00 +2.9334e+00 -3.3165e+00 +4.1134e+00
13693 +2.178673797e+01 +2.178673797e+01 +9.805673797e+01 +9.805673797e+01 -2.7427e+00 -2.9590e+00 -2.7558e+00 -1.1201e+00 -1.7406e+00 -2.2090e+00 -2.4326e+00 +2.9839e+00 -3.2571e+00 +4.1128e+00
13713 +2.090614675e+01 +2.090614675e+01 +9.717614675e+01 +9.717614675e+01 -2.8272e+00 -3.6268e+00 -2.9025e+00 -1.0082e+00 -1.8061e+00 -2.0058e+00 -2.0125e+00 +3.2079e+00 -2.9992e+00 +4.1068e+00
13750 +2.073236585e+01 +2.073236585e+01 +9.700236585e+01 +9.700236585e+01 -2.8508e+00 -3.8087e+00 -2.9424e+00 -9.7717e-01 -1.8238e+00 -1.9514e+00 -1.8975e+00 +3.2685e+00 -2.9281e+00 +4.1054e+00
14486 +2.040115067e+01 +2.040115067e+01 +9.667115067e+01 +9.667115067e+01 -2.9042e+00 -4.1557e+00 -3.0197e+00 -9.1180e-01 -1.8587e+00 -1.8021e+00 -1.6593e+00 +3.3853e+00 -2.6964e+00 +4.1052e+00
15527 +1.994988864e+01 +1.994988864e+01 +9.621988864e+01 +9.621988864e+01 -2.9953e+00 -4.6198e+00 -3.1148e+00 -7.5551e-01 -1.9002e+00 -1.5637e+00 -1.4433e+00 +3.4900e+00 -1.9430e+00 +4.0891e+00
16658 +1.944242706e+01 +1.944242706e+01 +9.571242706e+01 +9.571242706e+01 -2.9564e+00 -4.5014e+00 -3.1163e+00 -4.9916e-01 -1.9026e+00 -1.5401e+00 -1.4134e+00 +3.5456e+00 -1.3711e+00 +4.0802e+00
16674 +1.888924315e+01 +1.888924315e+01 +9.515924315e+01 +9.515924315e+01 -2.9291e+00 -4.4067e+00 -3.1182e+00 -3.2079e-01 -1.9046e+00 -1.5134e+00 -1.3814e+00 +3.5818e+00 -1.0471e+00 +4.0752e+00
16973 +1.861855884e+01 +1.861855884e+01 +9.488855884e+01 +9.488855884e+01 -2.9151e+00 -4.3447e+00 -3.1196e+00 -2.0469e-01 -1.9056e+00 -1.5038e+00 -1.3609e+00 +3.6003e+00 -9.3479e-01 +4.0713e+00
17237 +1.809924425e+01 +1.809924425e+01 +9.436924425e+01 +9.436924425e+01 -2.8724e+00 -4.1256e+00 -3.1249e+00 +1.1785e-01 -1.9087e+00 -1.4619e+00 -1.3121e+00 +3.6529e+00 -7.1151e-01 +4.0609e+00
17263 +1.743877911e+01 +1.743877911e+01 +9.370877911e+01 +9.370877911e+01 -2.7933e+00 -3.7270e+00 -3.1346e+00 +7.0767e-01 -1.9140e+00 -1.3855e+00 -1.2207e+00 +3.7533e+00 -2.7862e-01 +4.0416e+00
17308 +1.737461594e+01 +1.737461594e+01 +9.364461594e+01 +9.364461594e+01 -2.7929e+00 -3.7264e+00 -3.1348e+00 +7.1266e-01 -1.9140e+00 -1.3839e+00 -1.2171e+00 +3.7524e+00 -2.7157e-01 +4.0417e+00
18925 +1.697853521e+01 +1.697853521e+01 +9.324853521e+01 +9.324853521e+01 -2.7507e+00 -3.5372e+00 -3.1412e+00 +1.0011e+00 -1.9169e+00 -1.3466e+00 -1.1914e+00 +3.7403e+00 -4.2692e-01 +4.0336e+00
19067 +1.651455745e+01 +1.651455745e+01 +9.278455745e+01 +9.278455745e+01 -2.7367e+00 -3.5526e+00 -3.1400e+00 +1.1068e+00 -1.9168e+00 -1.3061e+00 -1.2047e+00 +3.6089e+00 -8.3419e-01 +4.0249e+00
19099 +1.621616322e+01 +1.621616322e+01 +9.248616322e+01 +9.248616322e+01 -2.7082e+00 -3.5822e+00 -3.1376e+00 +1.3190e+00 -1.9165e+00 -1.2241e+00 -1.2308e+00 +3.3428e+00 -1.6635e+00 +4.0072e+00
19608 +1.581554417e+01 +1.581554417e+01 +9.208554417e+01 +9.208554417e+01 -2.6688e+00 -3.6795e+00 -3.1360e+00 +1.5421e+00 -1.9147e+00 -1.1350e+00 -1.2805e+00 +3.0432e+00 -2.2756e+00 +3.9866e+00
19916 +1.548035085e+01 +1.548035085e+01 +9.175035085e+01 +9.175035085e+01 -2.6591e+00 -3.7173e+00 -3.1332e+00 +1.5963e+00 -1.9142e+00 -1.1183e+00 -1.3104e+00 +2.9868e+00 -2.1726e+00 +3.9794e+00
20174 +1.513109120e+01 +1.513109120e+01 +9.140109120e+01 +9.140109120e+01 -2.6313e+00 -3.7885e+00 -3.1292e+00 +1.7620e+00 -1.9141e+00 -1.0892e+00 -1.3692e+00 +2.8646e+00 -1.8926e+00 +3.9664e+00
20263 +1.460619261e+01 +1.460619261e+01 +9.087619261e+01 +9.087619261e+01 -2.5957e+00 -3.8757e+00 -3.1249e+00 +1.9582e+00 -1.9142e+00 -1.0538e+00 -1.4510e+00 +2.7198e+00 -1.5189e+00 +3.9520e+00
20826 +1.444694542e+01 +1.444694542e+01 +9.071694542e+01 +9.071694542e+01 -2.5697e+00 -3.9417e+00 -3.1211e+00 +2.1088e+00 -1.9143e+00 -1.0278e+00 -1.5116e+00 +2.6195e+00 -1.1410e+00 +3.9421e+00
21808 +1.412439115e+01 +1.412439115e+01 +9.039439115e+01 +9.039439115e+01 -2.5632e+00 -3.9974e+00 -3.0841e+00 +1.9984e+00 -1.9098e+00 -9.9657e-01 -1.6531e+00 +2.5030e+00 -8.1808e-01 +3.9295e+00
22053 +1.379851238e+01 +1.379851238e+01 +9.006851238e+01 +9.006851238e+01 -2.5582e+00 -4.0392e+00 -3.0460e+00 +1.7787e+00 -1.9055e+00 -9.7203e-01 -1.7714e+00 +2.4033e+00 -8.4211e-01 +3.9210e+00
22134 +1.347219747e+01 +1.347219747e+01 +8.974219747e+01 +8.974219747e+01 -2.5506e+00 -4.1098e+00 -2.9853e+00 +1.3992e+00 -1.8984e+00 -9.3368e-01 -1.9573e+00 +2.2426e+00 -9.4975e-01 +3.9085e+00
22515 +1.318091322e+01 +1.318091322e+01 +8.945091322e+01 +8.945091322e+01 -2.5486e+00 -4.0960e+00 -2.9898e+00 +1.3797e+00 -1.8995e+00 -9.3803e-01 -1.9370e+00 +2.2520e+00 -1.1863e+00 +3.9092e+00
23915 +1.284568193e+01 +1.284568193e+01 +8.911568193e+01 +8.911568193e+01 -2.5240e+00 -4.0011e+00 -2.9898e+00 +1.3937e+00 -1.8898e+00 -9.5087e-01 -1.9187e+00 +2.2638e+00 -1.3346e+00 +3.9136e+00
23956 +1.246780603e+01 +1.246780603e+01 +8.873780603e+01 +8.873780603e+01 -2.4812e+00 -3.8601e+00 -2.9819e+00 +1.3005e+00 -1.8737e+00 -9.6327e-01 -1.9192e+00 +2.2971e+00 -1.5009e+00 +3.9148e+00
23992 +1.229793552e+01 +1.229793552e+01 +8.856793552e+01 +8.856793552e+01 -2.4253e+00 -3.6805e+00 -2.9708e+00 +1.1771e+00 -1.8532e+00 -9.7938e-01 -1.9226e+00 +2.3377e+00 -1.7123e+00 +3.9170e+00
24084 +1.199968674e+01 +1.199968674e+01 +8.826968674e+01 +8.826968674e+01 -2.3479e+00 -3.4347e+00 -2.9560e+00 +1.0044e+00 -1.8247e+00 -1.0006e+00 -1.9243e+00 +2.3990e+00 -1.9839e+00 +3.9202e+00
