% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
19 +7.595245867e+02 +7.595245867e+02 +7.812745867e+02 +7.812745867e+02 +1.6862e-01 +8.3161e-01 +1.9116e+00 -2.8137e+00 -4.7428e-01 -2.5560e+00 +4.8124e-01 -9.3365e-01 +1.0306e+00 +2.0400e+00 -4.7196e-01 +6.8141e-01 -3.7349e-01 -5.3691e-01 -5.0015e-01 -1.1482e+00 +7.6480e-01 -2.0787e+00 -2.5137e+00 +1.2995e+00
22 +6.472825501e+02 +6.472825501e+02 +6.690325501e+02 +6.690325501e+02 +2.0761e-01 +9.2924e-01 +1.8784e+00 -2.4023e+00 +8.1182e-01 -3.3015e+00 -2.4027e-01 -1.7515e+00 +1.6910e+00 +1.2059e+00 -4.4850e-01 +1.4193e+00 +6.7294e-01 +6.1903e-01 +3.2639e-02 -8.6127e-01 +1.0041e-01 -1.1428e+00 -2.1110e+00 +1.0127e+00
40 +6.444784380e+02 +6.444784380e+02 +6.662284380e+02 +6.662284380e+02 -1.4009e-02 -4.0538e-01 +2.1176e+00 -2.5778e+00 -4.1593e-01 -3.2273e+00 -1.7700e-01 -1.5549e+00 +2.3691e+00 +1.8896e+00 -4.7088e-01 +6.1325e-01 +7.0442e-01 +7.9198e-01 +8.9478e-01 -7.3450e-01 +5.7249e-01 -4.5110e-01 -1.3615e+00 +1.6173e+00
47 +5.782706081e+02 +5.782706081e+02 +6.000206081e+02 +6.000206081e+02 -2.2303e-01 +2.0455e-01 +1.7036e+00 -2.1850e+00 -6.8891e-01 -2.4361e+00 -8.1615e-01 -2.1273e+00 +9.4153e-01 +2.5980e+00 -1.0741e-01 +7.7979e-01 +1.3397e+00 +3.2766e-01 +1.4035e+00 -9.8293e-01 +5.4060e-01 +2.2535e-01 +3.2926e-02 +2.6263e+00
48 +5.146535397e+02 +5.146535397e+02 +5.364035397e+02 +5.364035397e+02 +2.5992e-01 -9.8843e-01 +2.7905e+00 -4.6756e+00 -2.2573e-01 -4.2337e+00 -4.7822e-02 -2.0075e+00 +2.7903e+00 +2.3173e+00 -3.8044e-01 +1.8650e+00 +1.6912e+00 +2.3040e+00 +1.9922e+00 -1.4699e+00 -6.4952e-01 +2.0596e-02 -2.8213e+00 +1.0319e+00
56 +4.842866120e+02 +4.842866120e+02 +5.060366120e+02 +5.060366120e+02 +7.5225e-01 +1.9825e-01 +2.3803e+00 -3.6800e+00 +1.4697e+00 -4.4849e+00 +6.9422e-01 -1.0390e+00 +1.8728e+00 +3.5797e+00 +4.2531e-01 +3.7251e+00 +2.8101e+00 +1.8962e+00 +1.8163e+00 -2.0904e+00 -2.5792e-01 -1.6919e-01 -3.3029e+00 +4.0412e-01
63 +4.191260558e+02 +4.191260558e+02 +4.408760558e+02 +4.408760558e+02 +1.3621e+00 -1.3998e+00 +3.1623e+00 -1.9647e+00 +2.5132e-01 -4.4615e+00 +1.2819e+00 -6.2057e-01 +2.7659e+00 +2.5768e+00 +4.6720e-01 +2.9970e+00 +3.1372e+00 +7.3684e-01 +2.7736e+00 -4.0440e-01 -3.1409e-01 +7.6639e-01 -4.9864e+00 +5.7004e-01
65 +3.773101113e+02 +3.773101113e+02 +3.990601113e+02 +3.990601113e+02 -8.4543e-01 +6.8222e-01 +1.4679e+00 -2.2558e+00 +1.9217e+00 -4.6660e+00 +1.9579e+00 -5.8568e-01 +1.6234e+00 +2.9621e+00 +1.1893e+00 +2.6111e+00 +2.2479e+00 +3.1753e-01 +2.2592e+00 -1.5121e+00 -1.2787e+00 +1.3897e-01 -3.8811e+00 -9.5209e-01
68 +2.277601933e+02 +2.277601933e+02 +2.495101933e+02 +2.495101933e+02 +1.0029e-01 +7.3056e-01 +3.2655e+00 -1.7107e+00 +1.0304e+00 -5.0912e+00 +5.8361e-01 -1.6725e+00 +5.9221e-01 +3.4400e+00 +6.7971e-01 +3.6693e+00 +3.6852e+00 +2.8952e+00 +1.4236e+00 -2.1874e+00 -1.6216e+00 +2.5032e-01 -1.4365e+00 +1.8926e+00
173 +2.119284645e+02 +2.119284645e+02 +2.336784645e+02 +2.336784645e+02 +1.1126e+00 +1.3323e+00 -1.6742e-01 +1.1486e+00 +5.5679e-01 -2.8604e+00 -9.1961e-01 -1.4635e+00 +2.0247e+00 +5.0032e+00 +7.7187e-01 +4.0190e+00 +2.6566e+00 +9.9715e-01 +2.0337e+00 -2.3844e+00 -2.3179e+00 -2.0936e-01 -1.1426e+00 +4.5557e+00
179 +1.870081313e+02 +1.870081313e+02 +2.087581313e+02 +2.087581313e+02 +2.0147e+00 +1.7829e+00 -5.3664e-01 +2.6377e+00 +4.1745e-01 -1.4110e+00 -1.5899e-01 -9.7996e-01 +2.5435e+00 +4.9597e+00 +1.3653e+00 +2.7231e+00 +3.1247e+00 -2.2967e-01 +2.4749e-02 -1.6072e+00 -3.3142e+00 +6.0931e-01 +9.2076e-02 +3.2323e+00
222 +1.670058524e+02 +1.670058524e+02 +1.887558524e+02 +1.887558524e+02 +1.1201e+00 +1.9938e+00 -8.1029e-01 +3.1515e+00 +4.4196e-01 -3.8427e+00 -4.6751e-01 +6.2474e-01 +9.3183e-01 +6.1197e+00 -1.9314e-01 +3.0762e+00 +1.7489e+00 +2.1960e+00 +8.9120e-01 -2.3735e+00 -2.4686e+00 +2.5757e-01 -2.9738e+00 +2.9889e+00
229 +1.515652217e+02 +1.515652217e+02 +1.733152217e+02 +1.733152217e+02 +2.1948e+00 +2.5514e+00 -1.2600e+00 +3.4829e+00 +4.8245e-01 -3.2311e+00 +3.1314e-01 +3.1350e-01 +5.0673e-01 +6.7388e+00 +1.0942e+00 +3.2279e+00 +1.4397e+00 +1.3911e+00 -7.6435e-02 -2.8558e+00 -3.9358e+00 +8.4979e-01 -1.3059e+00 +3.4988e+00
237 +1.389240252e+02 +1.389240252e+02 +1.606740252e+02 +1.606740252e+02 +2.5837e+00 +2.7518e+00 -1.4289e+00 +2.1763e+00 +5.6695e-01 -2.6526e+00 +7.6036e-01 +8.1467e-02 +1.0577e+00 +5.8609e+00 +6.9069e-01 +2.6283e+00 +1.4135e+00 +9.2886e-01 -1.7786e-02 -2.4316e+00 -3.9458e+00 +1.9850e-01 -1.0193e+00 +2.0668e+00
252 +1.222538180e+02 +1.222538180e+02 +1.440038180e+02 +1.440038180e+02 +2.5936e+00 +1.4807e+00 -2.2132e+00 +6.9911e-01 +8.5909e-01 -2.2031e+00 +1.2107e+00 -8.5778e-01 +1.7609e+00 +5.2933e+00 -2.6125e-01 +1.6119e+00 +2.6125e+00 -8.3467e-02 +3.4691e-02 -1.7929e+00 -3.9269e+00 +9.7744e-01 -6.3531e-01 +1.6499e+00
303 +1.023215086e+02 +1.023215086e+02 +1.240715086e+02 +1.240715086e+02 +3.3834e+00 +1.5740e+00 -4.1367e+00 +2.1999e+00 +3.8824e-01 -2.9755e+00 +8.7007e-01 -4.9194e-01 +1.3450e+00 +5.8668e+00 +5.4787e-01 +2.0976e+00 +1.1354e+00 -1.0410e+00 -1.6502e+00 -2.7564e+00 -2.8227e+00 +1.8634e+00 -1.0092e+00 +1.9918e+00
424 +9.290559094e+01 +9.290559094e+01 +1.146555909e+02 +1.146555909e+02 +3.1696e+00 +8.4017e-01 -2.1302e+00 +9.0427e-01 -1.0207e+00 -3.8757e+00 +8.2530e-01 -6.3878e-02 +2.7530e-01 +5.7070e+00 +1.7457e+00 +2.6288e+00 +1.2760e+00 +2.7384e-01 -4.8873e-01 -2.8075e+00 -1.7748e+00 +1.4925e+00 -9.8704e-01 +9.9758e-01
426 +8.344230648e+01 +8.344230648e+01 +1.051923065e+02 +1.051923065e+02 +2.9431e+00 +1.1611e+00 -2.0632e+00 +8.9528e-01 -3.0113e-01 -4.1235e+00 +1.0179e+00 +1.5718e-01 +9.5421e-01 +5.3085e+00 +2.1950e+00 +2.5464e+00 +2.6972e+00 +1.9623e-01 -1.0529e+00 -3.7772e+00 -1.9246e+00 +2.4096e+00 -7.2505e-01 +1.1395e+00
480 +8.135429220e+01 +8.135429220e+01 +1.031042922e+02 +1.031042922e+02 +2.6100e+00 +1.1923e+00 -1.8653e+00 +1.0046e+00 +1.1996e-01 -3.7603e+00 -1.0698e-01 -7.0431e-01 -4.8733e-01 +5.2485e+00 +1.2297e+00 +2.4893e+00 +2.2987e+00 +1.9951e-01 -5.7417e-01 -2.4285e+00 -2.8418e+00 +1.5823e+00 -1.4335e+00 +1.0057e+00
496 +8.058752533e+01 +8.058752533e+01 +1.023375253e+02 +1.023375253e+02 +2.2062e+00 +1.4150e+00 -1.6407e+00 +1.3636e+00 +2.3122e-01 -3.8255e+00 -2.0649e-01 -1.0345e+00 -4.3981e-01 +5.1428e+00 +1.6050e+00 +2.8102e+00 +2.1320e+00 +4.8947e-01 -6.6734e-01 -2.7232e+00 -3.3956e+00 +1.3220e+00 -1.0178e+00 +5.9519e-01
502 +6.835682873e+01 +6.835682873e+01 +9.010682873e+01 +9.010682873e+01 +2.1407e+00 +1.8580e+00 -1.9049e+00 +1.6036e+00 +4.0777e-01 -3.6188e+00 +4.6491e-02 -1.0066e+00 -2.6264e-01 +5.6178e+00 +1.9477e+00 +2.6015e+00 +2.0060e+00 +3.6588e-01 -7.8937e-01 -2.9187e+00 -3.2116e+00 +1.2652e+00 -1.2628e+00 +1.2180e+00
515 +6.686558997e+01 +6.686558997e+01 +8.861558997e+01 +8.861558997e+01 +2.2434e+00 +1.5881e+00 -1.7236e+00 +2.0545e+00 +5.8935e-01 -3.4129e+00 +1.1118e-01 -1.0943e+00 +1.7563e-01 +5.6372e+00 +1.7145e+00 +2.4887e+00 +2.0046e+00 +3.6105e-01 -4.8812e-01 -2.7506e+00 -3.0626e+00 +1.2385e+00 -1.1297e+00 +1.4179e+00
523 +6.022593102e+01 +6.022593102e+01 +8.197593102e+01 +8.197593102e+01 +1.8279e+00 +1.1447e+00 -2.1209e+00 +1.7048e+00 +5.8894e-01 -3.3418e+00 +5.1789e-01 -8.9438e-01 +1.1397e-01 +5.4237e+00 +1.3950e+00 +2.4431e+00 +2.0986e+00 +6.5395e-01 -4.0809e-01 -2.7261e+00 -2.8398e+00 +9.3391e-01 -1.2698e+00 +1.6615e+00
578 +5.747957945e+01 +5.747957945e+01 +7.922957945e+01 +7.922957945e+01 +2.3856e+00 +1.6075e+00 -2.5338e+00 +1.7798e+00 +3.3650e-01 -2.8568e+00 +9.6774e-01 -1.6934e+00 -5.5871e-01 +5.2935e+00 +1.1147e+00 +2.6522e+00 +1.3690e+00 +7.0304e-01 -9.9335e-01 -3.1056e+00 -3.3461e+00 +1.4726e+00 -1.2520e+00 +1.9356e+00
580 +5.455834561e+01 +5.455834561e+01 +7.630834561e+01 +7.630834561e+01 +2.5167e+00 +1.9793e+00 -2.8819e+00 +1.8727e+00 +2.2678e-01 -2.8521e+00 +1.1471e+00 -1.7489e+00 -4.0388e-02 +5.2071e+00 +1.1876e+00 +2.6053e+00 +1.5524e+00 +3.9451e-01 -8.4311e-01 -3.4732e+00 -3.4494e+00 +1.2270e+00 -1.0219e+00 +1.6956e+00
583 +5.214177107e+01 +5.214177107e+01 +7.389177107e+01 +7.389177107e+01 +2.7446e+00 +2.1074e+00 -2.4943e+00 +1.3314e+00 +5.4523e-01 -3.0781e+00 +1.1040e+00 -1.4873e+00 -1.8688e-01 +5.0374e+00 +1.2562e+00 +2.3214e+00 +2.0434e+00 +1.8514e-01 -9.0219e-01 -3.2741e+00 -3.0168e+00 +1.4428e+00 -1.1844e+00 +1.5762e+00
614 +4.417757067e+01 +4.417757067e+01 +6.592757067e+01 +6.592757067e+01 +2.3177e+00 +1.7894e+00 -2.2651e+00 +1.6225e+00 +3.7989e-01 -2.7295e+00 +1.2346e+00 -1.3017e+00 +1.2616e-01 +5.1077e+00 +1.1895e+00 +2.2841e+00 +1.9055e+00 -8.6203e-02 -4.0483e-01 -3.0786e+00 -3.2431e+00 +1.1040e+00 -1.2276e+00 +1.7070e+00
647 +4.257291980e+01 +4.257291980e+01 +6.432291980e+01 +6.432291980e+01 +2.9053e+00 +1.7756e+00 -2.5248e+00 +1.9743e+00 +5.7350e-01 -2.4464e+00 +1.8407e+00 -1.7335e+00 +6.9795e-03 +5.2210e+00 +1.1689e+00 +1.8622e+00 +2.0407e+00 +1.0600e-01 -3.9863e-01 -2.8737e+00 -3.2152e+00 +9.0205e-01 -1.4040e+00 +1.7129e+00
661 +3.883333253e+01 +3.883333253e+01 +6.058333253e+01 +6.058333253e+01 +2.9202e+00 +1.8170e+00 -2.4128e+00 +2.1700e+00 +4.6476e-01 -2.5608e+00 +1.8480e+00 -1.8127e+00 +1.3082e-01 +5.3293e+00 +1.3230e+00 +1.7076e+00 +1.8634e+00 +1.3460e-01 -2.8150e-01 -2.7745e+00 -3.0881e+00 +7.5312e-01 -1.3086e+00 +1.7841e+00
678 +3.577721027e+01 +3.577721027e+01 +5.752721027e+01 +5.752721027e+01 +3.2741e+00 +1.7104e+00 -3.0107e+00 +2.4451e+00 +6.4939e-01 -2.4017e+00 +2.0117e+00 -1.7074e+00 +2.1583e-01 +5.3459e+00 +1.4578e+00 +1.9112e+00 +1.7242e+00 +6.6651e-02 -8.3704e-01 -3.0238e+00 -3.0207e+00 +5.2692e-01 -1.7275e+00 +1.9123e+00
732 +3.494375142e+01 +3.494375142e+01 +5.669375142e+01 +5.669375142e+01 +2.8836e+00 +1.6573e+00 -2.8262e+00 +2.7972e+00 +5.7873e-01 -2.0360e+00 +1.3412e+00 -1.4342e+00 +8.2689e-02 +5.1542e+00 +1.6633e+00 +1.7686e+00 +2.1644e+00 -5.6098e-01 -7.7075e-01 -2.4734e+00 -3.0682e+00 +7.2892e-01 -1.7792e+00 +1.1657e+00
742 +3.190722707e+01 +3.190722707e+01 +5.365722707e+01 +5.365722707e+01 +2.7252e+00 +1.4438e+00 -3.0318e+00 +2.7861e+00 +6.5515e-01 -2.2248e+00 +1.2186e+00 -1.5756e+00 +1.6488e-01 +5.0903e+00 +1.8197e+00 +1.8624e+00 +2.2810e+00 -6.1286e-01 -7.6122e-01 -2.6519e+00 -2.9712e+00 +8.3155e-01 -1.8674e+00 +1.1621e+00
744 +3.122545872e+01 +3.122545872e+01 +5.297545872e+01 +5.297545872e+01 +2.8615e+00 +1.7921e+00 -2.9837e+00 +2.9066e+00 +8.4640e-01 -1.8346e+00 +1.4002e+00 -1.5991e+00 +2.5946e-04 +5.3827e+00 +1.7831e+00 +1.6501e+00 +2.3429e+00 -8.3682e-01 -5.8967e-01 -2.6693e+00 -3.0512e+00 +6.6450e-01 -1.9806e+00 +9.1819e-01
939 +3.060171447e+01 +3.060171447e+01 +5.235171447e+01 +5.235171447e+01 +3.1907e+00 +1.7048e+00 -3.1078e+00 +2.7269e+00 +7.1160e-01 -2.2457e+00 +1.4899e+00 -1.8391e+00 -2.1542e-01 +4.7319e+00 +1.3167e+00 +1.7622e+00 +2.3194e+00 -3.3333e-01 -6.0958e-01 -2.8083e+00 -2.8186e+00 +7.2635e-01 -1.7919e+00 +1.3651e+00
1052 +3.014025020e+01 +3.014025020e+01 +5.189025020e+01 +5.189025020e+01 +2.8135e+00 +2.1945e+00 -3.0801e+00 +2.6282e+00 +5.1481e-01 -2.1552e+00 +1.3117e+00 -2.0850e+00 -8.0021e-04 +4.6365e+00 +1.3619e+00 +1.6667e+00 +2.7240e+00 -1.6821e-01 -9.7705e-01 -2.7063e+00 -2.9088e+00 +7.1541e-01 -1.6354e+00 +1.5237e+00
1055 +2.938279006e+01 +2.938279006e+01 +5.113279006e+01 +5.113279006e+01 +2.7491e+00 +2.1646e+00 -3.0282e+00 +2.6717e+00 +5.3030e-01 -2.1072e+00 +1.2863e+00 -2.0609e+00 -9.3878e-02 +4.8112e+00 +1.4517e+00 +1.7523e+00 +2.5514e+00 -2.5319e-01 -9.7365e-01 -2.7138e+00 -2.7982e+00 +6.7854e-01 -1.7148e+00 +1.4421e+00
1057 +2.881619947e+01 +2.881619947e+01 +5.056619947e+01 +5.056619947e+01 +2.7610e+00 +2.1544e+00 -3.0170e+00 +2.6432e+00 +5.2064e-01 -2.2366e+00 +1.3243e+00 -2.0769e+00 +5.3630e-02 +4.6885e+00 +1.4840e+00 +1.6223e+00 +2.6397e+00 -1.7893e-01 -8.9768e-01 -2.7407e+00 -2.8933e+00 +6.2225e-01 -1.6811e+00 +1.4225e+00
1072 +2.658145728e+01 +2.658145728e+01 +4.833145728e+01 +4.833145728e+01 +2.5065e+00 +2.1299e+00 -2.9753e+00 +2.6697e+00 +4.0426e-01 -2.1385e+00 +1.1839e+00 -2.1804e+00 +4.5793e-03 +4.5451e+00 +1.5677e+00 +1.5268e+00 +2.6849e+00 -1.4281e-01 -1.1400e+00 -2.9422e+00 -2.9818e+00 +6.5341e-01 -1.7379e+00 +1.4625e+00
1081 +2.593176570e+01 +2.593176570e+01 +4.768176570e+01 +4.768176570e+01 +2.5698e+00 +2.3168e+00 -2.9933e+00 +2.7178e+00 +4.4480e-01 -2.1529e+00 +1.3307e+00 -2.3070e+00 +6.5294e-02 +4.6453e+00 +1.5130e+00 +1.6476e+00 +2.5887e+00 -6.4742e-02 -9.4622e-01 -2.9767e+00 -2.9092e+00 +5.8943e-01 -1.6538e+00 +1.4190e+00
1715 +2.568091123e+01 +2.568091123e+01 +4.743091123e+01 +4.743091123e+01 +2.8449e+00 +2.2961e+00 -2.7945e+00 +2.5940e+00 +2.7991e-01 -1.9497e+00 +1.8587e+00 -2.1611e+00 +1.7877e-01 +4.2965e+00 +9.2680e-01 +1.7533e+00 +2.4681e+00 -1.3779e-01 -1.2577e+00 -3.0484e+00 -3.0410e+00 +6.1670e-01 -1.2022e+00 +1.4276e+00
2185 +2.488062220e+01 +2.488062220e+01 +4.663062220e+01 +4.663062220e+01 +3.1508e+00 +2.4023e+00 -2.8644e+00 +2.6612e+00 +3.1674e-01 -1.8878e+00 +1.9480e+00 -2.2479e+00 -4.3677e-02 +4.5566e+00 +9.7032e-01 +1.7010e+00 +2.3645e+00 -7.0081e-02 -1.3688e+00 -3.3260e+00 -3.1506e+00 +7.0368e-01 -1.1485e+00 +1.5058e+00
2208 +2.436823674e+01 +2.436823674e+01 +4.611823674e+01 +4.611823674e+01 +3.1408e+00 +2.3680e+00 -2.8837e+00 +2.6315e+00 +2.9266e-01 -1.9219e+00 +2.0104e+00 -2.2543e+00 -6.4446e-02 +4.5428e+00 +9.4738e-01 +1.6824e+00 +2.3891e+00 -4.6757e-03 -1.3796e+00 -3.3303e+00 -3.1373e+00 +7.0526e-01 -1.1217e+00 +1.4821e+00
2395 +2.398070722e+01 +2.398070722e+01 +4.573070722e+01 +4.573070722e+01 +2.9995e+00 +2.4221e+00 -2.8870e+00 +2.6588e+00 +2.0825e-01 -2.1032e+00 +1.9640e+00 -2.1129e+00 -1.3664e-02 +4.5988e+00 +8.6281e-01 +1.7727e+00 +2.3306e+00 -3.8032e-02 -1.4290e+00 -3.3231e+00 -3.0482e+00 +7.2412e-01 -1.0759e+00 +1.5831e+00
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.307298063e+02 +8.307298063e+02 +8.955198063e+02 +8.955198063e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +4.026633990e+02 +4.026633990e+02 +4.674533990e+02 +4.674533990e+02 -3.7398e-01 +8.7504e-01 -6.3209e-01 +1.3170e+00 -1.0340e+00 -2.4505e+00 +7.0400e-02 +1.0422e+00 +2.8905e-01 +5.4309e-01 -4.1747e-01 -3.5041e+00 +3.1982e-01 +2.4285e+00 -1.2037e-01 +4.8748e-01 -6.9708e-01 +2.0330e+00 -8.3990e-01 -3.4104e-01
15 +3.909041562e+02 +3.909041562e+02 +4.556941562e+02 +4.556941562e+02 +5.9510e-01 +2.0487e-01 +2.1882e-01 +4.6041e-01 -1.9053e+00 -2.3567e+00 -9.8781e-02 +5.5501e-01 +3.0692e-01 +5.9143e-01 -9.9304e-01 -3.6187e+00 -1.3015e+00 +4.2780e+00 -7.6770e-01 +5.1414e-01 -2.7645e-01 +3.4398e+00 -2.9335e+00 +7.9410e-01
16 +3.140942426e+02 +3.140942426e+02 +3.788842426e+02 +3.788842426e+02 -1.8963e+00 +2.5473e+00 -2.1266e+00 +1.7766e+00 -1.5551e+00 -4.7777e+00 -8.6208e-01 +5.0368e-01 +2.0062e-01 +3.0846e-02 +1.0151e+00 -2.9959e+00 -7.3473e-01 +1.9838e+00 -2.0381e+00 -4.8230e-02 -1.0815e+00 +2.4572e+00 -8.2180e-01 -6.7079e-01
31 +2.762027787e+02 +2.762027787e+02 +3.409927787e+02 +3.409927787e+02 -1.0271e+00 +3.2168e+00 -1.6399e+00 +2.0286e+00 -1.4670e+00 -2.4644e+00 -9.1752e-01 +1.0696e+00 -5.6771e-01 +1.2990e+00 +1.6936e+00 -1.7833e+00 +3.4437e-01 +3.2606e+00 -1.4217e+00 +7.2120e-01 -1.0052e+00 +2.2882e+00 -2.5658e-01 -6.3805e-01
49 +2.596223599e+02 +2.596223599e+02 +3.244123599e+02 +3.244123599e+02 -1.7413e+00 +3.0145e+00 -1.3870e+00 +3.3431e+00 -2.1781e+00 -7.9176e-01 -2.1211e+00 +1.0299e+00 -8.0529e-01 +4.5860e-01 +4.1779e+00 -4.5605e+00 -1.0854e+00 +2.5757e+00 -1.0158e+00 +8.0763e-03 -1.4623e+00 +2.7890e+00 -1.0327e+00 -6.0616e-02
60 +1.758823103e+02 +1.758823103e+02 +2.406723103e+02 +2.406723103e+02 -1.9860e+00 +2.8074e+00 -1.9231e+00 +2.8279e+00 -2.1959e+00 -2.6883e+00 -3.8914e+00 +1.2231e+00 -1.3762e+00 +2.4543e-01 +4.2534e+00 -4.5279e+00 -9.8274e-01 +1.2906e+00 -1.1239e+00 +9.7757e-01 -1.8581e+00 +9.6001e-01 -7.1304e-01 +1.2713e+00
62 +1.513584075e+02 +1.513584075e+02 +2.161484075e+02 +2.161484075e+02 -3.1085e+00 +2.2811e+00 -2.4335e+00 +2.8427e+00 -1.7330e+00 -3.2045e+00 -4.2449e+00 +1.2370e+00 -2.2339e+00 -3.5002e-02 +3.4463e+00 -4.1295e+00 +2.3704e-01 -4.0098e-01 -2.2505e+00 +2.6154e-01 -2.0769e+00 +3.9119e-01 -1.4450e+00 +3.7430e-01
70 +1.358984009e+02 +1.358984009e+02 +2.006884009e+02 +2.006884009e+02 -3.0820e+00 +2.4223e+00 -2.4963e+00 +2.0879e+00 -2.5727e+00 -3.5390e+00 -3.8683e+00 +1.1295e+00 -1.7880e+00 -1.6163e+00 +4.0773e+00 -4.0805e+00 -1.6574e+00 +1.9486e+00 -1.7817e+00 +8.4084e-01 -1.1163e+00 +1.5368e+00 -3.1128e-01 +1.0709e+00
200 +1.267962948e+02 +1.267962948e+02 +1.915862948e+02 +1.915862948e+02 -2.0311e+00 +1.9001e+00 -5.8245e-01 +1.7214e+00 -2.5760e+00 -1.5693e+00 -4.3880e+00 +1.1736e+00 -1.5606e+00 +1.0476e+00 +3.2615e+00 -1.7894e+00 -1.9577e+00 +2.0258e+00 +1.0379e+00 +1.1633e+00 +6.1535e-01 +2.5156e+00 +1.3067e-01 -2.8642e-01
227 +1.121240719e+02 +1.121240719e+02 +1.769140719e+02 +1.769140719e+02 -1.7039e+00 +6.0567e-02 -1.7216e+00 +1.8889e+00 -3.7962e+00 -1.5547e+00 -5.1694e+00 +1.0769e+00 -2.6792e+00 -3.0487e-01 +2.4056e+00 -2.9041e+00 -7.9297e-02 +1.5768e+00 +1.3187e-02 +1.6694e+00 +1.8572e-01 +2.7415e+00 -2.0510e-01 -5.7311e-02
239 +7.787799645e+01 +7.787799645e+01 +1.426679964e+02 +1.426679964e+02 -1.6635e+00 +2.0367e-01 -1.5443e+00 +2.2948e+00 -3.4494e+00 -1.2804e+00 -5.1297e+00 +8.2034e-01 -1.5222e+00 +7.8306e-01 +2.3156e+00 -1.8041e+00 -5.3932e-01 +7.5208e-01 +6.2036e-01 +8.9805e-01 +7.8840e-02 +1.6856e+00 -9.3249e-01 -2.4614e-01
243 +6.010200213e+01 +6.010200213e+01 +1.248920021e+02 +1.248920021e+02 -1.4015e+00 +1.0400e+00 -1.1284e+00 +2.2108e+00 -3.1480e+00 -1.1132e+00 -5.1101e+00 +1.0421e+00 -1.7013e+00 +5.1876e-01 +2.8042e+00 -1.0708e+00 -6.0529e-01 +5.0521e-01 -7.4376e-01 +1.2576e+00 -2.3981e-01 +8.2927e-01 -3.6222e-01 +6.2870e-01
258 +5.872427174e+01 +5.872427174e+01 +1.235142717e+02 +1.235142717e+02 -1.6166e+00 +7.0857e-01 -9.5302e-01 +2.4979e+00 -3.2712e+00 -1.4429e+00 -5.1094e+00 +6.0934e-01 -1.9080e+00 +9.6688e-01 +2.6956e+00 -1.3508e+00 -2.8858e-01 +5.3591e-01 -1.3169e-02 +1.4809e+00 -4.5136e-01 +9.5836e-01 +2.6991e-01 +4.0393e-01
402 +5.225399251e+01 +5.225399251e+01 +1.170439925e+02 +1.170439925e+02 -2.4380e+00 +2.5552e-01 -1.2808e+00 +2.1233e+00 -1.7466e+00 -1.6997e+00 -3.9975e+00 +8.3632e-01 -3.6933e+00 +4.7114e-01 +2.2575e+00 -2.7365e+00 +7.8235e-02 +2.2097e-01 +5.5727e-01 +1.5702e+00 -2.5339e-02 +6.6937e-02 -2.2091e-01 -4.1857e-01
422 +4.821160839e+01 +4.821160839e+01 +1.130016084e+02 +1.130016084e+02 -2.1331e+00 -2.2180e-01 -9.5977e-01 +1.8916e+00 -2.3035e+00 -1.5298e+00 -4.1668e+00 +9.2449e-01 -3.9268e+00 +6.2748e-01 +2.1329e+00 -3.6399e+00 +3.3051e-01 +2.4486e-01 +2.9329e-01 +1.5517e+00 +2.7190e-01 +5.0210e-01 -4.6933e-01 -4.7698e-01
429 +3.605363799e+01 +3.605363799e+01 +1.008436380e+02 +1.008436380e+02 -2.4558e+00 -2.0687e-01 -1.3306e+00 +1.8354e+00 -1.9418e+00 -1.6680e+00 -3.8065e+00 +5.1512e-01 -2.9396e+00 +4.6945e-01 +3.0069e+00 -2.8911e+00 +3.6777e-01 +3.3406e-01 +2.9922e-01 +1.5772e+00 +1.8990e-02 +4.8717e-02 -3.9074e-01 -4.9395e-01
437 +3.028600524e+01 +3.028600524e+01 +9.507600524e+01 +9.507600524e+01 -2.5848e+00 -2.4149e-01 -1.3559e+00 +1.9283e+00 -1.7397e+00 -2.2986e+00 -3.7302e+00 +4.4039e-01 -3.2344e+00 +6.3769e-01 +3.0980e+00 -3.3265e+00 +3.2914e-01 +3.2307e-02 +2.3558e-01 +1.5457e+00 -2.4102e-01 -4.0562e-02 -3.2855e-01 -4.9817e-01
447 +2.231684125e+01 +2.231684125e+01 +8.710684125e+01 +8.710684125e+01 -2.9013e+00 -3.5181e-02 -1.4223e+00 +1.9512e+00 -1.7890e+00 -2.3831e+00 -3.7497e+00 +6.3371e-01 -2.7649e+00 +8.6682e-01 +2.9037e+00 -2.9459e+00 +1.0210e-01 +4.6240e-01 +2.4597e-02 +1.7406e+00 -3.5856e-01 -1.1807e-01 -3.5598e-01 -2.2961e-01
