% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.405119605e+00 +4.405119605e+00 +1.127511961e+01 +1.127511961e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
167 +2.784350558e+00 +2.784350558e+00 +9.654350558e+00 +9.654350558e+00 -3.0244e+00 -1.4876e+00 +1.3483e+00
767 +2.721347948e+00 +2.721347948e+00 +9.591347948e+00 +9.591347948e+00 +4.1257e+00 -2.8383e+00 -6.0275e+00
1126 +2.572684108e+00 +2.572684108e+00 +9.442684108e+00 +9.442684108e+00 +3.7686e+00 -2.8580e+00 -6.0553e+00
1139 +2.366726052e+00 +2.366726052e+00 +9.236726052e+00 +9.236726052e+00 +3.7692e+00 -2.8592e+00 -6.0557e+00
1184 +2.221919931e+00 +2.221919931e+00 +9.091919931e+00 +9.091919931e+00 +3.7697e+00 -2.8604e+00 -6.0556e+00
1208 +2.092496382e+00 +2.092496382e+00 +8.962496382e+00 +8.962496382e+00 +3.7694e+00 -2.8603e+00 -6.0552e+00
1285 +2.074827159e+00 +2.074827159e+00 +8.944827159e+00 +8.944827159e+00 +3.7693e+00 -2.8596e+00 -6.0551e+00
1323 +2.038116480e+00 +2.038116480e+00 +8.908116480e+00 +8.908116480e+00 +3.7693e+00 -2.8600e+00 -6.0552e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.295653969e+01 +1.295653969e+01 +1.296653969e+01 +1.296653969e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +4.297190386e+00 +4.297190386e+00 +4.307190386e+00 +4.307190386e+00 -3.8513e-02 +1.3959e+00 +2.3179e+00
10 +3.678038364e+00 +3.678038364e+00 +3.688038364e+00 +3.688038364e+00 -7.1990e-01 +5.2782e-01 +4.4700e-01
80 +3.047875671e+00 +3.047875671e+00 +3.057875671e+00 +3.057875671e+00 -6.7034e-01 +2.0821e-01 +5.8453e-01
95 +2.213296042e+00 +2.213296042e+00 +2.223296042e+00 +2.223296042e+00 -8.7370e-01 +1.5236e-01 +1.3081e+00
627 +9.139286095e-01 +9.139286095e-01 +9.239286095e-01 +9.239286095e-01 +6.8241e-01 -5.8174e-01 +3.4999e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.229607456e+01 +1.229607456e+01 -1.183139254e+02 -1.183139254e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +1.172717324e+01 +1.172717324e+01 -1.188828268e+02 -1.188828268e+02 +2.8414e-01 +1.4433e+00 +8.9329e-01
