% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -1.022996263e+02 -1.022996263e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 +7.194037374e+01 +7.194037374e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 +2.142603737e+02 +2.142603737e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -5.822962626e+01 -5.822962626e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -6.128296263e+02 -6.128296263e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.670000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 +3.695037374e+01 +3.695037374e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-3.813000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -3.787962626e+01 -3.787962626e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (9.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 +1.001703737e+02 +1.001703737e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.791000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -1.765962626e+01 -1.765962626e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.647700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -1.645196263e+02 -1.645196263e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1624 +2.213823757e-01 +2.213823757e-01 -1.645486176e+02 -1.645486176e+02 -1.5452e+00 -1.0965e+00 -7.1070e-02 +1.4972e-01 +3.9633e-01
1644 +2.132472228e-01 +2.132472228e-01 -1.645567528e+02 -1.645567528e+02 -1.5571e+00 -1.0933e+00 -8.4567e-02 +1.3193e-01 +4.0612e-01
1679 +7.064183493e-02 +7.064183493e-02 -1.646993582e+02 -1.646993582e+02 -1.5161e+00 -1.0507e+00 -9.9454e-02 +1.2950e-01 +3.6969e-01
1700 +3.811700157e-02 +3.811700157e-02 -1.647318830e+02 -1.647318830e+02 -1.4922e+00 -1.0477e+00 -1.4215e-01 +9.7507e-02 +3.7608e-01
2192 +2.167975609e-02 +2.167975609e-02 -1.647483202e+02 -1.647483202e+02 -1.4627e+00 -1.0098e+00 -1.4850e-01 +9.2781e-02 +3.3420e-01
2212 +2.066739000e-02 +2.066739000e-02 -1.647493326e+02 -1.647493326e+02 -1.4747e+00 -1.0028e+00 -1.5972e-01 +1.1166e-01 +3.2320e-01
2255 +1.564277033e-02 +1.564277033e-02 -1.647543572e+02 -1.647543572e+02 -1.4630e+00 -1.0084e+00 -1.4656e-01 +1.0282e-01 +3.2636e-01
2319 +1.434189721e-02 +1.434189721e-02 -1.647556581e+02 -1.647556581e+02 -1.4608e+00 -1.0104e+00 -1.4931e-01 +1.0053e-01 +3.3263e-01
2350 +1.397391439e-02 +1.397391439e-02 -1.647560261e+02 -1.647560261e+02 -1.4629e+00 -1.0082e+00 -1.5228e-01 +1.0230e-01 +3.3427e-01
2362 +1.318979708e-02 +1.318979708e-02 -1.647568102e+02 -1.647568102e+02 -1.4594e+00 -1.0065e+00 -1.4971e-01 +1.0381e-01 +3.3645e-01
2376 +1.302338207e-02 +1.302338207e-02 -1.647569766e+02 -1.647569766e+02 -1.4573e+00 -1.0079e+00 -1.4899e-01 +1.0391e-01 +3.3779e-01
3296 +1.285409006e-02 +1.285409006e-02 -1.647571459e+02 -1.647571459e+02 -1.4537e+00 -1.0093e+00 -1.5018e-01 +9.8110e-02 +3.4655e-01
4802 +1.258237492e-02 +1.258237492e-02 -1.647574176e+02 -1.647574176e+02 -1.4580e+00 -1.0101e+00 -1.5053e-01 +9.7784e-02 +3.4014e-01
15438 +1.230266073e-02 +1.230266073e-02 -1.647576973e+02 -1.647576973e+02 -1.4798e+00 -1.0017e+00 -1.5950e-01 +1.0169e-01 +3.2143e-01
34282 +1.202257260e-02 +1.202257260e-02 -1.647579774e+02 -1.647579774e+02 -1.5301e+00 -9.8857e-01 -1.8219e-01 +1.0759e-01 +2.7772e-01
% function evaluation | noise-free fitness - Fopt (-2.091100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -2.088596263e+02 -2.088596263e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-6.570000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -6.319626257e+00 -6.319626257e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.373000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 +3.398037374e+01 +3.398037374e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-5.861500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503737427e-01 +2.503737427e-01 -5.858996263e+02 -5.858996263e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
758 +2.269559545e-01 +2.269559545e-01 -5.859230440e+02 -5.859230440e+02 -4.4929e-01 +2.0157e-01 -3.2492e-01 +3.4360e-01 +2.9542e-01
765 +1.357681976e-01 +1.357681976e-01 -5.860142318e+02 -5.860142318e+02 -4.4821e-01 +1.9720e-01 -3.3790e-01 +3.4189e-01 +2.9547e-01
900 +1.071269636e-01 +1.071269636e-01 -5.860428730e+02 -5.860428730e+02 -4.4455e-01 +1.9227e-01 -3.4173e-01 +3.4502e-01 +2.9127e-01
942 +1.041812244e-01 +1.041812244e-01 -5.860458188e+02 -5.860458188e+02 -4.4515e-01 +1.9251e-01 -3.4123e-01 +3.4558e-01 +2.9129e-01
953 +1.020823720e-01 +1.020823720e-01 -5.860479176e+02 -5.860479176e+02 -4.4519e-01 +1.9258e-01 -3.4149e-01 +3.4512e-01 +2.9138e-01
963 +9.922581408e-02 +9.922581408e-02 -5.860507742e+02 -5.860507742e+02 -4.4532e-01 +1.9262e-01 -3.4179e-01 +3.4508e-01 +2.9113e-01
1011 +9.740414181e-02 +9.740414181e-02 -5.860525959e+02 -5.860525959e+02 -4.4550e-01 +1.9260e-01 -3.4236e-01 +3.4508e-01 +2.9128e-01
1025 +9.530987763e-02 +9.530987763e-02 -5.860546901e+02 -5.860546901e+02 -4.4574e-01 +1.9299e-01 -3.4251e-01 +3.4467e-01 +2.9153e-01
1046 +9.080939033e-02 +9.080939033e-02 -5.860591906e+02 -5.860591906e+02 -4.4619e-01 +1.9355e-01 -3.4308e-01 +3.4366e-01 +2.9164e-01
1059 +8.548186792e-02 +8.548186792e-02 -5.860645181e+02 -5.860645181e+02 -4.4661e-01 +1.9400e-01 -3.4397e-01 +3.4298e-01 +2.9204e-01
1067 +8.460753157e-02 +8.460753157e-02 -5.860653925e+02 -5.860653925e+02 -4.4673e-01 +1.9412e-01 -3.4512e-01 +3.4244e-01 +2.9257e-01
