% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.282397568e+01 +1.282397568e+01 +9.230397568e+01 +9.230397568e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +1.198787222e+01 +1.198787222e+01 +9.146787222e+01 +9.146787222e+01 +2.5199e-01 -1.0033e+00 -5.7440e-01 +9.4483e-01 +6.3258e-01
7 +7.018985648e+00 +7.018985648e+00 +8.649898565e+01 +8.649898565e+01 +1.3434e+00 -6.3476e-01 +3.0977e-01 -1.1025e-01 -2.0974e+00
14 +5.581052737e+00 +5.581052737e+00 +8.506105274e+01 +8.506105274e+01 +2.2687e-01 +5.8172e-01 -4.6517e-01 +4.2976e-01 -2.1798e+00
18 +5.389610921e+00 +5.389610921e+00 +8.486961092e+01 +8.486961092e+01 +2.1810e+00 -1.1249e+00 +1.6116e-01 +1.0298e+00 -2.9695e+00
19 +4.468306667e+00 +4.468306667e+00 +8.394830667e+01 +8.394830667e+01 +7.0364e-01 -1.9151e+00 +9.9357e-02 +7.7731e-01 -3.9815e+00
41 +4.325772612e+00 +4.325772612e+00 +8.380577261e+01 +8.380577261e+01 -3.5227e-01 -2.6869e-01 +3.5217e-02 +3.8875e-01 -3.1605e+00
43 +4.212217748e+00 +4.212217748e+00 +8.369221775e+01 +8.369221775e+01 -7.3938e-01 +5.4629e-02 -1.1222e+00 +1.0667e+00 -3.6096e+00
44 +2.419948721e+00 +2.419948721e+00 +8.189994872e+01 +8.189994872e+01 +1.2084e+00 -1.1693e+00 +2.4989e-01 +1.1992e+00 -2.5093e+00
45 +2.121464939e+00 +2.121464939e+00 +8.160146494e+01 +8.160146494e+01 +7.8608e-01 -6.2678e-01 -3.3711e-01 +9.7060e-01 -1.9787e+00
52 +1.813136497e+00 +1.813136497e+00 +8.129313650e+01 +8.129313650e+01 +7.8682e-01 -5.5049e-01 +3.1436e-01 +1.9823e+00 -2.9619e+00
62 +1.364850136e+00 +1.364850136e+00 +8.084485014e+01 +8.084485014e+01 +1.0682e+00 -1.1255e+00 -7.2730e-01 +2.2464e+00 -3.4532e+00
75 +1.083004293e+00 +1.083004293e+00 +8.056300429e+01 +8.056300429e+01 +7.7120e-01 -1.8918e+00 -2.3384e-01 +2.0382e+00 -2.8266e+00
77 +5.028995691e-01 +5.028995691e-01 +7.998289957e+01 +7.998289957e+01 +5.0477e-01 -1.6470e+00 -1.0024e+00 +2.0045e+00 -2.3409e+00
99 +4.152745673e-01 +4.152745673e-01 +7.989527457e+01 +7.989527457e+01 +5.2122e-01 -1.4030e+00 -1.1661e+00 +1.6930e+00 -2.8614e+00
120 +1.653083821e-01 +1.653083821e-01 +7.964530838e+01 +7.964530838e+01 +5.4797e-01 -1.1182e+00 -6.7107e-01 +1.6879e+00 -2.5503e+00
184 +7.168836788e-02 +7.168836788e-02 +7.955168837e+01 +7.955168837e+01 +4.0047e-01 -1.3604e+00 -6.5871e-01 +1.9670e+00 -2.7309e+00
228 +6.735250209e-02 +6.735250209e-02 +7.954735250e+01 +7.954735250e+01 +2.9073e-01 -1.2039e+00 -6.1664e-01 +2.1308e+00 -2.7827e+00
244 +5.412388621e-02 +5.412388621e-02 +7.953412389e+01 +7.953412389e+01 +2.4746e-01 -1.1637e+00 -6.0905e-01 +2.0936e+00 -2.7943e+00
246 +3.344250905e-02 +3.344250905e-02 +7.951344251e+01 +7.951344251e+01 +2.6470e-01 -1.0990e+00 -7.7966e-01 +2.0799e+00 -2.7381e+00
261 +1.815026261e-02 +1.815026261e-02 +7.949815026e+01 +7.949815026e+01 +3.0764e-01 -1.1952e+00 -7.9099e-01 +2.0019e+00 -2.6218e+00
276 +1.679833112e-02 +1.679833112e-02 +7.949679833e+01 +7.949679833e+01 +3.1331e-01 -1.1350e+00 -7.1104e-01 +2.0377e+00 -2.6701e+00
305 +4.680661427e-03 +4.680661427e-03 +7.948468066e+01 +7.948468066e+01 +3.0201e-01 -1.1152e+00 -7.2160e-01 +1.9087e+00 -2.6952e+00
