% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
161 +1.067421578e+01 +1.067421578e+01 +9.015421578e+01 +9.015421578e+01 +2.7405e-01 +7.2096e-02 -7.6791e-01 +1.2484e+00 -2.0204e+00 -2.8160e-01 +1.9393e-01 +2.6276e-01 -1.4957e+00 -3.7521e+00 -2.7702e+00 +2.3893e+00 +1.2065e+00 +8.0840e-02 +4.3382e+00 +1.5409e+00 +9.2643e-01 -4.4879e+00 +1.1862e+00 +5.7625e-01
206 +1.028287599e+01 +1.028287599e+01 +8.976287599e+01 +8.976287599e+01 -3.4867e-01 -1.5119e+00 +4.8325e-01 +1.4682e+00 -4.2505e+00 +5.4202e-01 -4.0059e-01 +5.7861e-01 -2.0124e+00 -3.2077e+00 -3.3752e+00 +3.0734e+00 +8.5939e-01 +1.6604e-01 +3.0885e+00 +4.0639e+00 +1.0340e+00 -3.5175e+00 +1.9451e+00 +7.2365e-01
246 +7.367119853e+00 +7.367119853e+00 +8.684711985e+01 +8.684711985e+01 +1.4720e-01 -2.0096e+00 -8.1595e-01 +1.8112e+00 -3.6126e+00 -3.1503e-01 -4.5571e-02 +9.0079e-01 -5.5043e-01 -2.8424e+00 -3.4837e+00 +1.8852e+00 +2.2247e-02 +5.3296e-01 +3.6155e+00 +2.8578e+00 +9.2503e-01 -4.4887e+00 +1.9298e+00 +1.1296e+00
261 +6.617948763e+00 +6.617948763e+00 +8.609794876e+01 +8.609794876e+01 +9.1183e-01 -1.9643e+00 -1.7462e-01 +1.3118e+00 -3.1404e+00 -2.7493e-01 +4.7580e-01 +5.6868e-01 -5.6791e-01 -3.1510e+00 -2.8004e+00 +1.9386e+00 +7.1833e-01 +6.9442e-01 +3.4052e+00 +2.8445e+00 +4.4191e-01 -4.1494e+00 +2.0008e+00 +1.3451e+00
276 +6.145536256e+00 +6.145536256e+00 +8.562553626e+01 +8.562553626e+01 +7.7750e-01 -1.6966e+00 +2.4572e-01 +1.9040e+00 -2.3918e+00 +2.2408e-01 -4.3824e-01 +3.0444e-01 -9.3153e-01 -2.3220e+00 -2.9420e+00 +3.0509e+00 +1.1477e+00 +2.3620e-01 +3.6685e+00 +2.8056e+00 +6.8297e-01 -3.2076e+00 +1.9874e+00 +1.2715e+00
285 +3.700605277e+00 +3.700605277e+00 +8.318060528e+01 +8.318060528e+01 +6.9744e-01 -1.5893e+00 +8.8956e-02 +1.9474e+00 -3.0291e+00 +4.3863e-01 +8.7664e-03 +2.1988e-01 -1.2958e+00 -2.7920e+00 -3.5210e+00 +2.9041e+00 +1.5057e+00 +8.9392e-02 +3.9771e+00 +2.9795e+00 +5.6129e-01 -3.3320e+00 +2.3351e+00 +1.8846e+00
322 +3.446100306e+00 +3.446100306e+00 +8.292610031e+01 +8.292610031e+01 +9.3006e-01 -1.2257e+00 -2.5306e-02 +1.6829e+00 -3.1097e+00 +6.3756e-01 -1.4821e-01 +9.1577e-03 -1.3872e+00 -2.6346e+00 -3.4814e+00 +2.2977e+00 +1.0927e+00 -4.5940e-01 +2.5461e+00 +2.9582e+00 +2.1211e-01 -3.5156e+00 +2.4510e+00 +1.6732e+00
334 +3.047438399e+00 +3.047438399e+00 +8.252743840e+01 +8.252743840e+01 +1.3577e+00 -9.3316e-01 -2.6404e-02 +1.8499e+00 -2.7452e+00 +3.4179e-01 -2.0287e-01 -3.0707e-01 -1.4262e+00 -2.9476e+00 -3.3365e+00 +1.7542e+00 +6.2958e-01 -2.8819e-01 +3.2980e+00 +2.9834e+00 +1.0540e-01 -3.6271e+00 +2.4493e+00 +1.7598e+00
345 +2.807744071e+00 +2.807744071e+00 +8.228774407e+01 +8.228774407e+01 +1.2700e+00 -7.9738e-01 -3.0258e-01 +2.2000e+00 -2.5109e+00 +3.0932e-02 -3.4537e-01 -2.8299e-01 -1.5625e+00 -2.8068e+00 -3.6326e+00 +1.9766e+00 +4.4090e-01 -1.8828e-01 +3.5658e+00 +2.6316e+00 +1.6389e-01 -4.0107e+00 +2.3115e+00 +1.8704e+00
352 +2.508238667e+00 +2.508238667e+00 +8.198823867e+01 +8.198823867e+01 +9.2716e-01 -1.0571e+00 -2.0679e-01 +2.1622e+00 -2.9732e+00 +5.4736e-02 -2.7285e-01 +7.4995e-03 -1.8194e+00 -3.0613e+00 -3.6067e+00 +2.0380e+00 +4.7426e-01 -3.2256e-01 +3.5724e+00 +2.2074e+00 +2.3572e-01 -3.9697e+00 +2.5357e+00 +1.8739e+00
366 +2.393638553e+00 +2.393638553e+00 +8.187363855e+01 +8.187363855e+01 +6.2155e-01 -9.2305e-01 -3.7141e-01 +2.2321e+00 -2.9921e+00 +3.6276e-01 +5.3348e-02 -8.9025e-02 -1.7818e+00 -2.4649e+00 -3.2787e+00 +2.2684e+00 +5.0629e-01 -2.5135e-02 +3.5437e+00 +2.6484e+00 +5.1915e-01 -4.0559e+00 +2.2938e+00 +1.8018e+00
381 +2.216886357e+00 +2.216886357e+00 +8.169688636e+01 +8.169688636e+01 +2.2766e-01 -1.3551e+00 -4.5947e-01 +2.1423e+00 -2.5391e+00 +6.0582e-01 -2.4865e-01 +6.9351e-02 -2.0443e+00 -2.4761e+00 -3.0605e+00 +2.0607e+00 +8.8176e-01 -1.3319e-01 +3.3502e+00 +2.7146e+00 +2.7093e-01 -4.0376e+00 +2.3153e+00 +2.0827e+00
383 +2.082091134e+00 +2.082091134e+00 +8.156209113e+01 +8.156209113e+01 +8.1092e-02 -1.2673e+00 -6.6347e-01 +1.8557e+00 -2.6283e+00 +2.8690e-01 -3.2465e-01 +8.1428e-02 -1.8870e+00 -2.6486e+00 -2.9056e+00 +2.0962e+00 +9.0554e-01 -6.8269e-02 +3.4196e+00 +2.7928e+00 +5.1799e-01 -3.6990e+00 +2.5143e+00 +1.8531e+00
410 +1.970075873e+00 +1.970075873e+00 +8.145007587e+01 +8.145007587e+01 +2.4710e-01 -1.2098e+00 -5.9630e-01 +1.8143e+00 -2.7460e+00 +1.8575e-01 -2.6961e-01 +2.5546e-01 -2.1988e+00 -2.6332e+00 -3.3553e+00 +2.3147e+00 +8.3635e-01 -1.3315e-01 +3.8886e+00 +2.8960e+00 +5.1868e-01 -4.0837e+00 +2.5725e+00 +1.9873e+00
413 +1.865365266e+00 +1.865365266e+00 +8.134536527e+01 +8.134536527e+01 +2.1731e-02 -1.3493e+00 -4.1919e-01 +1.6229e+00 -2.8160e+00 +1.4563e-01 -1.8145e-01 +2.8043e-01 -1.8858e+00 -2.6593e+00 -3.2348e+00 +2.3649e+00 +8.5873e-01 +4.6387e-02 +3.6394e+00 +2.7519e+00 +4.3868e-01 -4.1020e+00 +2.5205e+00 +1.8769e+00
428 +1.489032306e+00 +1.489032306e+00 +8.096903231e+01 +8.096903231e+01 +2.4596e-01 -1.2521e+00 -7.0603e-01 +1.6875e+00 -2.8286e+00 +3.1841e-01 -3.1770e-01 +2.3702e-01 -1.9983e+00 -2.7834e+00 -3.3949e+00 +2.2461e+00 +7.6017e-01 -1.6672e-01 +3.8094e+00 +2.6308e+00 +3.3774e-01 -3.9324e+00 +2.4072e+00 +2.0175e+00
437 +1.435992975e+00 +1.435992975e+00 +8.091599297e+01 +8.091599297e+01 +3.3374e-01 -1.3836e+00 -6.2419e-01 +1.5239e+00 -2.8201e+00 +2.9495e-01 -2.5351e-01 +2.6650e-01 -1.9232e+00 -2.8280e+00 -3.3580e+00 +1.9741e+00 +6.0031e-01 -2.0425e-01 +3.5863e+00 +2.5807e+00 +1.5141e-01 -3.8889e+00 +2.5636e+00 +1.8751e+00
445 +1.404213421e+00 +1.404213421e+00 +8.088421342e+01 +8.088421342e+01 +1.9464e-01 -1.4092e+00 -5.3573e-01 +1.6164e+00 -2.9311e+00 +1.4415e-01 -2.8197e-01 +1.8010e-01 -1.6599e+00 -3.0664e+00 -3.4302e+00 +1.9105e+00 +5.6509e-01 -2.2774e-01 +3.6955e+00 +2.6800e+00 +4.5689e-02 -4.1596e+00 +2.7208e+00 +1.8840e+00
457 +1.283971632e+00 +1.283971632e+00 +8.076397163e+01 +8.076397163e+01 +1.4004e-01 -1.4679e+00 -5.2416e-01 +1.6288e+00 -2.9448e+00 +4.0477e-01 -5.7269e-01 +2.0616e-01 -1.6571e+00 -3.2070e+00 -3.5042e+00 +2.1337e+00 +7.3138e-01 -6.1616e-02 +3.5221e+00 +2.9958e+00 -1.4021e-02 -4.3094e+00 +2.5705e+00 +1.8567e+00
459 +1.172478471e+00 +1.172478471e+00 +8.065247847e+01 +8.065247847e+01 +4.5975e-01 -1.2992e+00 -4.9176e-01 +1.6727e+00 -2.8713e+00 +1.1158e-01 -3.1172e-01 -5.2356e-02 -1.6695e+00 -3.1237e+00 -3.5783e+00 +1.7987e+00 +5.9250e-01 -4.0032e-01 +3.5695e+00 +2.5152e+00 +1.4274e-02 -4.1063e+00 +2.6323e+00 +1.5103e+00
464 +1.009380305e+00 +1.009380305e+00 +8.048938031e+01 +8.048938031e+01 +5.4788e-01 -1.2591e+00 -5.6742e-01 +1.8053e+00 -2.8263e+00 +2.6431e-01 -3.6956e-01 -1.5670e-02 -1.2766e+00 -3.1157e+00 -3.2789e+00 +1.9779e+00 +7.9757e-01 -2.4763e-01 +3.6106e+00 +2.6029e+00 +1.1173e-01 -3.9533e+00 +2.3988e+00 +1.4596e+00
471 +8.556990169e-01 +8.556990169e-01 +8.033569902e+01 +8.033569902e+01 +4.2909e-01 -1.1407e+00 -2.8681e-01 +1.6981e+00 -2.7698e+00 +3.6442e-01 -1.8058e-01 +3.1082e-01 -1.7292e+00 -3.3765e+00 -3.5800e+00 +2.0993e+00 +8.0392e-01 -2.2328e-01 +3.6329e+00 +2.5899e+00 +1.4995e-01 -3.8280e+00 +2.5331e+00 +1.4850e+00
476 +8.258531433e-01 +8.258531433e-01 +8.030585314e+01 +8.030585314e+01 +4.8875e-01 -1.0153e+00 -3.6000e-01 +1.7793e+00 -2.9319e+00 +5.5964e-01 -2.1371e-01 +3.4791e-01 -1.5615e+00 -3.2707e+00 -3.5708e+00 +2.0964e+00 +8.4619e-01 -3.9907e-01 +3.7056e+00 +2.8479e+00 +8.5106e-02 -3.8362e+00 +2.6498e+00 +1.4964e+00
477 +8.088945988e-01 +8.088945988e-01 +8.028889460e+01 +8.028889460e+01 +6.0289e-01 -1.0596e+00 -6.0969e-01 +1.7301e+00 -2.9217e+00 +5.0525e-01 -1.0155e-01 +4.1922e-01 -1.7402e+00 -3.2899e+00 -3.6163e+00 +2.0991e+00 +7.6716e-01 -1.3323e-01 +3.5275e+00 +2.5087e+00 +8.5784e-02 -4.0400e+00 +2.4354e+00 +1.3996e+00
489 +7.940817406e-01 +7.940817406e-01 +8.027408174e+01 +8.027408174e+01 +4.7829e-01 -1.2094e+00 -6.8930e-01 +1.7269e+00 -2.6831e+00 +6.8194e-01 +2.0097e-03 +2.8750e-01 -1.8512e+00 -3.0652e+00 -3.5890e+00 +2.0364e+00 +6.7262e-01 -1.3428e-01 +3.2604e+00 +2.5699e+00 -1.9306e-02 -3.9180e+00 +2.2623e+00 +1.2072e+00
493 +6.853596459e-01 +6.853596459e-01 +8.016535965e+01 +8.016535965e+01 +4.2518e-01 -1.0761e+00 -7.0576e-01 +1.6824e+00 -2.6547e+00 +7.8115e-01 -1.8453e-01 +1.6252e-01 -1.8478e+00 -3.0617e+00 -3.5986e+00 +1.9316e+00 +7.7364e-01 -2.2634e-01 +3.2447e+00 +2.7173e+00 -1.2228e-01 -3.9760e+00 +2.4608e+00 +1.5023e+00
510 +5.828320694e-01 +5.828320694e-01 +8.006283207e+01 +8.006283207e+01 +3.3130e-01 -1.2087e+00 -6.2282e-01 +1.9251e+00 -2.7021e+00 +6.0505e-01 -1.4516e-01 +1.5580e-01 -1.8204e+00 -3.0144e+00 -3.6064e+00 +1.8681e+00 +9.2644e-01 -1.8952e-01 +3.3286e+00 +2.4519e+00 -8.1779e-02 -4.0590e+00 +2.5401e+00 +1.4959e+00
534 +4.636271656e-01 +4.636271656e-01 +7.994362717e+01 +7.994362717e+01 +1.7110e-01 -1.3934e+00 -5.9036e-01 +1.9268e+00 -2.7726e+00 +5.1476e-01 -2.2638e-01 +4.1504e-02 -1.9595e+00 -2.9613e+00 -3.9307e+00 +1.7327e+00 +1.1389e+00 -2.2559e-01 +3.6522e+00 +2.8296e+00 -1.1043e-01 -3.5786e+00 +2.3591e+00 +1.3122e+00
549 +4.288017075e-01 +4.288017075e-01 +7.990880171e+01 +7.990880171e+01 +1.2770e-01 -1.2856e+00 -4.3928e-01 +1.9731e+00 -2.6202e+00 +5.2058e-01 -3.2691e-01 +1.9484e-02 -1.8408e+00 -3.1211e+00 -3.8551e+00 +1.8512e+00 +1.0867e+00 -1.4658e-01 +3.6594e+00 +2.9160e+00 -2.7574e-01 -3.5567e+00 +2.3161e+00 +1.2646e+00
590 +3.913665154e-01 +3.913665154e-01 +7.987136652e+01 +7.987136652e+01 +3.6300e-01 -1.2596e+00 -4.7783e-01 +2.0084e+00 -2.5193e+00 +3.9606e-01 -1.1021e-01 +1.4306e-01 -1.7867e+00 -2.9555e+00 -3.7008e+00 +1.8767e+00 +8.1712e-01 -3.0658e-01 +3.7506e+00 +2.8013e+00 -2.2395e-01 -3.7833e+00 +2.2126e+00 +1.4058e+00
594 +2.518961921e-01 +2.518961921e-01 +7.973189619e+01 +7.973189619e+01 +3.4547e-01 -1.2614e+00 -4.4355e-01 +1.9131e+00 -2.5649e+00 +4.2587e-01 +7.6976e-03 +8.9801e-02 -1.8265e+00 -3.0348e+00 -3.7044e+00 +1.8928e+00 +9.3130e-01 -1.6148e-01 +3.5802e+00 +2.8901e+00 -1.4538e-01 -3.8400e+00 +2.3326e+00 +1.4392e+00
652 +2.464225383e-01 +2.464225383e-01 +7.972642254e+01 +7.972642254e+01 +3.2590e-01 -1.2390e+00 -7.0865e-01 +1.6560e+00 -2.6447e+00 +5.2623e-01 -1.9172e-01 +6.3609e-02 -1.5553e+00 -3.1775e+00 -3.6457e+00 +2.0929e+00 +1.0971e+00 +9.1553e-02 +3.5678e+00 +2.8244e+00 -2.8750e-03 -3.9607e+00 +2.4581e+00 +1.3921e+00
685 +1.814172222e-01 +1.814172222e-01 +7.966141722e+01 +7.966141722e+01 +3.8969e-01 -1.0805e+00 -6.1911e-01 +1.8211e+00 -2.5621e+00 +3.6524e-01 -9.6961e-02 +9.4032e-02 -1.6215e+00 -3.1896e+00 -3.6289e+00 +2.1254e+00 +1.0803e+00 +7.1601e-02 +3.6140e+00 +2.8644e+00 -8.5534e-02 -3.9658e+00 +2.3921e+00 +1.3398e+00
694 +1.314617963e-01 +1.314617963e-01 +7.961146180e+01 +7.961146180e+01 +3.3475e-01 -1.1367e+00 -6.2336e-01 +1.8465e+00 -2.5837e+00 +3.5670e-01 -7.4229e-02 +8.0877e-02 -1.5686e+00 -3.2014e+00 -3.7620e+00 +2.1412e+00 +1.1582e+00 +6.7760e-02 +3.5722e+00 +2.9135e+00 -8.0142e-02 -3.9183e+00 +2.3767e+00 +1.3542e+00
705 +1.234152257e-01 +1.234152257e-01 +7.960341523e+01 +7.960341523e+01 +3.1905e-01 -1.0743e+00 -6.8735e-01 +1.8447e+00 -2.6073e+00 +3.2634e-01 -8.5148e-02 +8.2587e-02 -1.5674e+00 -3.1801e+00 -3.7598e+00 +2.1455e+00 +1.1372e+00 +3.9413e-03 +3.5743e+00 +2.9972e+00 -2.7803e-02 -3.9260e+00 +2.3878e+00 +1.3070e+00
707 +1.088716002e-01 +1.088716002e-01 +7.958887160e+01 +7.958887160e+01 +2.7226e-01 -1.1488e+00 -6.6835e-01 +1.8545e+00 -2.6808e+00 +4.8470e-01 -1.1592e-01 +3.4676e-02 -1.6100e+00 -3.1493e+00 -3.7248e+00 +2.0418e+00 +1.0917e+00 +8.3262e-02 +3.6474e+00 +2.8966e+00 -1.9048e-03 -3.8668e+00 +2.4732e+00 +1.4139e+00
716 +9.924274334e-02 +9.924274334e-02 +7.957924274e+01 +7.957924274e+01 +2.3402e-01 -1.1743e+00 -6.2240e-01 +1.8657e+00 -2.6300e+00 +4.6320e-01 -9.8095e-02 +7.2028e-02 -1.6624e+00 -3.0851e+00 -3.7329e+00 +2.0647e+00 +1.0924e+00 +6.8245e-02 +3.5606e+00 +2.8640e+00 -1.2902e-02 -3.8918e+00 +2.4744e+00 +1.3741e+00
729 +8.928360808e-02 +8.928360808e-02 +7.956928361e+01 +7.956928361e+01 +1.4224e-01 -1.1241e+00 -6.4503e-01 +1.8641e+00 -2.6341e+00 +4.8560e-01 -8.2723e-02 +1.1129e-01 -1.6274e+00 -3.0276e+00 -3.7677e+00 +2.0190e+00 +1.1143e+00 +8.7844e-02 +3.5703e+00 +2.9195e+00 -8.9887e-02 -3.8272e+00 +2.4156e+00 +1.3291e+00
742 +7.682095942e-02 +7.682095942e-02 +7.955682096e+01 +7.955682096e+01 +2.4128e-01 -1.1119e+00 -6.6586e-01 +1.8907e+00 -2.6183e+00 +4.9786e-01 -1.4671e-01 +1.7084e-01 -1.6667e+00 -3.0665e+00 -3.7207e+00 +2.0584e+00 +1.0386e+00 +4.0621e-02 +3.5689e+00 +2.8166e+00 -5.7661e-02 -3.8970e+00 +2.3543e+00 +1.3647e+00
762 +6.765740470e-02 +6.765740470e-02 +7.954765740e+01 +7.954765740e+01 +2.2383e-01 -1.0708e+00 -6.5033e-01 +1.9271e+00 -2.6837e+00 +4.0196e-01 -1.4293e-01 +1.4787e-01 -1.6510e+00 -2.9416e+00 -3.8557e+00 +1.9726e+00 +1.0806e+00 +1.1640e-03 +3.6064e+00 +2.8020e+00 -3.9771e-02 -3.8397e+00 +2.3630e+00 +1.3228e+00
778 +6.437367446e-02 +6.437367446e-02 +7.954437367e+01 +7.954437367e+01 +2.5296e-01 -1.0717e+00 -6.2877e-01 +1.9322e+00 -2.6435e+00 +3.5539e-01 -1.0178e-01 +1.2952e-01 -1.6082e+00 -2.9553e+00 -3.8150e+00 +1.9347e+00 +1.0624e+00 -3.3598e-02 +3.6003e+00 +2.7953e+00 -7.5586e-02 -3.9419e+00 +2.3672e+00 +1.3664e+00
784 +5.942375048e-02 +5.942375048e-02 +7.953942375e+01 +7.953942375e+01 +2.1248e-01 -1.0661e+00 -6.4449e-01 +1.9623e+00 -2.6544e+00 +3.3190e-01 -4.2109e-02 +1.2800e-01 -1.6723e+00 -2.9984e+00 -3.8199e+00 +1.9455e+00 +1.0889e+00 -6.2824e-02 +3.6216e+00 +2.8150e+00 -8.1799e-02 -3.9385e+00 +2.3765e+00 +1.4012e+00
824 +5.209304217e-02 +5.209304217e-02 +7.953209304e+01 +7.953209304e+01 +2.0636e-01 -1.1704e+00 -7.0792e-01 +1.9005e+00 -2.6097e+00 +3.4022e-01 -4.1046e-02 +1.1461e-01 -1.6588e+00 -2.9829e+00 -3.7584e+00 +2.0146e+00 +1.0857e+00 -3.9475e-02 +3.6243e+00 +2.9196e+00 -1.0810e-01 -3.8281e+00 +2.3340e+00 +1.3690e+00
835 +4.983290623e-02 +4.983290623e-02 +7.952983291e+01 +7.952983291e+01 +1.9900e-01 -1.1841e+00 -7.3603e-01 +1.9610e+00 -2.6283e+00 +3.2773e-01 -4.3913e-02 +1.2275e-01 -1.6613e+00 -3.0597e+00 -3.8420e+00 +2.0446e+00 +1.0530e+00 -7.3338e-02 +3.6793e+00 +2.9606e+00 -1.4486e-01 -3.7981e+00 +2.3830e+00 +1.3657e+00
836 +4.693273591e-02 +4.693273591e-02 +7.952693274e+01 +7.952693274e+01 +2.1310e-01 -1.1857e+00 -7.1652e-01 +1.9037e+00 -2.5722e+00 +3.4149e-01 -5.2622e-02 +1.0265e-01 -1.6479e+00 -3.0216e+00 -3.8612e+00 +2.0010e+00 +1.0624e+00 -4.7378e-02 +3.6994e+00 +2.9218e+00 -1.6980e-01 -3.8520e+00 +2.3307e+00 +1.4143e+00
847 +4.414320155e-02 +4.414320155e-02 +7.952414320e+01 +7.952414320e+01 +2.0835e-01 -1.1449e+00 -6.9832e-01 +1.9172e+00 -2.5779e+00 +3.5124e-01 -7.1884e-02 +7.5916e-02 -1.6311e+00 -3.0130e+00 -3.8156e+00 +2.0387e+00 +1.0988e+00 -3.3515e-02 +3.6761e+00 +2.9187e+00 -1.5286e-01 -3.8456e+00 +2.2990e+00 +1.3660e+00
851 +4.180570980e-02 +4.180570980e-02 +7.952180571e+01 +7.952180571e+01 +2.2889e-01 -1.1840e+00 -7.2334e-01 +1.8893e+00 -2.5825e+00 +3.7312e-01 -1.0424e-01 +9.1107e-02 -1.6100e+00 -3.0476e+00 -3.7489e+00 +1.9935e+00 +1.0915e+00 -4.4253e-02 +3.6383e+00 +2.9078e+00 -1.4894e-01 -3.8489e+00 +2.3134e+00 +1.3856e+00
859 +4.140134902e-02 +4.140134902e-02 +7.952140135e+01 +7.952140135e+01 +2.3221e-01 -1.2020e+00 -7.0168e-01 +1.8666e+00 -2.6045e+00 +3.9502e-01 -9.6901e-02 +9.2833e-02 -1.6243e+00 -3.0020e+00 -3.7608e+00 +1.9677e+00 +1.1241e+00 -5.1676e-02 +3.6615e+00 +2.9231e+00 -1.4018e-01 -3.8419e+00 +2.3212e+00 +1.3639e+00
883 +3.678499246e-02 +3.678499246e-02 +7.951678499e+01 +7.951678499e+01 +2.3712e-01 -1.1830e+00 -7.1296e-01 +1.8159e+00 -2.6145e+00 +3.9613e-01 -6.1827e-02 +1.1282e-01 -1.6246e+00 -3.0103e+00 -3.7913e+00 +1.9766e+00 +1.0864e+00 -4.3137e-02 +3.6691e+00 +2.9063e+00 -1.3550e-01 -3.9320e+00 +2.3242e+00 +1.4129e+00
895 +3.156540758e-02 +3.156540758e-02 +7.951156541e+01 +7.951156541e+01 +2.5975e-01 -1.1777e+00 -6.8652e-01 +1.8255e+00 -2.6510e+00 +4.2671e-01 -6.2013e-02 +1.3212e-01 -1.6416e+00 -3.0284e+00 -3.7844e+00 +1.9898e+00 +1.0837e+00 -5.4478e-02 +3.6599e+00 +2.8965e+00 -1.0677e-01 -3.9509e+00 +2.3117e+00 +1.4257e+00
