% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3014 +1.239496328e-08 +1.239496328e-08 -1.520400000e+02 -1.520400000e+02 -2.6722e-01 +1.4240e+00 -3.9248e+00 +3.2968e+00 +2.4192e+00 +1.5037e-01 -8.7841e-01 -7.0082e-01 +1.5000e+00 +3.4808e+00 -8.4404e-01 -2.6416e+00 -3.9088e+00 +3.8936e+00 +2.8403e-01 +1.2368e+00 +2.0504e+00 +2.9918e-01 -3.6402e-01 +3.9512e+00
3026 +1.217804879e-08 +1.217804879e-08 -1.520400000e+02 -1.520400000e+02 -2.6725e-01 +1.4240e+00 -3.9248e+00 +3.2968e+00 +2.4192e+00 +1.5036e-01 -8.7841e-01 -7.0080e-01 +1.5000e+00 +3.4808e+00 -8.4402e-01 -2.6416e+00 -3.9088e+00 +3.8936e+00 +2.8403e-01 +1.2368e+00 +2.0504e+00 +2.9919e-01 -3.6398e-01 +3.9512e+00
3029 +8.279982922e-09 +8.279982922e-09 -1.520400000e+02 -1.520400000e+02 -2.6721e-01 +1.4240e+00 -3.9248e+00 +3.2968e+00 +2.4192e+00 +1.5039e-01 -8.7839e-01 -7.0081e-01 +1.5000e+00 +3.4808e+00 -8.4402e-01 -2.6416e+00 -3.9088e+00 +3.8936e+00 +2.8401e-01 +1.2368e+00 +2.0504e+00 +2.9917e-01 -3.6401e-01 +3.9512e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.197402816e+01 +7.197402816e+01 +4.672402816e+01 +4.672402816e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +5.861625710e+01 +5.861625710e+01 +3.336625710e+01 +3.336625710e+01 -4.0602e-01 +8.0933e-01 +2.5166e-01 -1.8519e+00 +2.5027e+00 -1.1356e+00 +5.0161e-01 -6.8863e-01 -4.3208e-01 -8.6633e-01 +1.1372e+00 -4.9166e-01 -3.5817e-01 +9.3912e-01 -4.5204e-01 -8.8926e-02 -5.4374e-02 -8.4698e-01 -1.0833e-01 +7.6576e-01
20 +4.658570541e+01 +4.658570541e+01 +2.133570541e+01 +2.133570541e+01 +3.1976e-01 -2.0933e-01 -8.9176e-01 -7.9496e-01 +8.7118e-01 +4.1305e-01 +1.1311e+00 -1.1040e+00 +6.4572e-01 -1.9316e+00 +5.2317e-01 +1.4532e+00 -9.3639e-01 +5.7478e-01 +1.2818e-01 -1.0342e-01 -1.2979e+00 -7.7277e-01 +6.3090e-01 -9.3731e-01
23 +3.869620985e+01 +3.869620985e+01 +1.344620985e+01 +1.344620985e+01 +5.7992e-01 -1.5190e-01 -2.2975e+00 -5.1542e-01 +1.0267e+00 +2.4133e-01 -1.3044e+00 -2.5044e+00 +2.3571e+00 -2.5771e+00 +2.5782e-01 +7.7584e-01 -9.3599e-01 -6.7118e-03 +3.4654e-01 -1.1110e+00 -1.8258e+00 -1.0421e-01 -4.8241e-01 -6.6903e-01
25 +3.402328462e+01 +3.402328462e+01 +8.773284617e+00 +8.773284617e+00 +1.4227e+00 -4.2412e-01 -1.8348e+00 -9.8329e-01 +2.2218e+00 -6.3481e-01 +1.1765e+00 -2.3991e+00 +6.8138e-01 -4.0096e+00 +1.2995e+00 +1.2775e+00 -1.1845e+00 +1.5462e+00 +1.2116e+00 -7.3925e-02 -6.6256e-01 +1.4044e-01 +9.0027e-01 -1.2944e+00
32 +3.241762786e+01 +3.241762786e+01 +7.167627858e+00 +7.167627858e+00 +2.6372e+00 +1.6871e+00 -1.6343e+00 -2.1876e+00 +3.1532e+00 +2.6158e-02 +8.9735e-01 -2.5766e+00 +1.2854e+00 -3.3547e+00 +1.6701e+00 +7.2728e-01 -1.5680e+00 +1.8929e+00 +5.8170e-02 +4.8183e-01 -1.3226e+00 +5.9314e-01 +2.2950e+00 -4.2565e-01
34 +3.026655393e+01 +3.026655393e+01 +5.016553931e+00 +5.016553931e+00 +9.3326e-01 -1.0998e+00 -2.3901e+00 -1.1979e+00 +3.0741e+00 +9.6582e-01 +1.7936e-01 -1.7321e+00 +1.8409e+00 -4.5422e+00 +1.9477e+00 +3.4327e-01 -1.7570e+00 +9.1438e-01 +1.3644e+00 -1.1225e+00 -8.1397e-01 -2.8409e-01 +3.6430e-01 -1.4548e+00
39 +2.396192841e+01 +2.396192841e+01 -1.288071594e+00 -1.288071594e+00 +1.4999e+00 -9.4835e-01 -2.4698e+00 -8.5634e-01 +3.1625e+00 -5.5828e-01 -7.2524e-01 -1.9855e+00 +1.6821e+00 -1.6624e+00 +2.3902e+00 +1.3977e+00 -1.3326e+00 +1.2879e+00 +2.0143e+00 -1.0644e-01 -6.5552e-01 +9.6969e-01 +2.8666e-01 -2.2194e+00
44 +2.254568108e+01 +2.254568108e+01 -2.704318921e+00 -2.704318921e+00 +1.9393e+00 -6.9796e-02 -2.2407e+00 +9.2511e-03 +2.5355e+00 -3.2342e-02 -9.1274e-01 -1.1373e+00 +1.1060e+00 -1.3973e+00 +2.5966e+00 +6.6226e-01 -7.1632e-01 +6.9693e-01 +1.1450e+00 -5.4103e-01 -7.0031e-01 +4.5493e-01 +4.7777e-01 -1.0917e+00
69 +1.728807279e+01 +1.728807279e+01 -7.961927214e+00 -7.961927214e+00 +1.1557e+00 +9.3939e-01 -1.7187e+00 -2.6424e+00 +3.2035e+00 -8.7448e-01 -4.7903e-01 -1.8508e+00 +1.1167e+00 -1.0497e+00 +2.7610e+00 +9.5691e-01 -2.2644e+00 +2.2909e-01 +1.2495e+00 +2.2796e-01 -1.1637e+00 +2.4019e-01 +3.4717e-01 -1.4275e+00
84 +1.678561842e+01 +1.678561842e+01 -8.464381580e+00 -8.464381580e+00 +1.5211e+00 +8.2026e-01 -1.4602e+00 -3.8439e+00 +4.0603e+00 +5.2832e-01 -1.3312e+00 -9.8279e-01 +4.8563e-01 -2.1343e+00 +2.8370e+00 +1.9780e-02 -3.1137e+00 +1.5487e-01 +2.0904e+00 +8.5235e-01 -8.2867e-01 -9.6330e-01 -8.0122e-01 +3.2692e-01
96 +1.278660142e+01 +1.278660142e+01 -1.246339858e+01 -1.246339858e+01 +9.7254e-01 +6.6431e-01 -1.1679e+00 -3.2166e+00 +3.5005e+00 +5.8161e-01 -1.6787e+00 -1.5778e+00 +9.6159e-01 -1.6652e+00 +2.2783e+00 +3.4083e-01 -2.5743e+00 -2.7874e-01 +1.1775e+00 +5.6697e-01 -5.0915e-01 -7.1207e-01 -1.3742e-01 -1.2058e+00
101 +1.047301145e+01 +1.047301145e+01 -1.477698855e+01 -1.477698855e+01 +2.2652e+00 +1.3586e+00 -2.3216e+00 -3.5883e+00 +2.6726e+00 +1.1639e+00 -1.8704e+00 -4.1655e-01 +7.5120e-01 -2.4901e+00 +2.5242e+00 +1.1343e+00 -2.6939e+00 +3.3699e-01 +2.3618e+00 +8.1547e-01 -8.6806e-01 -1.1269e+00 +3.0064e-01 -1.3401e+00
222 +1.006766936e+01 +1.006766936e+01 -1.518233064e+01 -1.518233064e+01 +2.9252e+00 +5.1918e-01 -1.2195e+00 -3.3063e-01 +4.1640e+00 +8.2657e-02 -1.7389e+00 -1.8903e+00 +1.3594e+00 -2.8177e+00 +2.5644e+00 +1.7690e+00 -3.7793e+00 -4.0189e-01 +1.9664e+00 +5.0592e-01 -1.3379e+00 -5.0035e-01 +1.6142e+00 -1.0551e+00
244 +9.751718959e+00 +9.751718959e+00 -1.549828104e+01 -1.549828104e+01 +3.6551e+00 +5.9021e-01 -9.1892e-01 -9.8229e-01 +4.0952e+00 +8.6704e-01 -1.0002e+00 -1.6845e+00 +1.2179e+00 -3.0285e+00 +2.4139e+00 +2.0668e+00 -4.1295e+00 +1.5996e-01 +1.9280e+00 +4.7177e-01 -6.5924e-01 -7.4880e-01 +9.3003e-01 -1.5467e+00
252 +9.410313673e+00 +9.410313673e+00 -1.583968633e+01 -1.583968633e+01 +2.6149e+00 +7.9991e-01 -1.9604e+00 -8.3475e-01 +3.4090e+00 +7.2525e-01 -1.9714e+00 -5.6329e-01 +1.6443e+00 -2.9634e+00 +2.6182e+00 +1.4177e+00 -2.9750e+00 -2.5888e-01 +1.0356e+00 +3.9767e-01 +1.5824e-02 -3.6671e-01 +1.0617e+00 -1.8538e+00
260 +7.430270959e+00 +7.430270959e+00 -1.781972904e+01 -1.781972904e+01 +2.5247e+00 +6.9695e-01 -2.1060e+00 -9.0911e-01 +3.1496e+00 +6.8999e-01 -1.7509e+00 -1.3516e+00 +8.3953e-01 -2.4980e+00 +2.0663e+00 +8.2694e-01 -3.3241e+00 -4.6953e-01 +1.1782e+00 +2.5546e-01 +2.9861e-02 -1.0968e+00 +6.3419e-01 -1.3277e+00
289 +7.000141425e+00 +7.000141425e+00 -1.824985857e+01 -1.824985857e+01 +3.2470e+00 +8.0807e-01 -2.3991e+00 -1.3041e+00 +2.9374e+00 +4.4429e-01 -2.3323e+00 -1.1926e+00 +5.8596e-01 -2.9021e+00 +1.8836e+00 +5.7939e-01 -4.0407e+00 -3.5142e-01 +1.4100e+00 +1.2971e-01 -8.0095e-01 -1.5961e+00 +4.7985e-01 -1.1726e+00
297 +5.748025592e+00 +5.748025592e+00 -1.950197441e+01 -1.950197441e+01 +3.2048e+00 +7.0757e-01 -2.5700e+00 -1.9617e+00 +2.8782e+00 +4.6993e-01 -1.9932e+00 -9.2799e-01 +6.8606e-01 -2.0531e+00 +1.8184e+00 +9.5574e-01 -3.4903e+00 -2.1691e-01 +1.8637e+00 +8.9973e-02 -5.9736e-01 -1.3305e+00 +8.2402e-01 -1.2184e+00
328 +5.368157953e+00 +5.368157953e+00 -1.988184205e+01 -1.988184205e+01 +4.2843e+00 +1.2885e+00 -2.0219e+00 -1.7329e+00 +2.5751e+00 +2.5709e-01 -2.6245e+00 -9.2964e-01 +1.3851e+00 -2.7816e+00 +1.9101e+00 +1.2414e+00 -3.5629e+00 +1.8488e-01 +2.8000e+00 +3.8923e-01 -1.6376e-01 -1.1681e+00 +3.5954e-01 -8.2917e-01
337 +4.368229971e+00 +4.368229971e+00 -2.088177003e+01 -2.088177003e+01 +4.2692e+00 +1.1337e+00 -1.4534e+00 -1.3677e+00 +2.5630e+00 -3.0268e-01 -2.3955e+00 -1.2971e+00 +1.0604e+00 -2.6121e+00 +2.0166e+00 +9.1796e-01 -3.0893e+00 -9.5316e-02 +2.4100e+00 +9.2914e-02 +4.2733e-03 -7.2906e-01 +6.2668e-01 -4.9427e-01
347 +3.993035309e+00 +3.993035309e+00 -2.125696469e+01 -2.125696469e+01 +4.7396e+00 +9.1597e-01 -1.5037e+00 -2.0748e+00 +3.2245e+00 -1.4392e-02 -2.4545e+00 -1.8380e+00 +1.1797e+00 -2.6610e+00 +2.2928e+00 +6.6854e-01 -2.9038e+00 -2.5899e-01 +2.3665e+00 -2.6991e-01 +3.5915e-02 -6.6280e-01 +1.9127e-01 -2.9613e-01
348 +3.648178234e+00 +3.648178234e+00 -2.160182177e+01 -2.160182177e+01 +2.7821e+00 +8.0832e-01 -2.0968e+00 -1.2725e+00 +2.9579e+00 -1.6361e-01 -2.4880e+00 -1.6169e+00 +9.8956e-01 -2.2873e+00 +2.5134e+00 +1.2787e+00 -2.8282e+00 +1.2713e-02 +2.2123e+00 +2.3103e-01 +6.7532e-02 -8.7155e-01 +9.2304e-01 -7.7722e-01
382 +2.681048874e+00 +2.681048874e+00 -2.256895113e+01 -2.256895113e+01 +3.0533e+00 +9.9248e-01 -1.6271e+00 -2.0597e+00 +3.2941e+00 +1.9677e-02 -3.0899e+00 -1.2645e+00 +9.4628e-01 -3.0109e+00 +2.8507e+00 +4.9922e-01 -2.7570e+00 +5.0252e-02 +2.5577e+00 +6.7184e-01 -5.5280e-02 -1.0918e+00 +4.3422e-01 -1.1262e+00
400 +2.295258116e+00 +2.295258116e+00 -2.295474188e+01 -2.295474188e+01 +3.0458e+00 +8.7281e-01 -1.3514e+00 -2.0699e+00 +3.1431e+00 -3.0457e-01 -2.6446e+00 -1.1631e+00 +8.9311e-01 -2.6868e+00 +2.6277e+00 +9.9131e-01 -2.7390e+00 -2.9348e-01 +2.5750e+00 +7.0292e-01 +2.1226e-02 -1.2326e+00 +4.0421e-01 -1.5807e+00
431 +2.098223757e+00 +2.098223757e+00 -2.315177624e+01 -2.315177624e+01 +3.5959e+00 +3.7250e-01 -1.3465e+00 -2.0789e+00 +3.4501e+00 +3.3778e-01 -2.1844e+00 -1.4036e+00 +9.1336e-01 -2.3487e+00 +2.6895e+00 +9.4576e-01 -2.1124e+00 -9.2996e-02 +2.5253e+00 +1.0257e+00 -3.4122e-01 -1.1049e+00 +5.5094e-01 -1.5014e+00
450 +1.833809765e+00 +1.833809765e+00 -2.341619024e+01 -2.341619024e+01 +3.2620e+00 +3.7655e-01 -1.2446e+00 -2.3703e+00 +3.5101e+00 +2.0908e-02 -2.5769e+00 -1.4445e+00 +6.8065e-01 -2.6400e+00 +2.5714e+00 +1.5207e+00 -2.2643e+00 +1.4308e-01 +1.9154e+00 +6.5901e-01 -6.3767e-01 -7.8537e-01 +7.6251e-01 -1.4967e+00
489 +1.800225116e+00 +1.800225116e+00 -2.344977488e+01 -2.344977488e+01 +3.7428e+00 +7.7928e-02 -1.3711e+00 -2.2199e+00 +3.3927e+00 +2.4490e-01 -2.6179e+00 -1.6034e+00 +1.1319e+00 -2.5198e+00 +2.5163e+00 +1.3626e+00 -2.4373e+00 +3.0044e-01 +1.7114e+00 -1.1899e-01 -7.9201e-01 -6.3947e-01 +7.1536e-01 -7.5316e-01
495 +1.648025941e+00 +1.648025941e+00 -2.360197406e+01 -2.360197406e+01 +3.6574e+00 +2.8536e-01 -1.1019e+00 -2.0827e+00 +3.2883e+00 -6.6975e-02 -2.4226e+00 -1.4523e+00 +9.6931e-01 -2.6276e+00 +2.4672e+00 +1.4568e+00 -2.4000e+00 +2.6282e-01 +1.8039e+00 -1.1457e-01 -7.2089e-01 -6.7428e-01 +8.8690e-01 -1.0431e+00
499 +1.526445529e+00 +1.526445529e+00 -2.372355447e+01 -2.372355447e+01 +3.3806e+00 +1.6212e-01 -1.6694e+00 -2.3067e+00 +3.2675e+00 +2.5246e-01 -2.6679e+00 -1.6108e+00 +1.0442e+00 -2.4650e+00 +2.4299e+00 +1.3338e+00 -2.5894e+00 +2.8409e-01 +1.9968e+00 -5.8393e-02 -7.2578e-01 -7.9997e-01 +3.8981e-01 -6.2227e-01
502 +1.507000488e+00 +1.507000488e+00 -2.374299951e+01 -2.374299951e+01 +3.3779e+00 +2.7020e-01 -1.5787e+00 -2.0401e+00 +3.0509e+00 +2.1200e-01 -2.5257e+00 -1.8121e+00 +9.3318e-01 -2.4229e+00 +2.5288e+00 +1.2431e+00 -2.3835e+00 +3.2789e-01 +1.8272e+00 -3.2761e-01 -6.5118e-01 -9.9547e-01 +3.2903e-01 -6.9566e-01
553 +1.311975447e+00 +1.311975447e+00 -2.393802455e+01 -2.393802455e+01 +3.7468e+00 +2.5231e-01 -1.6181e+00 -1.9342e+00 +3.5977e+00 +1.3187e-01 -2.7540e+00 -1.5845e+00 +1.1120e+00 -2.3071e+00 +2.4442e+00 +9.3176e-01 -2.3800e+00 +1.6541e-01 +1.9185e+00 +5.7296e-01 -2.4666e-01 -8.6148e-01 +2.8068e-01 -9.3218e-01
574 +1.214957586e+00 +1.214957586e+00 -2.403504241e+01 -2.403504241e+01 +3.8639e+00 +4.7030e-01 -1.4843e+00 -1.8529e+00 +3.4289e+00 +3.8058e-01 -2.6435e+00 -1.8293e+00 +1.0837e+00 -2.2867e+00 +2.3507e+00 +1.1743e+00 -2.3494e+00 +2.1788e-01 +2.0221e+00 +3.4771e-01 -2.7085e-01 -8.9117e-01 +1.7838e-01 -9.4161e-01
586 +1.141673039e+00 +1.141673039e+00 -2.410832696e+01 -2.410832696e+01 +3.6951e+00 +4.8056e-01 -1.5461e+00 -1.7795e+00 +3.2571e+00 +4.0693e-01 -2.4680e+00 -1.6477e+00 +1.1087e+00 -2.2042e+00 +2.3460e+00 +1.0989e+00 -2.5755e+00 +1.3457e-01 +2.1194e+00 +5.5230e-01 -2.9397e-01 -1.0197e+00 +3.7903e-01 -9.3158e-01
598 +1.113506009e+00 +1.113506009e+00 -2.413649399e+01 -2.413649399e+01 +3.7175e+00 +5.6667e-01 -1.6306e+00 -1.8388e+00 +3.3591e+00 +1.7290e-01 -2.2757e+00 -1.6214e+00 +1.1173e+00 -2.2104e+00 +2.2246e+00 +1.2769e+00 -2.5152e+00 +4.3086e-02 +2.0158e+00 +5.3826e-01 -3.1000e-01 -9.3494e-01 +5.4935e-01 -1.0270e+00
606 +1.065613136e+00 +1.065613136e+00 -2.418438686e+01 -2.418438686e+01 +3.6381e+00 +6.1296e-01 -1.6444e+00 -1.7492e+00 +3.3335e+00 +2.3820e-01 -2.4689e+00 -1.6054e+00 +1.1591e+00 -2.1237e+00 +2.3614e+00 +1.2140e+00 -2.4452e+00 +4.1705e-02 +2.1094e+00 +4.5860e-01 -2.6172e-01 -9.9503e-01 +3.7042e-01 -1.1044e+00
620 +1.037712856e+00 +1.037712856e+00 -2.421228714e+01 -2.421228714e+01 +3.7372e+00 +7.4478e-01 -1.6610e+00 -1.7959e+00 +3.3386e+00 +3.1444e-01 -2.5151e+00 -1.7175e+00 +1.2410e+00 -2.1176e+00 +2.3263e+00 +1.2653e+00 -2.4101e+00 -1.0625e-02 +2.1381e+00 +3.8731e-01 -3.4159e-01 -1.0290e+00 +3.4625e-01 -1.1359e+00
624 +1.008994773e+00 +1.008994773e+00 -2.424100523e+01 -2.424100523e+01 +3.2745e+00 +5.9801e-01 -1.8103e+00 -1.9581e+00 +3.4193e+00 +1.5082e-01 -2.6088e+00 -1.6454e+00 +1.3064e+00 -2.3689e+00 +2.2779e+00 +1.2278e+00 -2.5356e+00 +3.4125e-02 +2.0097e+00 +4.1613e-01 -1.6477e-01 -1.0592e+00 +2.4241e-01 -9.6876e-01
627 +9.924166439e-01 +9.924166439e-01 -2.425758336e+01 -2.425758336e+01 +3.3970e+00 +6.5534e-01 -1.7411e+00 -1.9169e+00 +3.2821e+00 +1.5412e-01 -2.5605e+00 -1.6831e+00 +1.2671e+00 -2.2780e+00 +2.3873e+00 +1.0839e+00 -2.6808e+00 +6.6051e-02 +2.0009e+00 +3.4100e-01 -5.9721e-02 -9.5124e-01 +3.4655e-01 -1.0984e+00
629 +8.892874852e-01 +8.892874852e-01 -2.436071251e+01 -2.436071251e+01 +3.3409e+00 +6.5849e-01 -1.5751e+00 -1.8501e+00 +3.3830e+00 +1.4966e-01 -2.7543e+00 -1.7624e+00 +1.3169e+00 -2.3778e+00 +2.1977e+00 +1.1289e+00 -2.5130e+00 +7.4133e-02 +2.1436e+00 +4.3807e-01 -2.3026e-01 -1.0660e+00 +2.4756e-01 -1.1382e+00
640 +8.243881337e-01 +8.243881337e-01 -2.442561187e+01 -2.442561187e+01 +3.3896e+00 +6.1429e-01 -1.5593e+00 -1.8954e+00 +3.3698e+00 +2.2587e-01 -2.8711e+00 -1.6350e+00 +1.2802e+00 -2.5079e+00 +2.3410e+00 +1.0241e+00 -2.4073e+00 +7.4034e-02 +2.1257e+00 +3.7710e-01 -2.6171e-01 -1.1269e+00 +1.4284e-01 -1.2052e+00
652 +8.043132030e-01 +8.043132030e-01 -2.444568680e+01 -2.444568680e+01 +3.5171e+00 +7.9827e-01 -1.5910e+00 -2.0232e+00 +3.3809e+00 +1.4322e-01 -3.0404e+00 -1.6745e+00 +1.4364e+00 -2.6704e+00 +2.4893e+00 +9.9087e-01 -2.3822e+00 +2.2187e-01 +1.8414e+00 +2.3457e-01 -3.6989e-01 -1.0783e+00 +3.2240e-01 -1.3127e+00
654 +7.756070758e-01 +7.756070758e-01 -2.447439292e+01 -2.447439292e+01 +3.3153e+00 +6.7011e-01 -1.5358e+00 -2.0512e+00 +3.2154e+00 +2.7071e-01 -2.6465e+00 -1.6805e+00 +1.2117e+00 -2.6599e+00 +2.3602e+00 +1.0581e+00 -2.3425e+00 +9.0362e-02 +2.0220e+00 +2.2280e-01 -1.7173e-01 -1.0940e+00 +1.4002e-01 -1.0756e+00
683 +6.314092952e-01 +6.314092952e-01 -2.461859070e+01 -2.461859070e+01 +3.4351e+00 +5.8023e-01 -1.5432e+00 -2.0173e+00 +3.2701e+00 +1.2492e-01 -2.6320e+00 -1.7426e+00 +1.2062e+00 -2.4578e+00 +2.3289e+00 +1.0450e+00 -2.4232e+00 +4.8691e-04 +2.1276e+00 +2.1893e-01 -2.6197e-01 -9.6775e-01 +4.0319e-01 -9.9453e-01
712 +5.394201980e-01 +5.394201980e-01 -2.471057980e+01 -2.471057980e+01 +3.3917e+00 +4.7374e-01 -1.5354e+00 -2.0076e+00 +3.1628e+00 -1.1337e-03 -2.5860e+00 -1.7739e+00 +1.2770e+00 -2.4904e+00 +2.3902e+00 +1.1631e+00 -2.4820e+00 +8.4737e-03 +2.1754e+00 +3.3748e-01 -3.3950e-01 -9.6499e-01 +2.9969e-01 -9.2364e-01
722 +5.024962098e-01 +5.024962098e-01 -2.474750379e+01 -2.474750379e+01 +3.3640e+00 +5.2369e-01 -1.4974e+00 -1.8435e+00 +3.1867e+00 +6.0802e-02 -2.5393e+00 -1.7148e+00 +1.2926e+00 -2.4905e+00 +2.4769e+00 +1.1732e+00 -2.4332e+00 +5.8907e-02 +2.1200e+00 +3.4018e-01 -3.9125e-01 -1.0956e+00 +2.1906e-01 -9.0900e-01
739 +4.811565933e-01 +4.811565933e-01 -2.476884341e+01 -2.476884341e+01 +3.3816e+00 +6.5062e-01 -1.5358e+00 -1.8102e+00 +3.1652e+00 +5.3083e-02 -2.5260e+00 -1.6685e+00 +1.2520e+00 -2.5243e+00 +2.4723e+00 +1.1867e+00 -2.4050e+00 -3.8571e-03 +2.0905e+00 +3.5682e-01 -3.8670e-01 -1.1063e+00 +2.4700e-01 -9.9805e-01
752 +4.626638606e-01 +4.626638606e-01 -2.478733614e+01 -2.478733614e+01 +3.4814e+00 +7.2506e-01 -1.4439e+00 -1.7990e+00 +3.0367e+00 +9.6893e-03 -2.4892e+00 -1.7178e+00 +1.2376e+00 -2.6852e+00 +2.4349e+00 +1.1849e+00 -2.4055e+00 -5.0227e-02 +2.1383e+00 +3.2587e-01 -4.3822e-01 -1.1718e+00 +2.3630e-01 -9.2765e-01
765 +4.494217665e-01 +4.494217665e-01 -2.480057823e+01 -2.480057823e+01 +3.4369e+00 +6.6581e-01 -1.6002e+00 -1.8869e+00 +3.0586e+00 +4.9567e-02 -2.4444e+00 -1.7516e+00 +1.1990e+00 -2.5792e+00 +2.5085e+00 +1.2241e+00 -2.4020e+00 -7.3742e-02 +2.1248e+00 +4.0264e-01 -4.3640e-01 -1.0882e+00 +2.4225e-01 -1.0057e+00
766 +4.361350401e-01 +4.361350401e-01 -2.481386496e+01 -2.481386496e+01 +3.4146e+00 +6.5030e-01 -1.3749e+00 -1.8833e+00 +3.1267e+00 +3.8407e-02 -2.4615e+00 -1.7344e+00 +1.1808e+00 -2.6467e+00 +2.4032e+00 +1.1775e+00 -2.4153e+00 -7.9632e-02 +2.1989e+00 +3.4746e-01 -4.3926e-01 -1.1099e+00 +2.7077e-01 -9.6012e-01
772 +4.055530132e-01 +4.055530132e-01 -2.484444699e+01 -2.484444699e+01 +3.6022e+00 +8.2158e-01 -1.4295e+00 -1.8499e+00 +3.0768e+00 +8.0998e-02 -2.5921e+00 -1.7656e+00 +1.2295e+00 -2.6999e+00 +2.4494e+00 +1.0728e+00 -2.3340e+00 +7.6471e-02 +2.1953e+00 +3.4372e-01 -4.2570e-01 -1.2205e+00 +3.4481e-01 -1.1115e+00
773 +3.526897253e-01 +3.526897253e-01 -2.489731027e+01 -2.489731027e+01 +3.6690e+00 +8.2619e-01 -1.3665e+00 -1.9760e+00 +3.0827e+00 +3.3984e-03 -2.5228e+00 -1.7246e+00 +1.1738e+00 -2.7318e+00 +2.4229e+00 +1.0889e+00 -2.4133e+00 -2.3191e-02 +2.2439e+00 +4.0592e-01 -4.3827e-01 -1.2317e+00 +2.6769e-01 -1.0586e+00
774 +2.474611889e-01 +2.474611889e-01 -2.500253881e+01 -2.500253881e+01 +3.6200e+00 +8.1706e-01 -1.4240e+00 -2.0369e+00 +3.0867e+00 -4.4075e-02 -2.6067e+00 -1.7053e+00 +1.2773e+00 -2.7457e+00 +2.4978e+00 +1.0788e+00 -2.3621e+00 +5.3293e-02 +2.2045e+00 +3.9702e-01 -5.3612e-01 -1.2602e+00 +3.0962e-01 -1.0934e+00
789 +2.197937658e-01 +2.197937658e-01 -2.503020623e+01 -2.503020623e+01 +3.6326e+00 +7.0943e-01 -1.4634e+00 -2.0491e+00 +3.1160e+00 -7.8223e-02 -2.5077e+00 -1.6283e+00 +1.1951e+00 -2.8127e+00 +2.5590e+00 +1.0732e+00 -2.4168e+00 +5.6576e-02 +2.2278e+00 +4.0430e-01 -5.2714e-01 -1.2382e+00 +3.4396e-01 -1.0727e+00
792 +2.066147018e-01 +2.066147018e-01 -2.504338530e+01 -2.504338530e+01 +3.7110e+00 +6.3799e-01 -1.4794e+00 -2.0780e+00 +3.0976e+00 -9.3282e-02 -2.4309e+00 -1.5969e+00 +1.2557e+00 -2.8235e+00 +2.6310e+00 +1.0318e+00 -2.5012e+00 +2.1308e-02 +2.2510e+00 +4.0544e-01 -5.7679e-01 -1.2961e+00 +3.5212e-01 -1.0903e+00
816 +1.810492734e-01 +1.810492734e-01 -2.506895073e+01 -2.506895073e+01 +3.5984e+00 +6.0134e-01 -1.4674e+00 -2.0674e+00 +3.0954e+00 -8.6952e-03 -2.4186e+00 -1.6843e+00 +1.2736e+00 -2.7171e+00 +2.5192e+00 +1.0447e+00 -2.4332e+00 +2.0689e-02 +2.1971e+00 +4.4955e-01 -5.8254e-01 -1.2258e+00 +4.2295e-01 -1.1178e+00
826 +1.700550481e-01 +1.700550481e-01 -2.507994495e+01 -2.507994495e+01 +3.6910e+00 +6.9433e-01 -1.5047e+00 -2.1169e+00 +3.1482e+00 -8.8420e-02 -2.4127e+00 -1.6746e+00 +1.3301e+00 -2.6797e+00 +2.5206e+00 +9.9851e-01 -2.4322e+00 -3.7591e-02 +2.1799e+00 +4.5633e-01 -5.5772e-01 -1.3123e+00 +4.3771e-01 -1.1376e+00
830 +1.289900249e-01 +1.289900249e-01 -2.512100998e+01 -2.512100998e+01 +3.5442e+00 +6.4906e-01 -1.4501e+00 -2.1623e+00 +3.1618e+00 -2.0845e-02 -2.4103e+00 -1.7740e+00 +1.2911e+00 -2.7806e+00 +2.5094e+00 +1.0542e+00 -2.4875e+00 +2.6967e-02 +2.1719e+00 +4.6920e-01 -5.5205e-01 -1.2519e+00 +3.7068e-01 -1.1347e+00
837 +1.092175981e-01 +1.092175981e-01 -2.514078240e+01 -2.514078240e+01 +3.6293e+00 +6.3001e-01 -1.5086e+00 -2.1988e+00 +3.1999e+00 +1.5174e-02 -2.5013e+00 -1.7238e+00 +1.2886e+00 -2.7332e+00 +2.5801e+00 +1.1083e+00 -2.4872e+00 +4.7938e-02 +2.2014e+00 +4.0960e-01 -5.2451e-01 -1.3088e+00 +2.9193e-01 -1.1230e+00
