% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +3.020371521e+02 +3.020371521e+02 +3.156771521e+02 +3.156771521e+02 +5.2642e-01 +7.7619e-01 -1.7194e-01 -1.7645e+00 +3.4738e-01 -1.1105e+00 -7.6372e-01 -2.2160e-01 +4.7663e-01 -5.6695e-01 -1.4489e+00 -1.1532e+00 +3.6777e-01 +2.3734e-01 -7.7285e-01 -1.3222e+00 +1.0145e+00 -1.3467e-01 -1.3519e-01 +1.5838e+00
3 +2.559071096e+02 +2.559071096e+02 +2.695471096e+02 +2.695471096e+02 -9.6655e-02 +5.1953e-01 +7.7946e-01 +3.4877e-01 -8.8755e-01 -7.9692e-02 -1.1169e+00 -8.7995e-02 +8.1929e-01 +3.0683e-01 -1.4340e-01 +1.1614e+00 +6.4464e-01 -6.8819e-01 -2.9211e-01 +6.0160e-01 -8.0955e-01 -5.2763e-01 +1.0131e-01 +1.0191e+00
23 +2.418490000e+02 +2.418490000e+02 +2.554890000e+02 +2.554890000e+02 +2.6044e-01 +3.7328e-01 +1.5394e+00 +7.9368e-01 +4.6270e-01 +5.9885e-01 -2.4017e+00 -1.4099e-01 -1.6830e-02 -1.1775e+00 -8.8082e-01 +1.6457e+00 +2.5005e-01 -1.6841e-01 +1.9674e+00 +3.1807e-01 +6.0762e-01 -1.5546e+00 +6.1285e-01 +1.7515e+00
84 +2.361860628e+02 +2.361860628e+02 +2.498260628e+02 +2.498260628e+02 -3.7679e-01 +1.2900e+00 -4.7721e-01 +1.8575e+00 +4.6521e-02 -1.1754e+00 -1.8242e+00 -2.6796e-02 -4.9830e-01 -1.1928e+00 +7.6394e-01 +7.6730e-01 +1.0576e+00 -9.5029e-01 +1.4064e+00 -1.1204e+00 -2.0102e+00 -1.5844e+00 +2.0601e+00 +8.1041e-01
86 +2.325656150e+02 +2.325656150e+02 +2.462056150e+02 +2.462056150e+02 +5.9852e-01 +1.9374e+00 +2.9910e-01 +1.0224e+00 +3.1424e-02 -1.8947e-01 -1.3728e+00 +7.0719e-01 -1.4888e+00 -9.0308e-01 -3.7967e-01 +8.6932e-01 +9.2948e-01 -5.6907e-01 +3.0250e+00 -1.7219e+00 -1.1698e+00 -5.2176e-02 +2.4082e+00 +9.0659e-01
92 +2.267511109e+02 +2.267511109e+02 +2.403911109e+02 +2.403911109e+02 +2.5991e-01 +2.8791e+00 +9.6651e-01 +1.1122e+00 +6.2706e-01 -4.3703e-01 -1.0948e+00 +1.3432e+00 -1.3097e+00 -9.6039e-01 -4.6847e-01 +5.6972e-01 +7.5619e-01 -9.5218e-01 +3.2461e+00 -6.0117e-01 -1.8407e+00 -7.1825e-01 +1.7480e+00 +6.6519e-01
99 +2.113180871e+02 +2.113180871e+02 +2.249580871e+02 +2.249580871e+02 +2.9632e-01 +1.2331e+00 -1.7717e-01 +3.5585e-01 +1.2319e+00 -5.8471e-01 -1.2159e+00 +5.5726e-01 -1.9368e+00 -1.6638e+00 -1.4659e-01 +1.7565e+00 +1.4261e+00 +3.1810e-01 +1.7931e+00 -1.6341e+00 -1.2914e+00 -3.9655e-01 +1.2140e+00 +8.0739e-01
606 +2.081998180e+02 +2.081998180e+02 +2.218398180e+02 +2.218398180e+02 +1.3778e+00 +2.3259e+00 -4.6342e-02 +1.0029e+00 +1.3630e+00 -2.5447e+00 -1.0751e+00 -1.2146e+00 -1.7376e+00 -1.7273e+00 -9.8147e-01 +1.8365e+00 +6.3166e-01 -1.2878e+00 -1.1152e-01 -3.0553e+00 -1.9984e+00 -3.9764e-01 +1.9316e-01 +1.0565e+00
773 +2.018090432e+02 +2.018090432e+02 +2.154490432e+02 +2.154490432e+02 -1.6780e-01 +2.1658e+00 -2.8028e-01 +9.1399e-01 +5.0304e-01 -1.3962e+00 -1.5496e+00 -1.3933e+00 -1.0433e+00 -7.8920e-01 -9.6374e-01 +1.5063e+00 +6.8553e-01 -1.2170e+00 +1.7807e+00 -2.3632e+00 -1.4233e+00 -2.0232e+00 -2.6178e-02 +2.8464e-01
876 +1.971104419e+02 +1.971104419e+02 +2.107504419e+02 +2.107504419e+02 -2.7872e-01 +1.4806e+00 -2.6717e-01 -2.4506e-01 +7.7883e-01 -1.5006e+00 -1.7098e+00 -1.2090e+00 -9.3566e-01 -2.0795e-01 -1.9539e-01 +7.8330e-01 +1.1218e+00 -9.8385e-01 +1.6877e+00 -1.7041e+00 -1.4384e+00 -1.6768e+00 -4.2390e-01 +4.6816e-01
968 +1.897941871e+02 +1.897941871e+02 +2.034341871e+02 +2.034341871e+02 -3.5926e-01 +1.7060e+00 -1.2422e-01 +4.9321e-01 +9.5559e-01 -2.1138e+00 -1.7622e+00 -8.0725e-01 -1.7385e+00 -4.0624e-01 -5.1932e-01 +7.2771e-01 -2.5168e-01 -2.3878e-01 +1.4088e+00 -1.6666e+00 -1.4265e+00 +9.3281e-02 -3.6787e-02 +1.7045e-01
1798 +1.852530724e+02 +1.852530724e+02 +1.988930724e+02 +1.988930724e+02 -2.7287e+00 +1.6230e+00 +2.2031e-01 +1.1643e+00 +6.2202e-01 -8.1447e-01 -1.9958e+00 -2.0284e+00 -2.4443e+00 -1.3553e+00 -1.6485e+00 +1.7614e+00 -1.3690e+00 -8.5234e-01 +1.4975e+00 +1.9400e+00 -1.6750e+00 +7.6647e-01 +1.3969e+00 +5.0747e-01
4362 +1.807416677e+02 +1.807416677e+02 +1.943816677e+02 +1.943816677e+02 -7.3076e-01 +1.5228e-01 +4.2020e-01 +9.2802e-01 +9.6063e-01 -2.3776e+00 -1.3816e+00 -1.7850e+00 -8.9419e-01 -1.8188e+00 -1.3689e+00 +1.6597e+00 -3.4893e-01 -1.2000e+00 +2.2656e+00 +2.0473e+00 -1.5616e+00 -1.7596e-02 +2.1283e-01 +6.0385e-01
4373 +1.713702354e+02 +1.713702354e+02 +1.850102354e+02 +1.850102354e+02 -7.3303e-01 +1.3440e-01 +4.1854e-01 +9.1308e-01 +9.5974e-01 -2.3774e+00 -1.3715e+00 -1.8084e+00 -8.9700e-01 -1.8193e+00 -1.3717e+00 +1.6614e+00 -3.5544e-01 -1.2044e+00 +2.2803e+00 +2.0459e+00 -1.5876e+00 -1.9160e-02 +2.2940e-01 +5.8622e-01
4396 +1.640562043e+02 +1.640562043e+02 +1.776962043e+02 +1.776962043e+02 -7.2336e-01 +1.0918e-01 +4.0738e-01 +9.1276e-01 +9.4773e-01 -2.3793e+00 -1.3775e+00 -1.7913e+00 -9.0328e-01 -1.8130e+00 -1.3657e+00 +1.6609e+00 -3.6588e-01 -1.1988e+00 +2.2759e+00 +2.0411e+00 -1.5793e+00 -1.2606e-02 +2.1213e-01 +6.0932e-01
4425 +1.590805539e+02 +1.590805539e+02 +1.727205539e+02 +1.727205539e+02 -7.3641e-01 +1.0157e-01 +3.9487e-01 +8.8730e-01 +9.4565e-01 -2.3914e+00 -1.3943e+00 -1.8020e+00 -9.1452e-01 -1.8160e+00 -1.3619e+00 +1.6567e+00 -3.8075e-01 -1.2059e+00 +2.2720e+00 +2.0560e+00 -1.5916e+00 -5.2781e-03 +2.2313e-01 +6.0715e-01
4461 +1.511102029e+02 +1.511102029e+02 +1.647502029e+02 +1.647502029e+02 -7.2279e-01 +1.0836e-01 +3.9141e-01 +8.9763e-01 +9.4703e-01 -2.3936e+00 -1.3927e+00 -1.7893e+00 -9.0538e-01 -1.8112e+00 -1.3581e+00 +1.6429e+00 -4.0074e-01 -1.2194e+00 +2.2806e+00 +2.0326e+00 -1.5816e+00 -4.1858e-03 +2.2384e-01 +6.2261e-01
4511 +1.464111873e+02 +1.464111873e+02 +1.600511873e+02 +1.600511873e+02 -7.1645e-01 +9.8883e-02 +3.8847e-01 +9.0041e-01 +9.5507e-01 -2.4031e+00 -1.3992e+00 -1.7873e+00 -8.9571e-01 -1.8455e+00 -1.3611e+00 +1.6162e+00 -3.9847e-01 -1.1896e+00 +2.2710e+00 +2.0277e+00 -1.5887e+00 -1.9418e-02 +2.2111e-01 +6.1942e-01
4514 +1.439729029e+02 +1.439729029e+02 +1.576129029e+02 +1.576129029e+02 -7.1496e-01 +1.0184e-01 +3.9103e-01 +8.8937e-01 +9.5841e-01 -2.4014e+00 -1.4062e+00 -1.7899e+00 -8.9583e-01 -1.8385e+00 -1.3619e+00 +1.6292e+00 -3.8888e-01 -1.1965e+00 +2.2645e+00 +2.0352e+00 -1.5997e+00 -1.6532e-02 +2.1735e-01 +6.0380e-01
4541 +1.379478698e+02 +1.379478698e+02 +1.515878698e+02 +1.515878698e+02 -7.1932e-01 +9.3847e-02 +3.9358e-01 +8.9407e-01 +9.5690e-01 -2.4038e+00 -1.4104e+00 -1.7832e+00 -9.0172e-01 -1.8324e+00 -1.3646e+00 +1.6316e+00 -3.8421e-01 -1.1924e+00 +2.2539e+00 +2.0309e+00 -1.5864e+00 -1.5940e-02 +2.2092e-01 +6.1170e-01
4565 +1.325203417e+02 +1.325203417e+02 +1.461603417e+02 +1.461603417e+02 -7.1974e-01 +1.0031e-01 +3.8246e-01 +8.7833e-01 +9.5474e-01 -2.4148e+00 -1.4072e+00 -1.7835e+00 -8.9792e-01 -1.8348e+00 -1.3703e+00 +1.6298e+00 -3.7564e-01 -1.1995e+00 +2.2616e+00 +2.0401e+00 -1.5712e+00 -6.2898e-03 +2.1365e-01 +6.1854e-01
4570 +1.290583775e+02 +1.290583775e+02 +1.426983775e+02 +1.426983775e+02 -7.3433e-01 +1.0488e-01 +3.8470e-01 +8.7538e-01 +9.6155e-01 -2.4303e+00 -1.4224e+00 -1.7823e+00 -8.9608e-01 -1.8430e+00 -1.3693e+00 +1.6316e+00 -3.6989e-01 -1.1815e+00 +2.2500e+00 +2.0462e+00 -1.5655e+00 +3.4070e-03 +2.3350e-01 +6.2461e-01
4624 +1.277111234e+02 +1.277111234e+02 +1.413511234e+02 +1.413511234e+02 -7.3105e-01 +1.2837e-01 +3.8250e-01 +8.9928e-01 +9.6544e-01 -2.4212e+00 -1.4151e+00 -1.7707e+00 -8.9436e-01 -1.8519e+00 -1.3680e+00 +1.6478e+00 -3.7200e-01 -1.1902e+00 +2.2606e+00 +2.0357e+00 -1.5845e+00 -7.1454e-03 +2.3015e-01 +6.3752e-01
4799 +1.238886723e+02 +1.238886723e+02 +1.375286723e+02 +1.375286723e+02 -7.2759e-01 +1.2634e-01 +3.8928e-01 +8.9717e-01 +9.4279e-01 -2.4130e+00 -1.4125e+00 -1.7781e+00 -9.0045e-01 -1.8462e+00 -1.3660e+00 +1.6447e+00 -3.6335e-01 -1.1871e+00 +2.2647e+00 +2.0359e+00 -1.5758e+00 -1.6403e-02 +2.1796e-01 +6.3058e-01
4810 +1.214449032e+02 +1.214449032e+02 +1.350849032e+02 +1.350849032e+02 -7.2774e-01 +1.2904e-01 +3.9102e-01 +8.9522e-01 +9.4867e-01 -2.4123e+00 -1.4148e+00 -1.7782e+00 -9.0072e-01 -1.8485e+00 -1.3667e+00 +1.6462e+00 -3.7050e-01 -1.1836e+00 +2.2619e+00 +2.0337e+00 -1.5771e+00 -1.4796e-02 +2.2302e-01 +6.3352e-01
4826 +1.199734022e+02 +1.199734022e+02 +1.336134022e+02 +1.336134022e+02 -7.1890e-01 +1.3901e-01 +3.8983e-01 +8.9170e-01 +9.4873e-01 -2.4107e+00 -1.4212e+00 -1.7737e+00 -8.9084e-01 -1.8512e+00 -1.3703e+00 +1.6387e+00 -3.6684e-01 -1.1862e+00 +2.2674e+00 +2.0305e+00 -1.5766e+00 -2.1540e-02 +2.2105e-01 +6.4071e-01
4834 +1.173252856e+02 +1.173252856e+02 +1.309652856e+02 +1.309652856e+02 -7.2306e-01 +1.3787e-01 +3.8803e-01 +8.9516e-01 +9.5126e-01 -2.4073e+00 -1.4229e+00 -1.7734e+00 -8.8963e-01 -1.8509e+00 -1.3694e+00 +1.6394e+00 -3.6588e-01 -1.1841e+00 +2.2700e+00 +2.0316e+00 -1.5790e+00 -1.7762e-02 +2.1897e-01 +6.4040e-01
4882 +1.140247795e+02 +1.140247795e+02 +1.276647795e+02 +1.276647795e+02 -7.2710e-01 +1.3360e-01 +3.9078e-01 +8.9838e-01 +9.4741e-01 -2.4013e+00 -1.4250e+00 -1.7726e+00 -8.8211e-01 -1.8592e+00 -1.3751e+00 +1.6428e+00 -3.6401e-01 -1.1803e+00 +2.2689e+00 +2.0373e+00 -1.5763e+00 -5.8891e-03 +2.1618e-01 +6.4262e-01
4930 +1.121228083e+02 +1.121228083e+02 +1.257628083e+02 +1.257628083e+02 -7.2960e-01 +1.3555e-01 +3.8807e-01 +8.9586e-01 +9.5038e-01 -2.4056e+00 -1.4287e+00 -1.7753e+00 -8.7939e-01 -1.8568e+00 -1.3761e+00 +1.6486e+00 -3.6760e-01 -1.1790e+00 +2.2703e+00 +2.0323e+00 -1.5776e+00 -5.3853e-03 +2.1680e-01 +6.4182e-01
4985 +1.091487371e+02 +1.091487371e+02 +1.227887371e+02 +1.227887371e+02 -7.3378e-01 +1.3170e-01 +3.8690e-01 +8.8909e-01 +9.4945e-01 -2.3939e+00 -1.4267e+00 -1.7799e+00 -8.8123e-01 -1.8643e+00 -1.3835e+00 +1.6503e+00 -3.6596e-01 -1.1762e+00 +2.2750e+00 +2.0345e+00 -1.5852e+00 -6.4460e-03 +2.2190e-01 +6.3960e-01
5022 +1.062614464e+02 +1.062614464e+02 +1.199014464e+02 +1.199014464e+02 -7.3850e-01 +1.3760e-01 +3.8668e-01 +8.8666e-01 +9.4757e-01 -2.3915e+00 -1.4305e+00 -1.7792e+00 -8.8399e-01 -1.8708e+00 -1.3870e+00 +1.6529e+00 -3.6521e-01 -1.1732e+00 +2.2760e+00 +2.0412e+00 -1.5848e+00 -4.6462e-03 +2.1682e-01 +6.4247e-01
5086 +1.042173214e+02 +1.042173214e+02 +1.178573214e+02 +1.178573214e+02 -7.4927e-01 +1.4271e-01 +3.7991e-01 +8.7209e-01 +9.4488e-01 -2.3826e+00 -1.4334e+00 -1.7769e+00 -8.8068e-01 -1.8801e+00 -1.4030e+00 +1.6586e+00 -3.6973e-01 -1.1613e+00 +2.2815e+00 +2.0511e+00 -1.5869e+00 +3.0011e-03 +2.1610e-01 +6.4364e-01
5167 +1.021714529e+02 +1.021714529e+02 +1.158114529e+02 +1.158114529e+02 -7.4620e-01 +1.4077e-01 +3.7738e-01 +8.6843e-01 +9.4269e-01 -2.3883e+00 -1.4402e+00 -1.7803e+00 -8.8152e-01 -1.8737e+00 -1.4000e+00 +1.6578e+00 -3.6551e-01 -1.1527e+00 +2.2803e+00 +2.0462e+00 -1.5788e+00 +5.8414e-03 +2.0767e-01 +6.3840e-01
5250 +9.989094319e+01 +9.989094319e+01 +1.135309432e+02 +1.135309432e+02 -7.4790e-01 +1.4016e-01 +3.7686e-01 +8.6649e-01 +9.4467e-01 -2.3886e+00 -1.4491e+00 -1.7801e+00 -8.7617e-01 -1.8798e+00 -1.4014e+00 +1.6539e+00 -3.6054e-01 -1.1488e+00 +2.2792e+00 +2.0487e+00 -1.5801e+00 +4.2445e-03 +2.0518e-01 +6.3963e-01
5393 +9.761841186e+01 +9.761841186e+01 +1.112584119e+02 +1.112584119e+02 -7.4732e-01 +1.3434e-01 +3.7831e-01 +8.6849e-01 +9.4517e-01 -2.3890e+00 -1.4548e+00 -1.7820e+00 -8.8243e-01 -1.8733e+00 -1.3996e+00 +1.6463e+00 -3.6896e-01 -1.1472e+00 +2.2842e+00 +2.0497e+00 -1.5754e+00 +2.9560e-03 +2.0555e-01 +6.3995e-01
5513 +9.547819560e+01 +9.547819560e+01 +1.091181956e+02 +1.091181956e+02 -7.4829e-01 +1.3472e-01 +3.7642e-01 +8.5610e-01 +9.4477e-01 -2.3875e+00 -1.4655e+00 -1.7842e+00 -8.8531e-01 -1.8767e+00 -1.4038e+00 +1.6464e+00 -3.7229e-01 -1.1400e+00 +2.2811e+00 +2.0546e+00 -1.5694e+00 +5.0371e-03 +2.0801e-01 +6.4085e-01
6075 +9.330112736e+01 +9.330112736e+01 +1.069411274e+02 +1.069411274e+02 -7.5387e-01 +1.4249e-01 +3.7576e-01 +8.4787e-01 +9.3886e-01 -2.3929e+00 -1.4850e+00 -1.7852e+00 -8.8449e-01 -1.8812e+00 -1.4124e+00 +1.6454e+00 -3.8765e-01 -1.1273e+00 +2.2765e+00 +2.0612e+00 -1.5477e+00 +2.3003e-03 +2.0751e-01 +6.4837e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.812063346e+02 +3.812063346e+02 +5.760063346e+02 +5.760063346e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.524403351e+02 +3.524403351e+02 +5.472403351e+02 +5.472403351e+02 -5.2749e-01 +1.5751e-01 +5.7341e-01 -1.1100e+00 +1.3451e+00 +7.6206e-01 +1.2881e+00 +3.4662e-01 +1.0041e-01 +1.9119e+00 -4.4803e-01 -5.9366e-01 -4.1882e-01 -1.3180e+00 +1.9218e+00 +1.2183e+00 +1.9601e+00 +1.2189e+00 +4.3850e-01 +6.9879e-01
4 +3.360553248e+02 +3.360553248e+02 +5.308553248e+02 +5.308553248e+02 -5.5573e-01 +2.1673e-01 +1.1255e+00 +4.9302e-01 -5.1357e-01 -5.9284e-01 -9.4075e-01 -6.6316e-01 +3.1552e-01 -1.8293e+00 +1.6521e-01 +2.1976e-01 +4.7892e-01 -9.6656e-01 -8.5477e-01 +6.3168e-01 +1.3724e+00 -9.1705e-02 +1.3485e-01 +1.3897e+00
12 +2.804678180e+02 +2.804678180e+02 +4.752678180e+02 +4.752678180e+02 -1.0508e+00 -1.2580e+00 +1.0968e-01 -1.0870e-01 -1.4492e+00 -7.8038e-01 -5.1340e-01 -1.2327e+00 -6.4194e-01 -5.1446e-01 -1.2048e-01 +8.0584e-02 +4.1925e-01 -5.9722e-01 +3.0500e-01 -1.7977e+00 +3.9291e-01 +1.4699e+00 +3.4381e-01 +2.6261e-01
46 +2.549304039e+02 +2.549304039e+02 +4.497304039e+02 +4.497304039e+02 +1.3557e+00 +1.7590e-01 -6.2431e-01 +1.1910e+00 -1.3912e+00 +3.3129e-01 +1.2445e-01 +3.7487e-01 -7.1371e-02 -2.6854e-01 -1.1401e+00 -4.4186e-01 -2.4524e-01 +1.2252e+00 +2.3336e+00 -1.7933e+00 +2.4791e-01 +2.4640e+00 +4.6476e-01 -7.2027e-01
186 +2.353775402e+02 +2.353775402e+02 +4.301775402e+02 +4.301775402e+02 +8.4187e-01 +6.0932e-03 -1.0568e+00 +2.3710e+00 +1.1027e+00 +9.7742e-01 -2.9570e-01 -1.5387e+00 +4.5751e-01 +1.7915e+00 +8.5848e-02 -3.1743e-01 -2.1075e+00 +1.0707e+00 +7.9313e-04 -1.1546e+00 -1.5638e+00 +1.1629e+00 +1.6226e-01 -2.0479e+00
261 +2.003464665e+02 +2.003464665e+02 +3.951464665e+02 +3.951464665e+02 +1.4239e+00 -5.4298e-01 -1.7973e+00 +1.4907e+00 +2.2295e-01 +5.9088e-01 +3.8983e-01 -1.7943e+00 +7.2868e-01 +1.9799e+00 -3.2123e-03 -9.3961e-01 -1.4182e+00 +7.7502e-01 +4.2673e-01 -9.7927e-01 -9.3352e-01 +1.5237e+00 -4.0050e-01 -2.2740e+00
304 +1.818872233e+02 +1.818872233e+02 +3.766872233e+02 +3.766872233e+02 +2.1559e+00 -5.0154e-01 -2.3142e+00 +4.6155e-01 -4.4259e-02 +2.1922e-01 +2.6841e-01 -2.2664e+00 +8.8953e-01 +2.1988e+00 +7.2451e-01 -3.7179e-01 -1.2188e+00 +6.4884e-01 +1.0729e+00 -9.6440e-01 -5.0175e-01 +1.3435e+00 +1.7253e-01 -2.6591e+00
476 +1.691717352e+02 +1.691717352e+02 +3.639717352e+02 +3.639717352e+02 +1.0870e+00 -1.0736e+00 -9.9257e-01 +1.5418e+00 -2.9974e-02 -5.0658e-01 -4.1476e-01 -5.4861e-01 +2.1071e-01 +1.0551e+00 -5.8177e-01 -1.2725e-01 -7.6684e-01 +1.9643e+00 +4.3848e-01 -6.3906e-01 -7.8645e-02 +1.2706e+00 -3.3613e-01 -1.9451e+00
5167 +1.466187154e+02 +1.466187154e+02 +3.414187154e+02 +3.414187154e+02 +1.2301e+00 -2.8094e+00 -8.3060e-01 +4.9935e-01 -1.6936e+00 +1.6224e+00 -8.9054e-01 -3.5848e-01 +2.0569e+00 +7.2205e-01 +1.3497e+00 -9.9280e-01 -2.4734e+00 +5.9689e-01 +1.1798e+00 -2.0437e+00 +1.2606e+00 +1.4504e+00 -4.9401e-01 -2.4831e-01
8424 +1.349792397e+02 +1.349792397e+02 +3.297792397e+02 +3.297792397e+02 +1.8776e+00 -1.8284e+00 -1.1564e+00 +8.8101e-02 -3.1120e-01 +1.0671e+00 -1.0844e+00 -1.2102e+00 +2.3080e+00 +6.1713e-02 +1.3401e+00 -8.2268e-01 -4.5130e-01 +6.2715e-01 +1.6469e+00 -1.3829e+00 +1.3512e+00 +1.2197e+00 -2.1003e+00 -7.1569e-01
8736 +1.134361506e+02 +1.134361506e+02 +3.082361506e+02 +3.082361506e+02 +1.8014e+00 -1.7688e+00 -1.0912e+00 -4.0002e-01 -1.9889e-01 +1.3167e+00 -1.1490e+00 -1.4769e+00 +2.2749e+00 +2.8886e-01 +1.3248e+00 -1.0828e+00 -5.6427e-01 +6.1161e-01 +1.8007e+00 -1.4314e+00 +1.5039e+00 +1.0686e+00 -2.4384e+00 -5.4880e-01
8758 +1.098584005e+02 +1.098584005e+02 +3.046584005e+02 +3.046584005e+02 +1.7998e+00 -1.7666e+00 -1.1245e+00 -3.9082e-01 -1.8532e-01 +1.3212e+00 -1.1508e+00 -1.4669e+00 +2.2773e+00 +2.8370e-01 +1.3197e+00 -1.0868e+00 -5.8816e-01 +6.2365e-01 +1.8099e+00 -1.4699e+00 +1.5350e+00 +1.1423e+00 -2.4937e+00 -5.2486e-01
8783 +1.037917570e+02 +1.037917570e+02 +2.985917570e+02 +2.985917570e+02 +1.7864e+00 -1.7489e+00 -1.1482e+00 -4.1121e-01 -1.9637e-01 +1.3071e+00 -1.1385e+00 -1.4392e+00 +2.2671e+00 +3.0691e-01 +1.3297e+00 -1.0601e+00 -5.9784e-01 +6.0204e-01 +1.8233e+00 -1.4581e+00 +1.5423e+00 +1.1215e+00 -2.5002e+00 -5.7498e-01
8942 +1.007983888e+02 +1.007983888e+02 +2.955983888e+02 +2.955983888e+02 +1.8144e+00 -1.7563e+00 -1.1371e+00 -3.6292e-01 -2.0241e-01 +1.2894e+00 -1.1328e+00 -1.4343e+00 +2.2590e+00 +2.8287e-01 +1.3204e+00 -1.0751e+00 -5.6333e-01 +5.9792e-01 +1.8582e+00 -1.4951e+00 +1.4845e+00 +1.0954e+00 -2.4738e+00 -5.6109e-01
8956 +9.692466705e+01 +9.692466705e+01 +2.917246671e+02 +2.917246671e+02 +1.8073e+00 -1.7610e+00 -1.1333e+00 -3.7748e-01 -1.9827e-01 +1.2895e+00 -1.1205e+00 -1.4317e+00 +2.2553e+00 +2.8212e-01 +1.3411e+00 -1.0669e+00 -5.4732e-01 +5.9781e-01 +1.8595e+00 -1.4950e+00 +1.4924e+00 +1.1033e+00 -2.4777e+00 -5.5768e-01
9000 +9.530457442e+01 +9.530457442e+01 +2.901045744e+02 +2.901045744e+02 +1.8273e+00 -1.7340e+00 -1.1420e+00 -3.6616e-01 -2.0504e-01 +1.3070e+00 -1.1146e+00 -1.4501e+00 +2.2547e+00 +2.9706e-01 +1.3489e+00 -1.0615e+00 -5.5426e-01 +5.8987e-01 +1.8198e+00 -1.4969e+00 +1.5257e+00 +1.1101e+00 -2.4579e+00 -5.6089e-01
9048 +8.927955966e+01 +8.927955966e+01 +2.840795597e+02 +2.840795597e+02 +1.8245e+00 -1.7336e+00 -1.1638e+00 -3.8226e-01 -2.1304e-01 +1.3018e+00 -1.1121e+00 -1.4689e+00 +2.2536e+00 +3.0226e-01 +1.3446e+00 -1.0395e+00 -5.5625e-01 +5.8282e-01 +1.8283e+00 -1.4858e+00 +1.5232e+00 +1.1152e+00 -2.4748e+00 -5.6198e-01
9066 +8.829301648e+01 +8.829301648e+01 +2.830930165e+02 +2.830930165e+02 +1.8253e+00 -1.7369e+00 -1.1683e+00 -3.9423e-01 -2.1966e-01 +1.2889e+00 -1.1219e+00 -1.4453e+00 +2.2545e+00 +2.9923e-01 +1.3397e+00 -1.0270e+00 -5.5614e-01 +5.8152e-01 +1.8465e+00 -1.4827e+00 +1.5123e+00 +1.1186e+00 -2.4709e+00 -5.6698e-01
9123 +8.446958253e+01 +8.446958253e+01 +2.792695825e+02 +2.792695825e+02 +1.8225e+00 -1.7549e+00 -1.1609e+00 -4.0433e-01 -2.1074e-01 +1.3055e+00 -1.1298e+00 -1.4288e+00 +2.2636e+00 +2.9342e-01 +1.3383e+00 -1.0284e+00 -5.5725e-01 +5.8581e-01 +1.8273e+00 -1.4860e+00 +1.4943e+00 +1.1079e+00 -2.4743e+00 -5.6731e-01
9135 +8.205588530e+01 +8.205588530e+01 +2.768558853e+02 +2.768558853e+02 +1.8246e+00 -1.7587e+00 -1.1595e+00 -4.1590e-01 -2.1279e-01 +1.3114e+00 -1.1221e+00 -1.4361e+00 +2.2616e+00 +3.0040e-01 +1.3255e+00 -1.0239e+00 -5.5868e-01 +5.8045e-01 +1.8295e+00 -1.4857e+00 +1.4946e+00 +1.1165e+00 -2.4638e+00 -5.6617e-01
9139 +8.056062309e+01 +8.056062309e+01 +2.753606231e+02 +2.753606231e+02 +1.8150e+00 -1.7547e+00 -1.1544e+00 -3.9948e-01 -2.0803e-01 +1.2937e+00 -1.1338e+00 -1.4295e+00 +2.2615e+00 +2.8875e-01 +1.3428e+00 -1.0420e+00 -5.5227e-01 +5.8448e-01 +1.8262e+00 -1.4935e+00 +1.5161e+00 +1.1126e+00 -2.4660e+00 -5.6149e-01
9146 +7.857154167e+01 +7.857154167e+01 +2.733715417e+02 +2.733715417e+02 +1.8135e+00 -1.7538e+00 -1.1520e+00 -3.9150e-01 -2.0549e-01 +1.2928e+00 -1.1360e+00 -1.4431e+00 +2.2634e+00 +2.8345e-01 +1.3437e+00 -1.0461e+00 -5.5302e-01 +5.8126e-01 +1.8195e+00 -1.4929e+00 +1.5213e+00 +1.1127e+00 -2.4830e+00 -5.6410e-01
9182 +7.537452470e+01 +7.537452470e+01 +2.701745247e+02 +2.701745247e+02 +1.8170e+00 -1.7615e+00 -1.1534e+00 -4.0623e-01 -2.1995e-01 +1.2944e+00 -1.1293e+00 -1.4504e+00 +2.2677e+00 +2.8474e-01 +1.3327e+00 -1.0507e+00 -5.4473e-01 +5.7951e-01 +1.8191e+00 -1.4969e+00 +1.5208e+00 +1.1065e+00 -2.4961e+00 -5.6017e-01
9200 +6.822794287e+01 +6.822794287e+01 +2.630279429e+02 +2.630279429e+02 +1.8062e+00 -1.7662e+00 -1.1489e+00 -4.2189e-01 -2.1154e-01 +1.2949e+00 -1.1355e+00 -1.4412e+00 +2.2691e+00 +2.7658e-01 +1.3334e+00 -1.0546e+00 -5.6052e-01 +5.8290e-01 +1.8248e+00 -1.4969e+00 +1.5087e+00 +1.0941e+00 -2.4794e+00 -5.5061e-01
