% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.851158534e+01 +6.851158534e+01 +1.711215853e+02 +1.711215853e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +4.500433148e+01 +4.500433148e+01 +1.476143315e+02 +1.476143315e+02 +2.0433e+00 -1.5563e-01 -1.6617e+00
3 +4.353189434e+01 +4.353189434e+01 +1.461418943e+02 +1.461418943e+02 -1.2543e-01 -2.4670e-02 -5.0854e-02
4 +3.077678194e+01 +3.077678194e+01 +1.333867819e+02 +1.333867819e+02 +5.1582e-01 +1.7081e-01 +1.3156e+00
5 +2.056886117e+01 +2.056886117e+01 +1.231788612e+02 +1.231788612e+02 +4.3277e-01 -1.7909e+00 +7.1803e-02
10 +1.864016022e+01 +1.864016022e+01 +1.212501602e+02 +1.212501602e+02 -1.8652e-01 +1.6737e+00 -1.1868e+00
69 +1.820804327e+01 +1.820804327e+01 +1.208180433e+02 +1.208180433e+02 +2.7597e-01 +2.7715e+00 +4.1483e-01
104 +1.279914885e+01 +1.279914885e+01 +1.154091489e+02 +1.154091489e+02 -8.5272e-01 +3.1303e+00 -1.3535e+00
153 +1.216715788e+01 +1.216715788e+01 +1.147771579e+02 +1.147771579e+02 -1.4778e+00 +3.1108e+00 -2.2090e+00
167 +6.305158343e+00 +6.305158343e+00 +1.089151583e+02 +1.089151583e+02 -1.8243e+00 +3.1391e+00 -2.5027e+00
662 +5.476870294e+00 +5.476870294e+00 +1.080868703e+02 +1.080868703e+02 -1.6244e+00 +1.8634e+00 -1.6088e+00
1134 +5.066400476e+00 +5.066400476e+00 +1.076764005e+02 +1.076764005e+02 -1.9715e+00 +1.1717e+00 -1.6186e+00
1156 +4.604118617e+00 +4.604118617e+00 +1.072141186e+02 +1.072141186e+02 -1.9754e+00 +1.1730e+00 -1.6173e+00
1482 +4.520606111e+00 +4.520606111e+00 +1.071306061e+02 +1.071306061e+02 -1.8879e+00 +1.3603e+00 -1.6216e+00
1498 +4.458047407e+00 +4.458047407e+00 +1.070680474e+02 +1.070680474e+02 -1.8881e+00 +1.3604e+00 -1.6199e+00
1533 +4.357325388e+00 +4.357325388e+00 +1.069673254e+02 +1.069673254e+02 -1.8863e+00 +1.3604e+00 -1.6174e+00
1562 +4.255649079e+00 +4.255649079e+00 +1.068656491e+02 +1.068656491e+02 -1.8800e+00 +1.3613e+00 -1.6160e+00
1650 +4.167101547e+00 +4.167101547e+00 +1.067771015e+02 +1.067771015e+02 -1.8738e+00 +1.3638e+00 -1.6142e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.930053583e+01 +4.930053583e+01 +1.426005358e+02 +1.426005358e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.373449567e+01 +2.373449567e+01 +1.170344957e+02 +1.170344957e+02 +6.1352e-01 -1.1345e+00 -1.0027e+00
23 +9.464931463e+00 +9.464931463e+00 +1.027649315e+02 +1.027649315e+02 +1.9263e+00 +1.9628e+00 -3.7041e+00
