% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.535000000e+02 +2.535000000e+02 +3.773300000e+02 +3.773300000e+02
1375 +2.500641576e+02 +2.500641576e+02 +3.738941576e+02 +3.738941576e+02
1514 +2.438770716e+02 +2.438770716e+02 +3.677070716e+02 +3.677070716e+02
1554 +2.375782263e+02 +2.375782263e+02 +3.614082263e+02 +3.614082263e+02
1573 +2.334349923e+02 +2.334349923e+02 +3.572649923e+02 +3.572649923e+02
1594 +2.250161473e+02 +2.250161473e+02 +3.488461473e+02 +3.488461473e+02
1642 +2.180651288e+02 +2.180651288e+02 +3.418951288e+02 +3.418951288e+02
1662 +2.132583937e+02 +2.132583937e+02 +3.370883937e+02 +3.370883937e+02
1673 +2.073936846e+02 +2.073936846e+02 +3.312236846e+02 +3.312236846e+02
1688 +2.028985101e+02 +2.028985101e+02 +3.267285101e+02 +3.267285101e+02
1725 +1.985569921e+02 +1.985569921e+02 +3.223869921e+02 +3.223869921e+02
1746 +1.941101801e+02 +1.941101801e+02 +3.179401801e+02 +3.179401801e+02
1762 +1.893747852e+02 +1.893747852e+02 +3.132047852e+02 +3.132047852e+02
1777 +1.841425791e+02 +1.841425791e+02 +3.079725791e+02 +3.079725791e+02
1792 +1.793152981e+02 +1.793152981e+02 +3.031452981e+02 +3.031452981e+02
1820 +1.766472623e+02 +1.766472623e+02 +3.004772623e+02 +3.004772623e+02
1845 +1.656857481e+02 +1.656857481e+02 +2.895157481e+02 +2.895157481e+02
1870 +1.619124834e+02 +1.619124834e+02 +2.857424834e+02 +2.857424834e+02
1874 +1.566358601e+02 +1.566358601e+02 +2.804658601e+02 +2.804658601e+02
1886 +1.516310550e+02 +1.516310550e+02 +2.754610550e+02 +2.754610550e+02
1894 +1.480614483e+02 +1.480614483e+02 +2.718914483e+02 +2.718914483e+02
1902 +1.441637173e+02 +1.441637173e+02 +2.679937173e+02 +2.679937173e+02
1915 +1.411220363e+02 +1.411220363e+02 +2.649520363e+02 +2.649520363e+02
1940 +1.359035990e+02 +1.359035990e+02 +2.597335990e+02 +2.597335990e+02
1943 +1.326387496e+02 +1.326387496e+02 +2.564687496e+02 +2.564687496e+02
1945 +1.302803829e+02 +1.302803829e+02 +2.541103829e+02 +2.541103829e+02
1962 +1.237152589e+02 +1.237152589e+02 +2.475452589e+02 +2.475452589e+02
1982 +1.223588403e+02 +1.223588403e+02 +2.461888403e+02 +2.461888403e+02
2022 +1.131854669e+02 +1.131854669e+02 +2.370154669e+02 +2.370154669e+02
2033 +1.115100216e+02 +1.115100216e+02 +2.353400216e+02 +2.353400216e+02
2047 +1.076481134e+02 +1.076481134e+02 +2.314781134e+02 +2.314781134e+02
2051 +1.059381417e+02 +1.059381417e+02 +2.297681417e+02 +2.297681417e+02
2063 +1.047048684e+02 +1.047048684e+02 +2.285348684e+02 +2.285348684e+02
2078 +1.010865277e+02 +1.010865277e+02 +2.249165277e+02 +2.249165277e+02
2107 +9.709390588e+01 +9.709390588e+01 +2.209239059e+02 +2.209239059e+02
2115 +9.367607759e+01 +9.367607759e+01 +2.175060776e+02 +2.175060776e+02
2142 +9.303355245e+01 +9.303355245e+01 +2.168635524e+02 +2.168635524e+02
2154 +9.068094970e+01 +9.068094970e+01 +2.145109497e+02 +2.145109497e+02
2195 +8.727626961e+01 +8.727626961e+01 +2.111062696e+02 +2.111062696e+02
2214 +8.489158350e+01 +8.489158350e+01 +2.087215835e+02 +2.087215835e+02
2218 +8.234784263e+01 +8.234784263e+01 +2.061778426e+02 +2.061778426e+02
2233 +8.104154959e+01 +8.104154959e+01 +2.048715496e+02 +2.048715496e+02
2257 +7.920830028e+01 +7.920830028e+01 +2.030383003e+02 +2.030383003e+02
2274 +7.694927502e+01 +7.694927502e+01 +2.007792750e+02 +2.007792750e+02
2290 +7.535942221e+01 +7.535942221e+01 +1.991894222e+02 +1.991894222e+02
2300 +7.403345456e+01 +7.403345456e+01 +1.978634546e+02 +1.978634546e+02
2302 +6.987099921e+01 +6.987099921e+01 +1.937009992e+02 +1.937009992e+02
2303 +6.903315993e+01 +6.903315993e+01 +1.928631599e+02 +1.928631599e+02
2314 +6.581071316e+01 +6.581071316e+01 +1.896407132e+02 +1.896407132e+02
2327 +6.401536377e+01 +6.401536377e+01 +1.878453638e+02 +1.878453638e+02
2355 +6.282201422e+01 +6.282201422e+01 +1.866520142e+02 +1.866520142e+02
2374 +6.149932266e+01 +6.149932266e+01 +1.853293227e+02 +1.853293227e+02
2384 +6.020551496e+01 +6.020551496e+01 +1.840355150e+02 +1.840355150e+02
2410 +5.862563417e+01 +5.862563417e+01 +1.824556342e+02 +1.824556342e+02
2418 +5.716083934e+01 +5.716083934e+01 +1.809908393e+02 +1.809908393e+02
2433 +5.532030283e+01 +5.532030283e+01 +1.791503028e+02 +1.791503028e+02
2453 +5.484528531e+01 +5.484528531e+01 +1.786752853e+02 +1.786752853e+02
2484 +5.266592783e+01 +5.266592783e+01 +1.764959278e+02 +1.764959278e+02
2500 +5.206556693e+01 +5.206556693e+01 +1.758955669e+02 +1.758955669e+02
2569 +5.044092306e+01 +5.044092306e+01 +1.742709231e+02 +1.742709231e+02
2601 +4.949170771e+01 +4.949170771e+01 +1.733217077e+02 +1.733217077e+02
2606 +4.862941710e+01 +4.862941710e+01 +1.724594171e+02 +1.724594171e+02
2652 +4.710761719e+01 +4.710761719e+01 +1.709376172e+02 +1.709376172e+02
2697 +4.654480307e+01 +4.654480307e+01 +1.703748031e+02 +1.703748031e+02
2713 +4.528140688e+01 +4.528140688e+01 +1.691114069e+02 +1.691114069e+02
2748 +4.412598991e+01 +4.412598991e+01 +1.679559899e+02 +1.679559899e+02
2763 +4.344157610e+01 +4.344157610e+01 +1.672715761e+02 +1.672715761e+02
2785 +4.251465155e+01 +4.251465155e+01 +1.663446515e+02 +1.663446515e+02
2890 +4.135694369e+01 +4.135694369e+01 +1.651869437e+02 +1.651869437e+02
3004 +4.072489934e+01 +4.072489934e+01 +1.645548993e+02 +1.645548993e+02
3264 +3.979461609e+01 +3.979461609e+01 +1.636246161e+02 +1.636246161e+02
5729 +3.890335724e+01 +3.890335724e+01 +1.627333572e+02 +1.627333572e+02
6972 +3.800127302e+01 +3.800127302e+01 +1.618312730e+02 +1.618312730e+02
8003 +3.715295079e+01 +3.715295079e+01 +1.609829508e+02 +1.609829508e+02
8892 +3.629564111e+01 +3.629564111e+01 +1.601256411e+02 +1.601256411e+02
9647 +3.548009547e+01 +3.548009547e+01 +1.593100955e+02 +1.593100955e+02
10424 +3.466524652e+01 +3.466524652e+01 +1.584952465e+02 +1.584952465e+02
11273 +3.388096423e+01 +3.388096423e+01 +1.577109642e+02 +1.577109642e+02
12099 +3.311073900e+01 +3.311073900e+01 +1.569407390e+02 +1.569407390e+02
13227 +3.234560061e+01 +3.234560061e+01 +1.561756006e+02 +1.561756006e+02
13956 +3.161189285e+01 +3.161189285e+01 +1.554418928e+02 +1.554418928e+02
14829 +3.089473875e+01 +3.089473875e+01 +1.547247387e+02 +1.547247387e+02
15873 +3.019013086e+01 +3.019013086e+01 +1.540201309e+02 +1.540201309e+02
16726 +2.951057653e+01 +2.951057653e+01 +1.533405765e+02 +1.533405765e+02
17464 +2.884022008e+01 +2.884022008e+01 +1.526702201e+02 +1.526702201e+02
18232 +2.817999798e+01 +2.817999798e+01 +1.520099980e+02 +1.520099980e+02
18950 +2.752675588e+01 +2.752675588e+01 +1.513567559e+02 +1.513567559e+02
19773 +2.690665116e+01 +2.690665116e+01 +1.507366512e+02 +1.507366512e+02
20458 +2.629629832e+01 +2.629629832e+01 +1.501262983e+02 +1.501262983e+02
21328 +2.570053539e+01 +2.570053539e+01 +1.495305354e+02 +1.495305354e+02
22092 +2.511844730e+01 +2.511844730e+01 +1.489484473e+02 +1.489484473e+02
22965 +2.454684369e+01 +2.454684369e+01 +1.483768437e+02 +1.483768437e+02
23842 +2.398396903e+01 +2.398396903e+01 +1.478139690e+02 +1.478139690e+02
24662 +2.343683434e+01 +2.343683434e+01 +1.472668343e+02 +1.472668343e+02
25542 +2.289967583e+01 +2.289967583e+01 +1.467296758e+02 +1.467296758e+02
26238 +2.238151491e+01 +2.238151491e+01 +1.462115149e+02 +1.462115149e+02
27059 +2.187718397e+01 +2.187718397e+01 +1.457071840e+02 +1.457071840e+02
27965 +2.137864379e+01 +2.137864379e+01 +1.452086438e+02 +1.452086438e+02
28620 +2.089195877e+01 +2.089195877e+01 +1.447219588e+02 +1.447219588e+02
29183 +2.040824218e+01 +2.040824218e+01 +1.442382422e+02 +1.442382422e+02
29936 +1.994653952e+01 +1.994653952e+01 +1.437765395e+02 +1.437765395e+02
30682 +1.949513616e+01 +1.949513616e+01 +1.433251362e+02 +1.433251362e+02
31234 +1.904599628e+01 +1.904599628e+01 +1.428759963e+02 +1.428759963e+02
31943 +1.861630320e+01 +1.861630320e+01 +1.424463032e+02 +1.424463032e+02
32613 +1.819419145e+01 +1.819419145e+01 +1.420241915e+02 +1.420241915e+02
33426 +1.778257299e+01 +1.778257299e+01 +1.416125730e+02 +1.416125730e+02
34142 +1.737672961e+01 +1.737672961e+01 +1.412067296e+02 +1.412067296e+02
34806 +1.697853253e+01 +1.697853253e+01 +1.408085325e+02 +1.408085325e+02
35471 +1.659049315e+01 +1.659049315e+01 +1.404204932e+02 +1.404204932e+02
35978 +1.620790612e+01 +1.620790612e+01 +1.400379061e+02 +1.400379061e+02
36622 +1.584586746e+01 +1.584586746e+01 +1.396758675e+02 +1.396758675e+02
37259 +1.548632407e+01 +1.548632407e+01 +1.393163241e+02 +1.393163241e+02
37768 +1.512286270e+01 +1.512286270e+01 +1.389528627e+02 +1.389528627e+02
38219 +1.478954108e+01 +1.478954108e+01 +1.386195411e+02 +1.386195411e+02
38737 +1.444066600e+01 +1.444066600e+01 +1.382706660e+02 +1.382706660e+02
39236 +1.410253783e+01 +1.410253783e+01 +1.379325378e+02 +1.379325378e+02
39703 +1.380013275e+01 +1.380013275e+01 +1.376301327e+02 +1.376301327e+02
40242 +1.347900392e+01 +1.347900392e+01 +1.373090039e+02 +1.373090039e+02
40677 +1.318124698e+01 +1.318124698e+01 +1.370112470e+02 +1.370112470e+02
41276 +1.288219605e+01 +1.288219605e+01 +1.367121961e+02 +1.367121961e+02
41770 +1.258492914e+01 +1.258492914e+01 +1.364149291e+02 +1.364149291e+02
42083 +1.229778027e+01 +1.229778027e+01 +1.361277803e+02 +1.361277803e+02
42447 +1.202048234e+01 +1.202048234e+01 +1.358504823e+02 +1.358504823e+02
43045 +1.174303175e+01 +1.174303175e+01 +1.355730317e+02 +1.355730317e+02
43483 +1.147449408e+01 +1.147449408e+01 +1.353044941e+02 +1.353044941e+02
43933 +1.121448939e+01 +1.121448939e+01 +1.350444894e+02 +1.350444894e+02
44384 +1.096275770e+01 +1.096275770e+01 +1.347927577e+02 +1.347927577e+02
44971 +1.070639012e+01 +1.070639012e+01 +1.345363901e+02 +1.345363901e+02
45305 +1.046218685e+01 +1.046218685e+01 +1.342921868e+02 +1.342921868e+02
45552 +1.022230952e+01 +1.022230952e+01 +1.340523095e+02 +1.340523095e+02
45849 +9.999126466e+00 +9.999126466e+00 +1.338291265e+02 +1.338291265e+02
46324 +9.764400910e+00 +9.764400910e+00 +1.335944009e+02 +1.335944009e+02
46696 +9.548340706e+00 +9.548340706e+00 +1.333783407e+02 +1.333783407e+02
47192 +9.326819551e+00 +9.326819551e+00 +1.331568196e+02 +1.331568196e+02
47555 +9.115823672e+00 +9.115823672e+00 +1.329458237e+02 +1.329458237e+02
48040 +8.906130028e+00 +8.906130028e+00 +1.327361300e+02 +1.327361300e+02
48327 +8.707316745e+00 +8.707316745e+00 +1.325373167e+02 +1.325373167e+02
48755 +8.510169662e+00 +8.510169662e+00 +1.323401697e+02 +1.323401697e+02
49171 +8.316572506e+00 +8.316572506e+00 +1.321465725e+02 +1.321465725e+02
49497 +8.121450683e+00 +8.121450683e+00 +1.319514507e+02 +1.319514507e+02
49794 +7.942948174e+00 +7.942948174e+00 +1.317729482e+02 +1.317729482e+02
50169 +7.759706441e+00 +7.759706441e+00 +1.315897064e+02 +1.315897064e+02
50520 +7.584893169e+00 +7.584893169e+00 +1.314148932e+02 +1.314148932e+02
50761 +7.412985583e+00 +7.412985583e+00 +1.312429856e+02 +1.312429856e+02
51063 +7.237232700e+00 +7.237232700e+00 +1.310672327e+02 +1.310672327e+02
51296 +7.076291566e+00 +7.076291566e+00 +1.309062916e+02 +1.309062916e+02
51578 +6.912849316e+00 +6.912849316e+00 +1.307428493e+02 +1.307428493e+02
51762 +6.756548077e+00 +6.756548077e+00 +1.305865481e+02 +1.305865481e+02
52073 +6.604410038e+00 +6.604410038e+00 +1.304344100e+02 +1.304344100e+02
52283 +6.449981285e+00 +6.449981285e+00 +1.302799813e+02 +1.302799813e+02
52459 +6.308183114e+00 +6.308183114e+00 +1.301381831e+02 +1.301381831e+02
52642 +6.160521946e+00 +6.160521946e+00 +1.299905219e+02 +1.299905219e+02
52936 +6.025548269e+00 +6.025548269e+00 +1.298555483e+02 +1.298555483e+02
53245 +5.887226898e+00 +5.887226898e+00 +1.297172269e+02 +1.297172269e+02
53398 +5.747286977e+00 +5.747286977e+00 +1.295772870e+02 +1.295772870e+02
53582 +5.611321880e+00 +5.611321880e+00 +1.294413219e+02 +1.294413219e+02
53852 +5.491402114e+00 +5.491402114e+00 +1.293214021e+02 +1.293214021e+02
54093 +5.359652679e+00 +5.359652679e+00 +1.291896527e+02 +1.291896527e+02
54335 +5.247778018e+00 +5.247778018e+00 +1.290777780e+02 +1.290777780e+02
54567 +5.126587515e+00 +5.126587515e+00 +1.289565875e+02 +1.289565875e+02
54795 +5.010010482e+00 +5.010010482e+00 +1.288400105e+02 +1.288400105e+02
54913 +4.893858682e+00 +4.893858682e+00 +1.287238587e+02 +1.287238587e+02
55080 +4.782756504e+00 +4.782756504e+00 +1.286127565e+02 +1.286127565e+02
55235 +4.669311861e+00 +4.669311861e+00 +1.284993119e+02 +1.284993119e+02
55415 +4.562001623e+00 +4.562001623e+00 +1.283920016e+02 +1.283920016e+02
55614 +4.454468099e+00 +4.454468099e+00 +1.282844681e+02 +1.282844681e+02
55783 +4.363373776e+00 +4.363373776e+00 +1.281933738e+02 +1.281933738e+02
56025 +4.264490182e+00 +4.264490182e+00 +1.280944902e+02 +1.280944902e+02
56155 +4.168393891e+00 +4.168393891e+00 +1.279983939e+02 +1.279983939e+02
56343 +4.073150395e+00 +4.073150395e+00 +1.279031504e+02 +1.279031504e+02
56513 +3.980976083e+00 +3.980976083e+00 +1.278109761e+02 +1.278109761e+02
56710 +3.890207788e+00 +3.890207788e+00 +1.277202078e+02 +1.277202078e+02
56842 +3.799974916e+00 +3.799974916e+00 +1.276299749e+02 +1.276299749e+02
57023 +3.714216092e+00 +3.714216092e+00 +1.275442161e+02 +1.275442161e+02
57172 +3.623565523e+00 +3.623565523e+00 +1.274535655e+02 +1.274535655e+02
57281 +3.545428076e+00 +3.545428076e+00 +1.273754281e+02 +1.273754281e+02
57429 +3.452395687e+00 +3.452395687e+00 +1.272823957e+02 +1.272823957e+02
57520 +3.387192365e+00 +3.387192365e+00 +1.272171924e+02 +1.272171924e+02
57618 +3.298181137e+00 +3.298181137e+00 +1.271281811e+02 +1.271281811e+02
57677 +3.229733303e+00 +3.229733303e+00 +1.270597333e+02 +1.270597333e+02
57802 +3.158631687e+00 +3.158631687e+00 +1.269886317e+02 +1.269886317e+02
57939 +3.087341252e+00 +3.087341252e+00 +1.269173413e+02 +1.269173413e+02
58148 +3.016738808e+00 +3.016738808e+00 +1.268467388e+02 +1.268467388e+02
58228 +2.946798005e+00 +2.946798005e+00 +1.267767980e+02 +1.267767980e+02
58303 +2.882930143e+00 +2.882930143e+00 +1.267129301e+02 +1.267129301e+02
58435 +2.815726766e+00 +2.815726766e+00 +1.266457268e+02 +1.266457268e+02
58513 +2.746448260e+00 +2.746448260e+00 +1.265764483e+02 +1.265764483e+02
58692 +2.691350198e+00 +2.691350198e+00 +1.265213502e+02 +1.265213502e+02
58820 +2.629238026e+00 +2.629238026e+00 +1.264592380e+02 +1.264592380e+02
58943 +2.568612440e+00 +2.568612440e+00 +1.263986124e+02 +1.263986124e+02
59073 +2.504700558e+00 +2.504700558e+00 +1.263347006e+02 +1.263347006e+02
59248 +2.450184271e+00 +2.450184271e+00 +1.262801843e+02 +1.262801843e+02
59325 +2.392303525e+00 +2.392303525e+00 +1.262223035e+02 +1.262223035e+02
59383 +2.339587150e+00 +2.339587150e+00 +1.261695872e+02 +1.261695872e+02
59480 +2.286531627e+00 +2.286531627e+00 +1.261165316e+02 +1.261165316e+02
59594 +2.237627954e+00 +2.237627954e+00 +1.260676280e+02 +1.260676280e+02
59659 +2.182749289e+00 +2.182749289e+00 +1.260127493e+02 +1.260127493e+02
59736 +2.128801721e+00 +2.128801721e+00 +1.259588017e+02 +1.259588017e+02
59816 +2.088443418e+00 +2.088443418e+00 +1.259184434e+02 +1.259184434e+02
59948 +2.025440629e+00 +2.025440629e+00 +1.258554406e+02 +1.258554406e+02
59985 +1.989006302e+00 +1.989006302e+00 +1.258190063e+02 +1.258190063e+02
60098 +1.931114360e+00 +1.931114360e+00 +1.257611144e+02 +1.257611144e+02
60138 +1.903555526e+00 +1.903555526e+00 +1.257335555e+02 +1.257335555e+02
60186 +1.849793889e+00 +1.849793889e+00 +1.256797939e+02 +1.256797939e+02
60230 +1.817890036e+00 +1.817890036e+00 +1.256478900e+02 +1.256478900e+02
60260 +1.770740713e+00 +1.770740713e+00 +1.256007407e+02 +1.256007407e+02
60354 +1.735698389e+00 +1.735698389e+00 +1.255656984e+02 +1.255656984e+02
60389 +1.685313915e+00 +1.685313915e+00 +1.255153139e+02 +1.255153139e+02
60412 +1.653215910e+00 +1.653215910e+00 +1.254832159e+02 +1.254832159e+02
