% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.850000000e+01 +5.850000000e+01 +1.823300000e+02 +1.823300000e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
227 +5.064416613e+01 +5.064416613e+01 +1.744741661e+02 +1.744741661e+02 +2.3287e-01 -3.1238e-01 +4.7333e-01 +3.1749e-01 +5.5423e-01 -5.0721e-01 -2.3911e-01 -5.9225e-01 +6.8184e-01 -3.9033e-01
241 +4.314874260e+01 +4.314874260e+01 +1.669787426e+02 +1.669787426e+02 +2.2003e-01 -1.2335e-01 +4.7170e-01 +4.0286e-01 +7.8114e-01 -2.7866e-01 -4.9171e-01 -8.5606e-01 +7.8424e-01 -5.9907e-01
250 +2.872135922e+01 +2.872135922e+01 +1.525513592e+02 +1.525513592e+02 +1.9507e-01 -9.1049e-02 +3.7403e-01 +3.5405e-01 +6.2583e-01 -3.0227e-01 -3.2163e-01 -5.7037e-01 +7.1869e-01 -4.4236e-01
268 +2.675522702e+01 +2.675522702e+01 +1.505852270e+02 +1.505852270e+02 +1.6462e-01 -8.4875e-02 +4.2296e-01 +3.5751e-01 +7.6898e-01 -2.3667e-01 -3.5095e-01 -3.6094e-01 +7.8001e-01 -3.3104e-01
276 +2.257021103e+01 +2.257021103e+01 +1.464002110e+02 +1.464002110e+02 +3.8248e-02 -1.4210e-01 +5.3010e-01 +4.3467e-01 +7.5031e-01 -1.4073e-01 -4.8804e-01 -3.7884e-01 +7.6989e-01 -3.4444e-01
296 +1.660714546e+01 +1.660714546e+01 +1.404371455e+02 +1.404371455e+02 +1.5169e-01 -7.5562e-02 +4.2516e-01 +5.0164e-01 +5.3315e-01 -2.1954e-01 -4.0162e-01 -4.3183e-01 +9.1016e-01 -2.9395e-01
303 +1.541082050e+01 +1.541082050e+01 +1.392408205e+02 +1.392408205e+02 +1.2880e-01 -1.8822e-01 +3.6426e-01 +6.9048e-01 +5.0911e-01 -7.3734e-02 -4.9883e-01 -4.4551e-01 +1.0162e+00 -3.6538e-01
314 +1.425089058e+01 +1.425089058e+01 +1.380808906e+02 +1.380808906e+02 +1.9247e-01 -2.0506e-01 +4.2612e-01 +6.5255e-01 +4.7590e-01 -5.4715e-02 -4.9863e-01 -5.3843e-01 +8.5110e-01 -3.5025e-01
321 +1.409308371e+01 +1.409308371e+01 +1.379230837e+02 +1.379230837e+02 +1.2442e-01 -1.4614e-01 +4.8266e-01 +6.8051e-01 +5.2016e-01 -1.6366e-01 -4.5543e-01 -4.4202e-01 +9.1096e-01 -3.7908e-01
340 +1.280835960e+01 +1.280835960e+01 +1.366383596e+02 +1.366383596e+02 +1.0700e-01 +3.7224e-02 +5.3544e-01 +6.7960e-01 +5.5246e-01 -4.2004e-02 -4.5014e-01 -4.9704e-01 +8.7126e-01 -3.8975e-01
385 +1.146776421e+01 +1.146776421e+01 +1.352977642e+02 +1.352977642e+02 +1.2707e-01 -7.3931e-02 +4.9101e-01 +6.9145e-01 +5.9658e-01 +1.1140e-01 -3.8290e-01 -4.0022e-01 +9.4668e-01 -3.2040e-01
392 +1.063331200e+01 +1.063331200e+01 +1.344633120e+02 +1.344633120e+02 +1.5079e-01 -1.0450e-01 +5.0141e-01 +6.4897e-01 +6.3513e-01 +5.6553e-02 -4.2011e-01 -4.0217e-01 +9.0427e-01 -3.2442e-01
