% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.992635762e+01 +7.992635762e+01 +1.079926358e+03 +1.079926358e+03 +0.0000e+00 +0.0000e+00
3 +3.998653438e+01 +3.998653438e+01 +1.039986534e+03 +1.039986534e+03 -8.5961e-01 +4.2422e-01
12 +1.387433314e+01 +1.387433314e+01 +1.013874333e+03 +1.013874333e+03 -1.4482e+00 +1.1882e+00
46 +4.497982799e+00 +4.497982799e+00 +1.004497983e+03 +1.004497983e+03 -2.7431e+00 +2.3482e+00
56 +2.650224070e+00 +2.650224070e+00 +1.002650224e+03 +1.002650224e+03 -2.7137e+00 +2.3272e+00
79 +7.061748336e-01 +7.061748336e-01 +1.000706175e+03 +1.000706175e+03 -3.1050e+00 +3.0368e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.195243526e+01 +8.195243526e+01 +1.519824353e+02 +1.519824353e+02 +0.0000e+00 +0.0000e+00
2 +5.408438958e+01 +5.408438958e+01 +1.241143896e+02 +1.241143896e+02 -5.7841e-01 -1.4896e-01
6 +5.161663798e+01 +5.161663798e+01 +1.216466380e+02 +1.216466380e+02 +7.5775e-01 -1.3526e+00
7 +3.927587238e+01 +3.927587238e+01 +1.093058724e+02 +1.093058724e+02 -1.3078e+00 -2.6155e-01
12 +2.027519583e+01 +2.027519583e+01 +9.030519583e+01 +9.030519583e+01 -8.8220e-01 -1.4788e+00
26 +1.239417153e+01 +1.239417153e+01 +8.242417153e+01 +8.242417153e+01 -9.9918e-01 -2.7923e+00
48 +5.137478876e+00 +5.137478876e+00 +7.516747888e+01 +7.516747888e+01 -6.8496e-01 -2.8552e+00
53 +4.665914877e+00 +4.665914877e+00 +7.469591488e+01 +7.469591488e+01 -6.0860e-01 -3.3107e+00
148 +4.358712615e+00 +4.358712615e+00 +7.438871262e+01 +7.438871262e+01 +9.6069e-01 -3.1047e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.461267923e+01 +5.461267923e+01 +6.392679229e+00 +6.392679229e+00 +0.0000e+00 +0.0000e+00
2 +4.870710590e+01 +4.870710590e+01 +4.871059037e-01 +4.871059037e-01 -3.0050e-01 -1.2765e+00
3 +4.506712674e+01 +4.506712674e+01 -3.152873256e+00 -3.152873256e+00 -4.1451e-01 -5.6311e-01
4 +3.326244303e+01 +3.326244303e+01 -1.495755697e+01 -1.495755697e+01 -2.2474e-01 -2.5449e+00
9 +1.563866514e+01 +1.563866514e+01 -3.258133486e+01 -3.258133486e+01 -2.0538e+00 +8.4786e-01
19 +3.957057913e+00 +3.957057913e+00 -4.426294209e+01 -4.426294209e+01 -1.7520e+00 -1.8785e-01
104 +3.793911999e+00 +3.793911999e+00 -4.442608800e+01 -4.442608800e+01 -1.9222e+00 -1.7444e+00
122 +2.699399511e+00 +2.699399511e+00 -4.552060049e+01 -4.552060049e+01 -1.9611e+00 -1.8438e+00
147 +1.492325104e+00 +1.492325104e+00 -4.672767490e+01 -4.672767490e+01 -1.9426e+00 -1.8644e+00
165 +1.271446403e+00 +1.271446403e+00 -4.694855360e+01 -4.694855360e+01 -1.9397e+00 -1.8402e+00
193 +1.194789608e+00 +1.194789608e+00 -4.702521039e+01 -4.702521039e+01 -1.9377e+00 -1.8470e+00
242 +1.080907886e+00 +1.080907886e+00 -4.713909211e+01 -4.713909211e+01 -1.9327e+00 -1.8519e+00
259 +1.044446166e+00 +1.044446166e+00 -4.717555383e+01 -4.717555383e+01 -1.9271e+00 -1.8520e+00
264 +9.990125803e-01 +9.990125803e-01 -4.722098742e+01 -4.722098742e+01 -1.9211e+00 -1.8729e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
