% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.236494560e+02 +4.236494560e+02 +1.423649456e+03 +1.423649456e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.647187671e+02 +2.647187671e+02 +1.264718767e+03 +1.264718767e+03 -8.2074e-02 +1.5315e+00 +9.2756e-01
3 +2.137328652e+02 +2.137328652e+02 +1.213732865e+03 +1.213732865e+03 -2.9164e-01 +1.4603e+00 +1.1369e+00
15 +9.088859527e+01 +9.088859527e+01 +1.090888595e+03 +1.090888595e+03 -1.6970e+00 +8.7967e-01 +1.7055e+00
24 +7.731570648e+01 +7.731570648e+01 +1.077315706e+03 +1.077315706e+03 -2.1463e+00 +4.0747e-01 +2.4049e+00
25 +2.909455419e+01 +2.909455419e+01 +1.029094554e+03 +1.029094554e+03 -2.3684e+00 +1.9513e+00 +3.6834e+00
47 +1.752647449e+01 +1.752647449e+01 +1.017526474e+03 +1.017526474e+03 -1.4317e+00 +1.4904e+00 +4.6788e+00
79 +7.264531071e+00 +7.264531071e+00 +1.007264531e+03 +1.007264531e+03 -2.6869e+00 +3.0735e+00 +4.2920e+00
151 +4.269004910e+00 +4.269004910e+00 +1.004269005e+03 +1.004269005e+03 -2.7189e+00 +3.4538e+00 +3.7001e+00
171 +2.839676990e+00 +2.839676990e+00 +1.002839677e+03 +1.002839677e+03 -2.7256e+00 +3.4643e+00 +3.6782e+00
172 +1.923322330e+00 +1.923322330e+00 +1.001923322e+03 +1.001923322e+03 -2.7656e+00 +3.5284e+00 +3.6182e+00
196 +1.193888307e+00 +1.193888307e+00 +1.001193888e+03 +1.001193888e+03 -2.7417e+00 +3.4968e+00 +3.6603e+00
334 +1.092088314e+00 +1.092088314e+00 +1.001092088e+03 +1.001092088e+03 -2.7629e+00 +3.5078e+00 +3.6329e+00
352 +1.058892833e+00 +1.058892833e+00 +1.001058893e+03 +1.001058893e+03 -2.7446e+00 +3.4978e+00 +3.6505e+00
362 +1.017346395e+00 +1.017346395e+00 +1.001017346e+03 +1.001017346e+03 -2.7526e+00 +3.5068e+00 +3.6434e+00
373 +9.970861432e-01 +9.970861432e-01 +1.000997086e+03 +1.000997086e+03 -2.7521e+00 +3.5037e+00 +3.6444e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.296769467e+02 +1.296769467e+02 +1.997069467e+02 +1.997069467e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +1.086703838e+02 +1.086703838e+02 +1.787003838e+02 +1.787003838e+02 -7.3695e-01 -2.1698e+00 +4.5602e-01
7 +6.079199025e+01 +6.079199025e+01 +1.308219903e+02 +1.308219903e+02 +6.3337e-01 -6.4965e-01 -6.6739e-01
13 +3.356186517e+01 +3.356186517e+01 +1.035918652e+02 +1.035918652e+02 +2.1999e-01 -9.0828e-01 -2.8794e+00
17 +3.288978969e+01 +3.288978969e+01 +1.029197897e+02 +1.029197897e+02 +8.6541e-01 -2.8679e-01 -2.0964e+00
