% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
39 +6.006806393e+02 +6.006806393e+02 +6.261506393e+02 +6.261506393e+02 -2.5234e+00 +2.8011e+00 -1.3442e+00 +1.8329e+00 +5.1622e-01 -1.0251e+00 -2.1763e-01 +2.0968e+00 +1.2977e+00 +1.0931e-01 -1.7618e+00 -7.7842e-01 +3.3019e-01 +6.3863e-02 +2.2354e+00 +1.1748e-01 +2.6991e+00 +1.9333e+00 -6.2385e-01 -1.4432e+00
57 +5.390705372e+02 +5.390705372e+02 +5.645405372e+02 +5.645405372e+02 -3.7976e+00 +3.0916e+00 -1.5803e+00 +1.6355e+00 -7.2748e-01 +7.1661e-01 -1.0432e+00 +8.7374e-01 +1.2006e+00 +5.6955e-01 -1.5368e+00 +4.1193e-01 -1.4577e-01 -1.2970e+00 +1.0106e+00 -1.1286e+00 +1.9633e+00 +2.2201e+00 +1.9268e+00 -5.1630e-02
68 +5.017840262e+02 +5.017840262e+02 +5.272540262e+02 +5.272540262e+02 -5.8230e+00 +2.1409e+00 -3.2272e+00 +1.1700e-01 -6.5317e-01 +1.7313e+00 -6.5394e-01 +8.6309e-02 +9.5990e-01 +6.8701e-01 -1.5512e+00 +5.7049e-01 +5.7917e-02 -1.4022e+00 +8.2783e-01 -1.3318e+00 +1.7828e+00 +2.8190e+00 +5.8442e-01 -6.8847e-02
73 +4.485175749e+02 +4.485175749e+02 +4.739875749e+02 +4.739875749e+02 -4.5269e+00 +1.6372e+00 -1.9947e+00 -6.3982e-01 +2.5694e-01 +1.2647e+00 -4.8648e-01 -1.1421e-04 +2.1436e-02 +1.2854e+00 -2.8378e+00 -4.1135e-01 -6.5088e-01 -1.1490e+00 +1.8449e+00 -1.8182e+00 +2.4850e+00 +1.8815e+00 +1.1781e+00 -4.0721e-01
83 +4.348488471e+02 +4.348488471e+02 +4.603188471e+02 +4.603188471e+02 -5.7654e+00 +8.7853e-01 -1.2707e+00 -2.7842e-01 +6.7856e-01 +9.9356e-01 -5.0055e-01 +4.7552e-01 +1.0010e+00 +1.0874e+00 -3.7950e+00 -1.6295e-01 -7.9690e-01 -7.4115e-01 +1.4696e+00 -2.9311e+00 +1.8140e+00 +1.0026e+00 +2.0425e+00 -1.0597e+00
93 +3.939071505e+02 +3.939071505e+02 +4.193771505e+02 +4.193771505e+02 -5.2900e+00 +1.2890e+00 -9.1858e-01 -2.1306e-01 +4.3734e-01 +4.7779e-01 -3.9507e-01 -4.9572e-01 +2.0157e+00 +1.5940e+00 -4.0460e+00 -4.1094e-02 -1.4350e-01 -1.5801e+00 +2.3729e+00 -2.6019e+00 +1.7936e+00 +5.0086e-01 +1.3629e+00 -2.7336e+00
97 +3.836455073e+02 +3.836455073e+02 +4.091155073e+02 +4.091155073e+02 -5.8257e+00 -2.4762e-01 -6.0424e-01 -2.2500e-01 +7.0036e-01 +8.2805e-01 -6.1094e-01 +1.7326e-01 +7.8578e-01 +1.3338e+00 -2.3168e+00 +7.5041e-01 +4.3916e-01 -1.2403e+00 +2.1220e+00 -3.1667e+00 +2.3973e+00 +9.2865e-01 +1.5525e+00 -8.3091e-01
127 +3.566951824e+02 +3.566951824e+02 +3.821651824e+02 +3.821651824e+02 -6.2478e+00 -5.9774e-01 -1.5535e+00 -8.0902e-01 -5.4221e-01 +9.4850e-01 -1.3547e+00 +6.0203e-02 +1.9749e+00 +8.8341e-01 -1.8289e+00 -1.1010e+00 -2.1625e-01 +5.9148e-01 +2.7672e+00 -4.0484e+00 +2.1002e+00 -1.4217e+00 +8.7306e-01 -3.3031e+00
133 +3.440061703e+02 +3.440061703e+02 +3.694761703e+02 +3.694761703e+02 -5.6132e+00 -1.3865e+00 -1.5210e+00 -1.3976e+00 -1.7455e+00 +8.1412e-01 -6.0466e-01 -1.0999e+00 +9.7168e-01 +2.1365e-03 -2.7343e+00 -7.5361e-01 +9.3037e-02 -2.9082e-01 +2.9629e+00 -2.0862e+00 +1.2468e+00 -9.0870e-01 +4.3177e-01 -2.1706e+00
151 +2.895035174e+02 +2.895035174e+02 +3.149735174e+02 +3.149735174e+02 -3.9136e+00 -3.1552e+00 -8.2244e-01 -2.1430e+00 -1.6409e+00 +1.8832e+00 -1.8902e+00 -2.4266e+00 +1.0168e+00 -9.0238e-03 -2.6923e+00 -4.7876e-01 -6.3227e-01 -1.3004e+00 +3.6172e+00 -2.5766e+00 +1.9719e+00 +1.4373e+00 +7.1860e-01 -1.9191e+00
154 +2.782858499e+02 +2.782858499e+02 +3.037558499e+02 +3.037558499e+02 -3.3178e+00 -3.5438e+00 -1.0624e+00 -8.6017e-01 +1.1723e-02 +1.6926e+00 -2.0199e+00 -1.4634e+00 +2.1010e+00 -1.6413e-01 -2.1989e+00 -2.2503e-01 -5.1680e-01 -3.4986e-01 +3.6993e+00 -3.0566e+00 +1.9235e+00 +2.1232e+00 +1.3941e+00 -2.3681e+00
168 +2.724003569e+02 +2.724003569e+02 +2.978703569e+02 +2.978703569e+02 -3.8317e+00 -4.0173e+00 -9.3459e-01 -2.0796e-01 -9.1452e-01 +1.4971e+00 -1.8108e+00 -2.7684e-01 +2.9532e+00 -2.7308e-01 -3.2008e+00 -1.2491e+00 -9.9893e-01 -4.9837e-01 +3.6022e+00 -2.7942e+00 +2.1343e+00 +2.3285e+00 +1.7336e+00 -2.1893e+00
249 +2.427208697e+02 +2.427208697e+02 +2.681908697e+02 +2.681908697e+02 -2.6078e+00 -2.7501e+00 -2.0284e-02 -7.9833e-01 -2.2102e-02 +2.6219e-01 -2.0230e+00 +2.6064e-01 +3.6963e+00 +3.4857e-01 -3.0479e+00 -3.0835e+00 -3.2736e-01 +1.1418e+00 +2.5850e+00 -1.3524e+00 +3.8747e+00 +2.0781e+00 +1.3571e+00 -4.7436e-01
390 +2.241228104e+02 +2.241228104e+02 +2.495928104e+02 +2.495928104e+02 -3.8961e+00 -3.0116e-01 -4.6059e+00 -1.5475e+00 -6.7388e-01 +9.4918e-01 -3.6429e+00 +1.6446e+00 +2.1563e+00 +6.3710e-01 -3.6646e+00 -1.6199e-01 -9.2895e-01 +8.7620e-01 +2.1253e+00 -3.3683e+00 +8.1230e-01 +4.9438e+00 -1.0363e-01 -2.2629e+00
461 +2.067812874e+02 +2.067812874e+02 +2.322512874e+02 +2.322512874e+02 -4.8240e+00 +1.8063e-01 -4.1060e+00 -2.4927e+00 -5.9832e-01 -1.2052e-02 -3.3497e+00 -6.8347e-01 +2.5906e+00 +3.7332e-01 -4.5069e+00 +1.0575e+00 -3.6943e-01 -1.5753e+00 +2.2063e+00 -2.1147e+00 +1.3442e+00 +3.0344e+00 +1.0467e+00 -2.2058e+00
648 +2.021085695e+02 +2.021085695e+02 +2.275785695e+02 +2.275785695e+02 -5.2887e+00 -2.1857e+00 -1.0269e+00 -9.7036e-01 -6.6216e-01 +1.8830e+00 -2.2527e+00 -2.3622e-01 +2.4684e+00 -5.4135e-02 -1.9924e+00 -1.3592e+00 -2.6117e-01 -4.1217e-01 +2.7765e+00 -1.1266e+00 +1.9046e+00 +4.8187e+00 +7.7437e-01 -1.9434e+00
662 +1.958758964e+02 +1.958758964e+02 +2.213458964e+02 +2.213458964e+02 -5.4639e+00 -2.3364e+00 -1.2701e+00 -7.3311e-01 -1.0070e+00 +1.8135e+00 -1.8714e+00 -1.3870e-01 +2.5798e+00 -3.0482e-01 -1.9066e+00 -1.8181e+00 -2.1270e-01 -9.6775e-01 +3.0099e+00 -1.8166e+00 +2.1509e+00 +4.7300e+00 +6.5858e-01 -1.5920e+00
677 +1.931511671e+02 +1.931511671e+02 +2.186211671e+02 +2.186211671e+02 -5.5681e+00 -2.7418e+00 -1.0425e+00 -9.9380e-01 -1.4234e+00 +1.9343e+00 -1.9056e+00 -4.6279e-01 +2.7721e+00 -3.7395e-01 -2.0256e+00 -2.2144e+00 -1.6140e-01 -1.0703e+00 +3.1472e+00 -1.8321e+00 +2.8884e+00 +5.1263e+00 +7.4464e-01 -1.8944e+00
692 +1.672734701e+02 +1.672734701e+02 +1.927434701e+02 +1.927434701e+02 -5.6969e+00 -2.6434e+00 -8.1793e-01 -1.0075e+00 -1.3041e+00 +1.1900e+00 -1.8737e+00 -8.4782e-02 +2.5422e+00 +6.1994e-02 -2.1341e+00 -1.6424e+00 -3.3717e-01 -1.0755e+00 +3.0810e+00 -2.2052e+00 +2.6419e+00 +4.3926e+00 +6.0531e-01 -1.8593e+00
1537 +1.586686746e+02 +1.586686746e+02 +1.841386746e+02 +1.841386746e+02 -5.7629e+00 -3.1468e+00 +5.4427e-01 -6.8800e-01 -1.2670e+00 +1.2011e+00 -2.6766e+00 -2.7567e-02 +1.6984e+00 -5.1347e-02 -2.2683e+00 -3.3056e+00 -5.2432e-01 +6.7568e-02 +2.7828e+00 -1.3041e+00 +1.1278e+00 +3.4138e+00 +9.6250e-01 -1.7853e+00
1553 +1.492710929e+02 +1.492710929e+02 +1.747410929e+02 +1.747410929e+02 -5.7049e+00 -3.3142e+00 +4.3888e-01 -7.0598e-01 -1.3116e+00 +1.1606e+00 -2.6611e+00 -6.6346e-03 +1.6843e+00 -1.3382e-02 -2.3572e+00 -3.3107e+00 -4.8141e-01 +9.5273e-02 +2.7269e+00 -1.2289e+00 +1.0904e+00 +3.4647e+00 +8.6093e-01 -1.7787e+00
1632 +1.446553657e+02 +1.446553657e+02 +1.701253657e+02 +1.701253657e+02 -5.5472e+00 -3.1602e+00 +3.9940e-01 -8.8116e-01 -1.3198e+00 +1.1571e+00 -2.5144e+00 +1.8171e-01 +1.5546e+00 +1.1817e-01 -2.2551e+00 -3.3246e+00 -2.3113e-01 +2.4352e-01 +2.7691e+00 -1.3173e+00 +1.3855e+00 +3.4568e+00 +7.1449e-01 -1.6756e+00
1643 +1.408196511e+02 +1.408196511e+02 +1.662896511e+02 +1.662896511e+02 -5.4605e+00 -3.1570e+00 +4.3786e-01 -8.2247e-01 -1.3200e+00 +1.1913e+00 -2.4766e+00 +6.6480e-02 +1.6041e+00 +9.1170e-02 -2.3133e+00 -3.2459e+00 -2.5296e-01 +1.7240e-01 +2.7007e+00 -1.3397e+00 +1.3543e+00 +3.4742e+00 +7.3440e-01 -1.7137e+00
1650 +1.326076745e+02 +1.326076745e+02 +1.580776745e+02 +1.580776745e+02 -5.5545e+00 -3.2500e+00 +4.0996e-01 -8.0162e-01 -1.3881e+00 +1.1572e+00 -2.5142e+00 +1.1448e-01 +1.5802e+00 +9.9708e-02 -2.3012e+00 -3.3326e+00 -2.1584e-01 +1.8789e-01 +2.8136e+00 -1.2841e+00 +1.4039e+00 +3.4498e+00 +6.5512e-01 -1.6820e+00
1691 +1.221073053e+02 +1.221073053e+02 +1.475773053e+02 +1.475773053e+02 -5.4937e+00 -3.1894e+00 +4.4654e-01 -7.1886e-01 -1.3666e+00 +1.1162e+00 -2.5542e+00 -3.7220e-02 +1.6972e+00 +6.1431e-02 -2.2912e+00 -3.3520e+00 -2.3469e-01 +6.4239e-02 +2.7969e+00 -1.3749e+00 +1.2632e+00 +3.3515e+00 +7.4063e-01 -1.7582e+00
1699 +1.191231808e+02 +1.191231808e+02 +1.445931808e+02 +1.445931808e+02 -5.5537e+00 -3.2596e+00 +3.6210e-01 -8.0361e-01 -1.3547e+00 +1.1339e+00 -2.5415e+00 -7.8665e-03 +1.7116e+00 +5.9643e-02 -2.2817e+00 -3.3358e+00 -1.6992e-01 -5.3789e-03 +2.7344e+00 -1.3353e+00 +1.2570e+00 +3.3304e+00 +7.6353e-01 -1.7493e+00
1732 +1.174424524e+02 +1.174424524e+02 +1.429124524e+02 +1.429124524e+02 -5.3866e+00 -3.1942e+00 +3.3356e-01 -7.9505e-01 -1.3469e+00 +1.0617e+00 -2.5343e+00 +9.5376e-02 +1.7543e+00 +7.1120e-02 -2.3369e+00 -3.3329e+00 -1.7220e-01 +1.4642e-01 +2.7533e+00 -1.3142e+00 +1.2949e+00 +3.2955e+00 +7.5667e-01 -1.7481e+00
1784 +1.120391504e+02 +1.120391504e+02 +1.375091504e+02 +1.375091504e+02 -5.4201e+00 -3.1043e+00 +4.2953e-01 -8.1084e-01 -1.4393e+00 +1.1475e+00 -2.5018e+00 +1.3952e-01 +1.7658e+00 +7.5657e-02 -2.2910e+00 -3.4165e+00 -1.5560e-01 +1.2689e-01 +2.6695e+00 -1.3723e+00 +1.2184e+00 +3.2523e+00 +7.6444e-01 -1.7493e+00
1803 +1.087641939e+02 +1.087641939e+02 +1.342341939e+02 +1.342341939e+02 -5.3880e+00 -3.1017e+00 +4.9188e-01 -8.4091e-01 -1.4228e+00 +1.0310e+00 -2.4314e+00 +2.7900e-01 +1.8257e+00 +1.4712e-01 -2.2830e+00 -3.3559e+00 -7.2216e-02 +2.0603e-01 +2.6378e+00 -1.3729e+00 +1.3672e+00 +3.2328e+00 +7.8543e-01 -1.7562e+00
1871 +1.008637814e+02 +1.008637814e+02 +1.263337814e+02 +1.263337814e+02 -5.4885e+00 -3.1426e+00 +4.5667e-01 -8.1772e-01 -1.4104e+00 +1.1108e+00 -2.4527e+00 +1.9887e-01 +1.8195e+00 +1.2242e-01 -2.2601e+00 -3.3953e+00 -1.4383e-01 +1.3426e-01 +2.6541e+00 -1.3675e+00 +1.3662e+00 +3.2370e+00 +7.8088e-01 -1.7150e+00
1900 +9.926019407e+01 +9.926019407e+01 +1.247301941e+02 +1.247301941e+02 -5.5268e+00 -3.1996e+00 +4.2656e-01 -8.2062e-01 -1.3873e+00 +1.1205e+00 -2.5076e+00 +1.9985e-01 +1.7712e+00 +6.4832e-02 -2.2610e+00 -3.4131e+00 -1.8652e-01 +1.1107e-01 +2.7267e+00 -1.3335e+00 +1.3745e+00 +3.2551e+00 +7.8500e-01 -1.7845e+00
1907 +9.763627826e+01 +9.763627826e+01 +1.231062783e+02 +1.231062783e+02 -5.5562e+00 -3.1882e+00 +4.2877e-01 -8.2285e-01 -1.4024e+00 +1.1096e+00 -2.5114e+00 +2.0014e-01 +1.7682e+00 +8.9821e-02 -2.2610e+00 -3.4090e+00 -1.6230e-01 +1.1479e-01 +2.7402e+00 -1.3490e+00 +1.3763e+00 +3.2350e+00 +7.7241e-01 -1.7865e+00
1910 +9.521498250e+01 +9.521498250e+01 +1.206849825e+02 +1.206849825e+02 -5.5078e+00 -3.1719e+00 +4.3983e-01 -8.2195e-01 -1.3661e+00 +1.1084e+00 -2.5154e+00 +1.6964e-01 +1.7998e+00 +8.1739e-02 -2.2713e+00 -3.3945e+00 -1.7184e-01 +8.7183e-02 +2.7403e+00 -1.3099e+00 +1.3739e+00 +3.2410e+00 +7.7829e-01 -1.7918e+00
1929 +9.311141868e+01 +9.311141868e+01 +1.185814187e+02 +1.185814187e+02 -5.5136e+00 -3.1750e+00 +4.6769e-01 -8.1830e-01 -1.3878e+00 +1.1187e+00 -2.4872e+00 +1.5771e-01 +1.8082e+00 +1.0362e-01 -2.2785e+00 -3.3909e+00 -1.6513e-01 +1.0821e-01 +2.7238e+00 -1.3166e+00 +1.3486e+00 +3.2384e+00 +7.6853e-01 -1.7685e+00
1954 +9.053600476e+01 +9.053600476e+01 +1.160060048e+02 +1.160060048e+02 -5.4541e+00 -3.1746e+00 +5.2904e-01 -7.8672e-01 -1.3994e+00 +1.1369e+00 -2.4518e+00 +1.3785e-01 +1.8249e+00 +1.1884e-01 -2.2730e+00 -3.3723e+00 -1.4726e-01 +5.1326e-02 +2.7501e+00 -1.3207e+00 +1.3480e+00 +3.2888e+00 +7.9466e-01 -1.7853e+00
1978 +8.901056886e+01 +8.901056886e+01 +1.144805689e+02 +1.144805689e+02 -5.4473e+00 -3.1874e+00 +5.5951e-01 -8.0944e-01 -1.4017e+00 +1.1164e+00 -2.4665e+00 +1.7829e-01 +1.8125e+00 +1.2644e-01 -2.2848e+00 -3.3841e+00 -1.4420e-01 +6.8022e-02 +2.7609e+00 -1.3003e+00 +1.4022e+00 +3.2534e+00 +8.1227e-01 -1.7564e+00
2050 +8.699478855e+01 +8.699478855e+01 +1.124647886e+02 +1.124647886e+02 -5.4684e+00 -3.1997e+00 +5.3993e-01 -8.1613e-01 -1.3892e+00 +1.1115e+00 -2.4308e+00 +2.0783e-01 +1.7847e+00 +1.6977e-01 -2.2621e+00 -3.3929e+00 -1.6599e-01 +1.3250e-01 +2.7743e+00 -1.3388e+00 +1.3885e+00 +3.3313e+00 +8.2537e-01 -1.7653e+00
2107 +8.498177004e+01 +8.498177004e+01 +1.104517700e+02 +1.104517700e+02 -5.4949e+00 -3.1452e+00 +5.6592e-01 -8.2366e-01 -1.3766e+00 +1.1537e+00 -2.4018e+00 +1.8937e-01 +1.7892e+00 +1.4624e-01 -2.2398e+00 -3.3971e+00 -1.1930e-01 +8.9719e-02 +2.7845e+00 -1.3509e+00 +1.4242e+00 +3.3163e+00 +7.6548e-01 -1.7934e+00
2223 +8.259434322e+01 +8.259434322e+01 +1.080643432e+02 +1.080643432e+02 -5.4181e+00 -3.1937e+00 +5.7677e-01 -7.8651e-01 -1.3607e+00 +1.0934e+00 -2.4253e+00 +1.6377e-01 +1.7660e+00 +8.3711e-02 -2.2576e+00 -3.4274e+00 -1.2458e-01 +1.2048e-01 +2.7871e+00 -1.3255e+00 +1.4415e+00 +3.2948e+00 +7.8870e-01 -1.7550e+00
2276 +8.126388885e+01 +8.126388885e+01 +1.067338889e+02 +1.067338889e+02 -5.4282e+00 -3.1936e+00 +5.6887e-01 -7.7455e-01 -1.3540e+00 +1.1115e+00 -2.4317e+00 +1.5696e-01 +1.7535e+00 +1.2397e-01 -2.2328e+00 -3.4289e+00 -1.2346e-01 +1.5527e-01 +2.7903e+00 -1.3520e+00 +1.4253e+00 +3.2927e+00 +7.7871e-01 -1.7475e+00
2462 +7.940950481e+01 +7.940950481e+01 +1.048795048e+02 +1.048795048e+02 -5.4224e+00 -3.1932e+00 +5.5825e-01 -7.8021e-01 -1.3638e+00 +1.0986e+00 -2.4159e+00 +1.6003e-01 +1.7749e+00 +9.4487e-02 -2.2216e+00 -3.4001e+00 -1.1016e-01 +1.3923e-01 +2.7966e+00 -1.3421e+00 +1.4421e+00 +3.2884e+00 +7.6588e-01 -1.7555e+00
3438 +7.762458572e+01 +7.762458572e+01 +1.030945857e+02 +1.030945857e+02 -5.4336e+00 -3.1811e+00 +5.6237e-01 -7.7931e-01 -1.3561e+00 +1.0798e+00 -2.3900e+00 +1.9751e-01 +1.8035e+00 +1.3431e-01 -2.1977e+00 -3.4208e+00 -1.0537e-01 +1.2468e-01 +2.8127e+00 -1.3585e+00 +1.4583e+00 +3.3026e+00 +8.0032e-01 -1.7921e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.498547399e+02 +6.498547399e+02 +5.490447399e+02 +5.490447399e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +5.366252672e+02 +5.366252672e+02 +4.358152672e+02 +4.358152672e+02 +1.2704e-01 -1.1515e+00 -2.8618e+00 -7.3107e-01 +2.7851e+00 -3.5707e-01 -3.0692e-02 -8.1044e-01 -1.3910e+00 -6.8053e-02 +1.3849e-01 -1.7461e+00 -1.7767e-01 +2.4863e-01 +6.3538e-01 +7.9797e-02 -2.8052e-01 +1.8013e-01 +8.4368e-01 +7.9823e-01
22 +4.622313844e+02 +4.622313844e+02 +3.614213844e+02 +3.614213844e+02 -2.7469e-01 +7.5113e-01 -1.4526e+00 +1.3824e-02 +1.8250e+00 -2.8481e-01 +2.0411e-01 -2.1546e+00 -7.8773e-01 +2.1321e+00 -6.4248e-01 -2.0079e+00 +8.2805e-01 -1.0808e+00 +1.4735e+00 +1.0340e+00 +6.7919e-01 +1.5461e+00 -1.0301e+00 +2.2976e+00
27 +3.315748590e+02 +3.315748590e+02 +2.307648590e+02 +2.307648590e+02 -1.3184e-02 +1.2066e+00 +1.3356e+00 +2.4589e-02 +3.5174e+00 +2.9227e-01 +2.6208e-01 +2.2794e-01 -2.4777e+00 -1.1082e-02 -3.5042e-01 -2.7843e+00 -2.5685e-01 -3.0206e-01 +3.4437e-01 +1.5977e-02 +1.0697e+00 +1.4538e+00 -1.5702e+00 +5.9915e-01
48 +3.173087806e+02 +3.173087806e+02 +2.164987806e+02 +2.164987806e+02 -5.3262e-01 +2.2075e+00 +2.5355e+00 +1.3049e+00 +3.6581e+00 +1.5230e+00 -1.0293e-01 +7.3021e-01 -1.9734e+00 -2.0972e-01 -6.2983e-01 -4.2904e+00 -2.2294e+00 +2.6330e-01 +2.2586e+00 +1.2175e+00 +2.2462e+00 +2.4145e+00 -7.0988e-01 +2.0380e+00
88 +3.057130682e+02 +3.057130682e+02 +2.049030682e+02 +2.049030682e+02 +5.8997e-01 +5.2137e-01 +4.4414e+00 +2.4822e+00 +3.4808e+00 +6.4767e-01 -3.4113e-02 +1.4464e+00 -1.1781e+00 -1.8296e-01 +7.7655e-01 -5.0474e+00 -1.1698e+00 -4.3008e-01 +7.3670e-01 +1.9547e+00 +1.2916e+00 -1.9286e-01 -1.8047e+00 +2.1249e+00
124 +2.610802299e+02 +2.610802299e+02 +1.602702299e+02 +1.602702299e+02 +1.4808e+00 +2.3388e+00 +2.5876e+00 +1.2547e+00 +3.6300e+00 +6.3867e-01 -6.2258e-01 +6.6104e-01 -1.1973e+00 -5.7752e-01 +4.4373e-01 -7.4231e+00 -1.7130e+00 -8.1031e-01 +4.0972e-01 +3.4724e+00 +2.8653e+00 +1.1904e+00 -1.3578e+00 +3.7349e+00
216 +2.566530332e+02 +2.566530332e+02 +1.558430332e+02 +1.558430332e+02 +1.2424e+00 +1.3452e+00 +2.3163e+00 -6.6086e-01 +2.6010e+00 +8.4400e-01 +1.7378e+00 +3.0980e-01 -1.9723e+00 -1.0046e+00 -9.8722e-01 -4.1374e+00 +1.8647e-01 -5.3240e-01 +3.0335e-01 +2.4157e+00 +1.6860e+00 +2.2262e+00 -8.2043e-01 +9.9215e-01
229 +2.230087332e+02 +2.230087332e+02 +1.221987332e+02 +1.221987332e+02 +7.1756e-01 +1.0675e+00 +3.0534e+00 -6.4606e-01 +2.3410e+00 +1.4744e+00 +1.2875e+00 +4.1539e-01 -1.4678e+00 -5.8549e-01 -1.2658e+00 -4.1184e+00 +3.1000e-01 -7.9105e-01 +7.1592e-02 +2.6354e+00 +1.6563e+00 +2.7474e+00 -7.0264e-01 +9.5780e-01
547 +2.083546818e+02 +2.083546818e+02 +1.075446818e+02 +1.075446818e+02 +1.7703e+00 +2.3939e+00 +2.7135e+00 +1.2490e+00 +2.3690e+00 +2.2307e+00 -7.8324e-01 +2.7855e-01 -3.7103e+00 -2.9667e+00 +1.4199e+00 -3.1482e+00 +1.5603e-01 -2.3670e+00 -1.0073e-01 +4.4757e+00 +2.7197e+00 +9.1472e-01 -3.7299e-01 +3.5919e+00
568 +1.623795986e+02 +1.623795986e+02 +6.156959859e+01 +6.156959859e+01 +2.0507e+00 +2.8903e+00 +3.2231e+00 +1.4292e+00 +3.5121e+00 +2.5911e+00 -1.1347e+00 +8.5582e-01 -4.3363e+00 -2.9464e+00 +1.5459e+00 -2.8819e+00 +4.9957e-01 -3.0765e+00 -2.4969e-02 +4.5442e+00 +3.2961e+00 +4.5838e-01 -5.5438e-01 +3.8422e+00
730 +1.540726002e+02 +1.540726002e+02 +5.326260021e+01 +5.326260021e+01 +1.7541e+00 +1.2899e+00 +3.1246e+00 +1.3409e+00 +3.0778e+00 +2.5506e+00 -1.2422e+00 +5.8706e-01 -4.0038e+00 -1.2068e+00 -3.0552e-01 -3.2304e+00 -3.7093e-01 -1.8443e+00 +4.2414e-01 +5.0349e+00 +2.1841e+00 +7.2296e-01 +6.7269e-02 +4.1928e+00
732 +1.420062130e+02 +1.420062130e+02 +4.119621299e+01 +4.119621299e+01 +1.5923e+00 +1.1944e+00 +2.7940e+00 +1.3051e+00 +2.7408e+00 +2.4463e+00 -1.4957e+00 +1.1996e+00 -3.5323e+00 -1.1760e+00 -4.9197e-01 -2.8582e+00 -1.1766e+00 -2.1349e+00 +6.4683e-01 +4.3250e+00 +2.1633e+00 +9.3939e-01 -8.3810e-02 +3.6912e+00
1744 +1.397808794e+02 +1.397808794e+02 +3.897087944e+01 +3.897087944e+01 +1.5181e+00 +1.9720e+00 +1.2577e+00 +4.3797e-01 +2.6528e+00 +1.8709e+00 -1.5854e+00 +2.4658e+00 -2.2737e+00 -4.9688e-01 +1.5122e+00 -5.8438e+00 -1.9151e+00 -2.6762e+00 -4.8263e-01 +3.1293e+00 +1.9289e+00 +6.8973e-02 +1.1025e+00 +3.7865e+00
1762 +1.297274442e+02 +1.297274442e+02 +2.891744417e+01 +2.891744417e+01 +1.5463e+00 +1.9335e+00 +1.2097e+00 +4.3803e-01 +2.6564e+00 +1.8621e+00 -1.6374e+00 +2.5608e+00 -2.2868e+00 -4.1575e-01 +1.5676e+00 -5.9061e+00 -1.9540e+00 -2.7448e+00 -4.4948e-01 +3.1799e+00 +1.8643e+00 +2.5306e-02 +1.0992e+00 +3.7028e+00
1776 +1.271408001e+02 +1.271408001e+02 +2.633080008e+01 +2.633080008e+01 +1.4935e+00 +1.9540e+00 +1.2087e+00 +4.9105e-01 +2.6130e+00 +1.8728e+00 -1.6419e+00 +2.4981e+00 -2.2352e+00 -3.4180e-01 +1.6173e+00 -5.8153e+00 -1.9734e+00 -2.7704e+00 -4.3106e-01 +3.1617e+00 +1.9185e+00 +6.8905e-02 +1.1119e+00 +3.6639e+00
1780 +1.228392226e+02 +1.228392226e+02 +2.202922255e+01 +2.202922255e+01 +1.5345e+00 +2.0058e+00 +1.1963e+00 +4.5614e-01 +2.6681e+00 +1.9144e+00 -1.5673e+00 +2.6033e+00 -2.2972e+00 -3.8541e-01 +1.5137e+00 -5.7778e+00 -1.9377e+00 -2.7221e+00 -4.6693e-01 +3.2446e+00 +1.8915e+00 +9.0777e-02 +1.0761e+00 +3.7015e+00
1811 +1.188609223e+02 +1.188609223e+02 +1.805092226e+01 +1.805092226e+01 +1.6219e+00 +2.0138e+00 +1.3264e+00 +5.4150e-01 +2.6805e+00 +1.8319e+00 -1.6155e+00 +2.6942e+00 -2.3011e+00 -3.1874e-01 +1.4836e+00 -5.8211e+00 -1.7936e+00 -2.7176e+00 -4.5334e-01 +3.2347e+00 +1.8695e+00 +5.0724e-02 +9.8364e-01 +3.6768e+00
1814 +1.105661001e+02 +1.105661001e+02 +9.756100068e+00 +9.756100068e+00 +1.6663e+00 +2.0407e+00 +1.3630e+00 +5.1373e-01 +2.6789e+00 +1.7991e+00 -1.6217e+00 +2.6160e+00 -2.2435e+00 -3.1963e-01 +1.5144e+00 -5.8255e+00 -1.8460e+00 -2.7135e+00 -4.4583e-01 +3.2639e+00 +1.8828e+00 +5.5805e-02 +9.6154e-01 +3.7224e+00
1834 +1.045583767e+02 +1.045583767e+02 +3.748376728e+00 +3.748376728e+00 +1.5893e+00 +1.9937e+00 +1.2832e+00 +5.0285e-01 +2.7093e+00 +1.8025e+00 -1.6056e+00 +2.5883e+00 -2.2614e+00 -3.7056e-01 +1.5352e+00 -5.7169e+00 -1.7307e+00 -2.7448e+00 -4.3213e-01 +3.2935e+00 +1.9654e+00 +1.4020e-01 +9.9972e-01 +3.6373e+00
