% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
359 +1.591232842e+01 +1.591232842e+01 +5.313123284e+02 +5.313123284e+02 -5.5290e-01 +1.9774e+00 +1.1840e+00 +1.8385e+00 +8.9001e-02 -2.1633e+00 -4.1206e-01 -1.8300e+00 +1.2423e+00 +1.5741e+00 -1.2365e+00 -4.1360e-01 -1.5706e+00 -7.1603e-01 +1.2801e+00 -2.8059e-02 -2.2198e+00 +1.9133e+00 -2.0498e+00 -2.1674e+00
360 +1.560996138e+01 +1.560996138e+01 +5.310099614e+02 +5.310099614e+02 -8.1886e-02 +1.7310e+00 +7.5316e-01 +1.2571e+00 +8.6460e-01 -2.7616e+00 -1.0418e+00 -1.4334e+00 +1.1016e+00 +2.1123e+00 -1.9650e+00 -7.4144e-01 -1.5174e+00 -1.6532e-01 +4.2653e-01 -1.8098e-01 -2.3588e+00 +1.8673e+00 -2.4970e+00 -2.5031e+00
362 +1.375889194e+01 +1.375889194e+01 +5.291588919e+02 +5.291588919e+02 -2.3850e-01 +1.5017e+00 +1.6369e+00 +1.3616e+00 +1.1956e+00 -2.9516e+00 -1.2960e+00 -1.0568e+00 +9.1944e-01 +2.0288e+00 -1.9244e+00 -9.1569e-01 -1.5040e+00 -2.4416e-01 +5.9252e-01 -4.0257e-01 -2.5126e+00 +1.7869e+00 -2.7441e+00 -2.7208e+00
375 +1.191098370e+01 +1.191098370e+01 +5.273109837e+02 +5.273109837e+02 +1.2775e-01 +1.5963e+00 +1.2178e+00 +1.2358e+00 +9.3944e-01 -2.4206e+00 -1.7369e+00 -9.1301e-01 +1.0350e+00 +1.7941e+00 -1.8148e+00 -1.0155e+00 -1.3440e+00 +2.8650e-01 +2.1128e-01 -3.6918e-01 -2.6687e+00 +2.0462e+00 -3.1187e+00 -2.5550e+00
453 +1.151743068e+01 +1.151743068e+01 +5.269174307e+02 +5.269174307e+02 -4.1142e-01 +1.5417e+00 +1.1469e+00 +1.7678e+00 +8.7679e-01 -1.8187e+00 -1.4278e+00 -7.4289e-01 +1.0764e+00 +1.6571e+00 -1.2913e+00 -1.2247e+00 -1.8035e+00 -3.3610e-01 +1.2398e+00 +1.3879e-01 -2.6100e+00 +2.4066e+00 -2.7322e+00 -2.0972e+00
470 +1.119029307e+01 +1.119029307e+01 +5.265902931e+02 +5.265902931e+02 -4.0196e-01 +1.5121e+00 +1.1837e+00 +1.8923e+00 +5.5399e-01 -1.7067e+00 -1.4383e+00 -9.4966e-01 +1.1263e+00 +1.7424e+00 -1.4349e+00 -1.2256e+00 -1.8106e+00 -9.3992e-02 +1.3469e+00 +1.4385e-01 -2.6306e+00 +2.4096e+00 -3.0351e+00 -2.3387e+00
496 +1.084104551e+01 +1.084104551e+01 +5.262410455e+02 +5.262410455e+02 -4.1289e-01 +1.7080e+00 +1.3314e+00 +2.1103e+00 +3.1168e-01 -1.9033e+00 -1.3173e+00 -1.0103e+00 +1.2711e+00 +1.5910e+00 -1.0781e+00 -1.3599e+00 -1.5686e+00 -7.6113e-02 +1.6224e+00 -1.4803e-01 -2.8679e+00 +2.5972e+00 -2.9342e+00 -2.3053e+00
500 +1.005014368e+01 +1.005014368e+01 +5.254501437e+02 +5.254501437e+02 -3.8229e-01 +1.4581e+00 +1.5574e+00 +1.9611e+00 +4.6644e-01 -1.6895e+00 -1.4111e+00 -9.0928e-01 +1.1005e+00 +1.5791e+00 -1.0552e+00 -1.1331e+00 -1.9066e+00 +2.2266e-03 +1.4935e+00 -1.0857e-01 -2.9935e+00 +2.5544e+00 -2.9858e+00 -2.5931e+00
529 +9.895384546e+00 +9.895384546e+00 +5.252953845e+02 +5.252953845e+02 -7.1301e-01 +1.5171e+00 +1.4770e+00 +1.9782e+00 +6.3751e-01 -1.8605e+00 -1.5717e+00 -9.4517e-01 +1.0265e+00 +1.6066e+00 -9.0199e-01 -1.0265e+00 -1.9552e+00 +4.3648e-02 +1.9610e+00 -2.5187e-01 -2.6939e+00 +2.2460e+00 -3.2423e+00 -2.3214e+00
532 +9.384787604e+00 +9.384787604e+00 +5.247847876e+02 +5.247847876e+02 -6.5257e-01 +1.3738e+00 +1.2999e+00 +2.0173e+00 +5.1016e-01 -2.0363e+00 -1.6554e+00 -8.1103e-01 +1.2781e+00 +1.5781e+00 -8.6259e-01 -1.0640e+00 -1.8193e+00 -2.3037e-02 +2.0971e+00 -1.6784e-01 -2.5984e+00 +2.3812e+00 -3.0593e+00 -2.4754e+00
568 +8.987907739e+00 +8.987907739e+00 +5.243879077e+02 +5.243879077e+02 -6.4429e-01 +1.3267e+00 +1.4415e+00 +2.0884e+00 +5.3709e-01 -2.1743e+00 -1.9075e+00 -8.1258e-01 +9.8330e-01 +1.6546e+00 -7.8062e-01 -7.1615e-01 -1.6626e+00 -2.0661e-01 +2.0233e+00 +5.2681e-02 -2.3758e+00 +2.3363e+00 -3.3587e+00 -2.0373e+00
623 +8.759461444e+00 +8.759461444e+00 +5.241594614e+02 +5.241594614e+02 -8.7075e-01 +1.2746e+00 +1.4561e+00 +1.6305e+00 +5.4767e-01 -2.1124e+00 -2.1151e+00 -8.0558e-01 +1.0685e+00 +1.6322e+00 -4.1157e-01 -9.9037e-01 -1.0801e+00 +1.3257e-01 +1.7569e+00 -5.6708e-01 -2.6740e+00 +2.1632e+00 -3.5566e+00 -2.5663e+00
646 +8.681377251e+00 +8.681377251e+00 +5.240813773e+02 +5.240813773e+02 -7.6092e-01 +1.3221e+00 +1.1713e+00 +1.5830e+00 +8.3770e-01 -2.0890e+00 -1.8649e+00 -8.5310e-01 +8.6529e-01 +1.7200e+00 -5.1961e-01 -7.1359e-01 -1.1371e+00 -5.9735e-02 +1.6543e+00 -4.3693e-01 -2.6971e+00 +2.0974e+00 -3.3440e+00 -2.7130e+00
669 +8.343353982e+00 +8.343353982e+00 +5.237433540e+02 +5.237433540e+02 -7.1404e-01 +1.4468e+00 +1.2845e+00 +1.3176e+00 +8.8712e-01 -2.2835e+00 -1.7613e+00 -9.0314e-01 +6.7434e-01 +1.9648e+00 -2.9272e-01 -6.5638e-01 -7.4014e-01 -1.6055e-01 +1.3090e+00 -2.5176e-01 -2.4586e+00 +1.9256e+00 -3.2722e+00 -2.9102e+00
685 +8.238379241e+00 +8.238379241e+00 +5.236383792e+02 +5.236383792e+02 -7.0446e-01 +1.3197e+00 +1.3740e+00 +1.5918e+00 +7.2885e-01 -2.1776e+00 -1.7422e+00 -1.0014e+00 +7.2556e-01 +1.9405e+00 -5.0056e-01 -5.4110e-01 -4.9617e-01 -1.8517e-01 +1.3588e+00 -3.9393e-01 -2.4642e+00 +2.1844e+00 -3.1539e+00 -2.6768e+00
722 +8.104757722e+00 +8.104757722e+00 +5.235047577e+02 +5.235047577e+02 -7.7042e-01 +1.3321e+00 +1.4037e+00 +1.6497e+00 +6.2601e-01 -2.0525e+00 -1.5158e+00 -7.2915e-01 +7.1115e-01 +1.6230e+00 -3.8620e-01 -2.3997e-01 -6.2418e-01 -3.2572e-02 +1.6768e+00 -2.8058e-01 -2.7236e+00 +2.2596e+00 -3.3633e+00 -2.6846e+00
816 +7.942299769e+00 +7.942299769e+00 +5.233422998e+02 +5.233422998e+02 -5.8565e-01 +1.5891e+00 +1.1359e+00 +1.7501e+00 +4.8020e-01 -2.4509e+00 -1.6874e+00 -7.0790e-01 +1.0283e+00 +1.7736e+00 -6.7561e-01 -3.3539e-01 -8.2009e-01 +6.4898e-02 +1.6561e+00 -1.1159e-01 -2.6949e+00 +2.4955e+00 -3.2104e+00 -2.5447e+00
911 +7.712830521e+00 +7.712830521e+00 +5.231128305e+02 +5.231128305e+02 -7.1319e-01 +1.6223e+00 +1.3782e+00 +1.5191e+00 +2.8345e-01 -2.8388e+00 -1.4221e+00 -2.3939e-01 +6.5729e-01 +1.8276e+00 -8.9762e-01 -2.8724e-01 -1.0228e+00 +6.6723e-02 +1.7333e+00 +5.1006e-02 -2.7555e+00 +2.3746e+00 -3.3300e+00 -2.7265e+00
926 +7.568626259e+00 +7.568626259e+00 +5.229686263e+02 +5.229686263e+02 -5.4520e-01 +1.6882e+00 +1.3126e+00 +1.4887e+00 +2.2784e-01 -2.7849e+00 -1.2134e+00 -1.9205e-01 +6.3560e-01 +1.9834e+00 -8.5498e-01 -2.9996e-01 -1.0351e+00 +2.4980e-01 +1.7415e+00 +5.5564e-02 -2.9270e+00 +2.3306e+00 -3.2533e+00 -2.8659e+00
1024 +7.404696716e+00 +7.404696716e+00 +5.228046967e+02 +5.228046967e+02 -7.7979e-01 +1.5198e+00 +1.4719e+00 +1.4984e+00 +1.6008e-01 -2.7801e+00 -1.4558e+00 -2.2720e-02 +6.9303e-01 +2.1859e+00 -6.2256e-01 -2.9496e-01 -7.6863e-01 +4.2782e-01 +1.7945e+00 +9.9944e-02 -2.9932e+00 +2.2753e+00 -3.0776e+00 -2.7147e+00
1197 +7.232324999e+00 +7.232324999e+00 +5.226323250e+02 +5.226323250e+02 -5.8064e-01 +1.5406e+00 +1.4492e+00 +1.4213e+00 +3.8171e-02 -2.8495e+00 -1.5025e+00 -2.7423e-02 +7.6770e-01 +2.2351e+00 -7.3847e-01 -2.4629e-01 -8.2664e-01 +3.5607e-01 +1.7387e+00 +2.1327e-01 -3.1094e+00 +2.4297e+00 -3.1635e+00 -2.9665e+00
1365 +7.074533016e+00 +7.074533016e+00 +5.224745330e+02 +5.224745330e+02 -7.3617e-01 +1.4754e+00 +1.6703e+00 +1.3466e+00 -8.0912e-02 -3.0326e+00 -1.3358e+00 +1.1797e-01 +6.6673e-01 +2.3942e+00 -6.6692e-01 -2.8096e-01 -5.5023e-01 +3.8267e-01 +1.5990e+00 +1.6611e-01 -3.4498e+00 +2.2765e+00 -2.9093e+00 -3.1664e+00
% function evaluation | noise-free fitness - Fopt (-8.810000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.513011763e+01 +7.513011763e+01 +6.632011763e+01 +6.632011763e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +7.392835143e+01 +7.392835143e+01 +6.511835143e+01 +6.511835143e+01 -3.8114e-01 +1.0295e+00 -5.3528e-01 +3.3019e-01 -1.2735e+00 -1.1985e-01 -1.0974e+00 -6.7869e-01 +5.9807e-01 +3.7434e-01 -8.7569e-01 +6.5726e-01 +3.0080e-01 +4.0733e-01 +2.7276e-01 +5.6490e-01 -1.1062e+00 +9.3523e-01 +1.3461e+00 -8.6649e-01
25 +7.237109633e+01 +7.237109633e+01 +6.356109633e+01 +6.356109633e+01 +8.6812e-01 +3.4042e-02 +4.3430e-01 +1.6412e+00 +4.2650e-01 +3.0722e-01 +8.5258e-01 +1.4422e-01 -1.1149e+00 +1.1266e+00 +5.6006e-01 -5.5080e-02 -2.7404e+00 -4.8119e-01 -1.0251e+00 -8.3428e-01 -1.7986e+00 -1.9360e-02 -1.7129e+00 -2.2875e-01
35 +7.072724298e+01 +7.072724298e+01 +6.191724298e+01 +6.191724298e+01 +1.3470e-01 +1.3045e+00 -9.1434e-01 +1.1618e+00 +1.5705e+00 +7.5712e-01 +1.7850e+00 -1.0686e+00 -1.5003e+00 +1.8572e+00 +3.8738e-01 -6.5069e-01 -3.3306e+00 -3.0413e-01 -3.5724e-01 +3.7504e-02 -2.3904e+00 +1.5202e+00 -2.0403e+00 -1.3491e+00
38 +6.863324977e+01 +6.863324977e+01 +5.982324977e+01 +5.982324977e+01 +5.5453e-01 +1.6426e-01 -2.2187e-01 +1.7461e+00 +4.7311e-01 +9.1806e-01 +2.2331e+00 +4.2989e-02 -5.8558e-01 +1.0296e+00 +1.7844e+00 -1.1328e+00 -2.3395e+00 -1.0469e+00 +3.5986e-01 +5.2796e-01 -2.3722e+00 -6.6753e-02 -2.2172e-01 +3.6869e-01
49 +6.444615162e+01 +6.444615162e+01 +5.563615162e+01 +5.563615162e+01 +6.2013e-01 -1.3970e+00 -1.4257e-01 +2.3497e-01 +4.0688e-01 +9.8042e-01 +2.0687e+00 -1.1550e+00 +5.5030e-02 +1.9581e+00 +8.9484e-01 +1.0308e+00 -3.6656e+00 -1.5670e+00 +2.9750e-01 +2.6940e-01 +1.5575e-01 +2.2890e+00 -1.3417e+00 -1.9171e+00
53 +6.060855251e+01 +6.060855251e+01 +5.179855251e+01 +5.179855251e+01 +1.1715e+00 -8.4665e-01 -5.7831e-01 +7.5191e-02 -1.3995e+00 +1.2221e+00 +1.6962e+00 -1.1082e+00 -7.3568e-01 +1.7199e+00 +1.1020e+00 +4.4632e-01 -1.8197e+00 -9.7837e-01 +2.4559e-02 +7.8258e-01 -3.3397e-01 +3.4076e+00 -4.9371e-01 -1.5569e+00
56 +6.000467758e+01 +6.000467758e+01 +5.119467758e+01 +5.119467758e+01 +2.1957e+00 -2.4372e+00 -1.5503e+00 +1.0367e+00 +7.9158e-01 +6.9000e-02 +1.4625e+00 -1.0190e+00 +1.1632e+00 +2.4550e+00 +5.0297e-01 +2.1300e+00 -3.5033e+00 -1.2509e+00 -5.0495e-02 +8.0142e-01 -6.4633e-01 +1.7943e+00 -1.6700e+00 -3.9755e+00
83 +4.060635436e+01 +4.060635436e+01 +3.179635436e+01 +3.179635436e+01 +3.2246e+00 -2.1800e+00 -1.7131e+00 +1.4648e+00 -2.7397e+00 -1.1881e+00 +2.8133e+00 -2.1594e+00 -1.8403e-02 +2.5647e+00 +5.6430e-01 +2.3602e+00 -3.1044e+00 -2.0885e+00 +7.5058e-01 +1.7961e+00 -5.2870e-01 +1.6266e+00 -9.6034e-01 -4.6493e+00
125 +3.551831845e+01 +3.551831845e+01 +2.670831845e+01 +2.670831845e+01 +3.5846e+00 -1.1768e+00 -1.2705e+00 +3.3956e+00 -3.8935e+00 -5.6784e-01 +2.6565e+00 -3.3288e-01 +2.0142e-01 +4.0638e+00 +1.7371e-01 +1.6029e-02 -1.7456e+00 -3.8542e+00 +3.2260e+00 +2.4035e+00 -8.6695e-02 +1.1632e+00 -1.9414e+00 -1.3190e+00
129 +3.131259360e+01 +3.131259360e+01 +2.250259360e+01 +2.250259360e+01 +2.6796e+00 -1.3307e-01 -2.1450e-02 +2.1918e+00 -3.1191e+00 +1.5984e+00 +2.1008e+00 -4.0097e-01 +8.8597e-01 +3.9003e+00 -1.0886e+00 +4.0867e-02 -2.6827e+00 -3.2755e+00 +2.8767e+00 +9.8830e-01 +7.2112e-01 +1.8655e+00 -5.4746e-01 -2.8442e+00
155 +3.028246718e+01 +3.028246718e+01 +2.147246718e+01 +2.147246718e+01 +3.3506e+00 +8.0277e-03 +7.5557e-01 +2.3467e+00 -2.0987e+00 +1.3599e+00 +2.5579e+00 -1.6706e+00 +6.4308e-01 +2.2247e+00 -2.0775e-01 -8.1170e-01 -2.7584e+00 -2.6285e+00 +2.3919e+00 -4.9377e-01 -5.2876e-01 +1.5123e+00 -1.7738e+00 -2.7575e+00
167 +1.978287604e+01 +1.978287604e+01 +1.097287604e+01 +1.097287604e+01 +3.4769e+00 -3.2690e-01 +4.2394e-01 +1.4374e+00 -3.0403e+00 -2.4457e-01 +3.0264e+00 -1.2929e+00 +6.7017e-01 +1.4048e+00 -2.2447e-01 -1.0842e+00 -2.5839e+00 -3.3453e+00 +1.9543e+00 -1.9340e-02 -2.5261e+00 +1.1652e+00 -1.3296e+00 -3.0118e+00
189 +1.234661966e+01 +1.234661966e+01 +3.536619664e+00 +3.536619664e+00 +3.0373e+00 +1.2422e+00 +8.6576e-01 +1.0979e+00 -1.8080e+00 -3.9338e-02 +3.4863e+00 -6.9964e-01 +8.4062e-01 +1.3052e+00 +4.1010e-01 +6.8194e-01 -4.4331e-01 -3.4260e+00 +2.7775e+00 +1.6619e-01 -4.3507e+00 +2.1785e+00 -9.1054e-01 -4.2299e+00
196 +1.130927223e+01 +1.130927223e+01 +2.499272227e+00 +2.499272227e+00 +3.9215e+00 +4.1544e-02 +3.5908e-01 +1.7126e+00 -2.1180e+00 -2.7822e-01 +2.1689e+00 -1.3511e-01 +5.0337e-02 +1.6800e+00 +1.3276e+00 +1.1835e+00 -8.2727e-01 -3.8950e+00 +2.2404e+00 +3.7359e-01 -3.9939e+00 +2.0779e+00 -1.1017e+00 -5.0406e+00
207 +8.802705166e+00 +8.802705166e+00 -7.294834049e-03 -7.294834049e-03 +2.8388e+00 +3.1366e-01 +9.0736e-02 +1.6833e+00 -2.4054e+00 -6.9359e-01 +3.2586e+00 -2.1085e-02 +3.4951e-01 +2.4083e+00 +1.6708e+00 +2.1139e-03 -7.1570e-01 -3.3964e+00 +2.1722e+00 +1.1143e+00 -4.7597e+00 +2.1420e+00 -1.7550e+00 -3.7955e+00
356 +8.349782684e+00 +8.349782684e+00 -4.602173163e-01 -4.602173163e-01 +3.9425e+00 +9.8006e-01 +5.6851e-02 +7.7135e-01 -1.8262e+00 -1.0421e+00 +2.6585e+00 +6.5487e-01 -2.9735e-01 +3.8623e+00 +1.0286e+00 +1.3836e+00 -9.7832e-01 -4.2563e+00 +2.0994e+00 +1.2405e+00 -3.0936e+00 +2.3125e+00 -6.5125e-01 -2.7391e+00
373 +7.653915905e+00 +7.653915905e+00 -1.156084095e+00 -1.156084095e+00 +3.4652e+00 +7.1136e-01 +1.0199e-01 +5.4374e-01 -1.1992e+00 -8.7380e-01 +3.0190e+00 +9.2859e-01 +3.9132e-01 +3.8279e+00 +1.6911e+00 +4.6221e-01 -1.2638e+00 -4.1969e+00 +2.4192e+00 +9.4701e-01 -3.5591e+00 +3.2085e+00 -5.5422e-01 -3.6928e+00
415 +7.172864039e+00 +7.172864039e+00 -1.637135961e+00 -1.637135961e+00 +4.0904e+00 +1.7591e+00 +7.6718e-01 +9.5980e-01 -1.6058e+00 -1.1137e+00 +3.2584e+00 +2.7402e-01 +1.3150e+00 +3.0992e+00 +1.7759e+00 +5.6159e-01 -1.6772e+00 -3.8413e+00 +1.6636e+00 +1.3235e+00 -2.7217e+00 +3.6629e+00 -6.0194e-01 -3.9087e+00
421 +6.950931934e+00 +6.950931934e+00 -1.859068066e+00 -1.859068066e+00 +3.4082e+00 +1.0572e+00 +1.5703e-01 +7.5427e-01 -1.3661e+00 -3.2288e-01 +2.7874e+00 +5.0883e-01 +7.9748e-01 +2.9320e+00 +1.2008e+00 +2.5119e-01 -1.0649e+00 -3.7137e+00 +1.3245e+00 +6.8959e-01 -3.1124e+00 +2.6072e+00 -7.4203e-01 -2.7698e+00
425 +6.361655317e+00 +6.361655317e+00 -2.448344683e+00 -2.448344683e+00 +3.0423e+00 +1.0960e+00 +3.0076e-01 +7.9966e-01 -1.4711e+00 -5.6910e-01 +2.8891e+00 +5.6272e-01 +5.8318e-01 +2.8509e+00 +1.1815e+00 +1.3118e-01 -1.1240e+00 -3.6327e+00 +1.5495e+00 +8.2641e-01 -3.1846e+00 +2.7608e+00 -1.1584e+00 -3.2122e+00
430 +6.235627162e+00 +6.235627162e+00 -2.574372838e+00 -2.574372838e+00 +3.2425e+00 +1.0118e+00 -4.4038e-02 +7.9374e-01 -1.1842e+00 -8.2232e-01 +2.7670e+00 +5.6979e-01 +1.0369e+00 +3.3270e+00 +1.2493e+00 +4.3450e-01 -9.7657e-01 -3.5121e+00 +1.5270e+00 +4.9775e-01 -2.7866e+00 +2.6414e+00 -7.9315e-01 -3.1493e+00
452 +5.755966855e+00 +5.755966855e+00 -3.054033145e+00 -3.054033145e+00 +3.5296e+00 +8.1301e-01 +3.3544e-01 +1.6484e+00 -1.5428e+00 -2.6782e-01 +2.4059e+00 +7.2321e-01 +1.2435e+00 +2.8927e+00 +1.0702e+00 +6.5966e-01 -4.6847e-01 -3.7803e+00 +1.5080e+00 +7.1524e-01 -2.6673e+00 +1.9459e+00 -1.2032e+00 -3.0990e+00
458 +5.721364825e+00 +5.721364825e+00 -3.088635175e+00 -3.088635175e+00 +3.4452e+00 +1.0163e+00 +1.3283e-01 +1.1144e+00 -1.6316e+00 -7.1892e-01 +2.8650e+00 +1.3719e-01 +1.2646e+00 +3.3677e+00 +8.6253e-01 +4.8296e-01 -3.1656e-01 -3.8848e+00 +1.5064e+00 +6.8361e-01 -2.9279e+00 +2.7287e+00 -8.4933e-01 -2.6394e+00
461 +3.694550553e+00 +3.694550553e+00 -5.115449447e+00 -5.115449447e+00 +3.3419e+00 +1.1364e+00 +4.4612e-01 +1.6217e+00 -1.5673e+00 -4.0830e-01 +2.9373e+00 +2.7392e-01 +1.3522e+00 +3.1003e+00 +1.1017e+00 +6.7111e-01 -7.1530e-01 -3.6240e+00 +1.7354e+00 +1.0864e+00 -2.6207e+00 +2.3758e+00 -1.0035e+00 -2.5976e+00
466 +3.627370210e+00 +3.627370210e+00 -5.182629790e+00 -5.182629790e+00 +2.9942e+00 +1.3439e+00 +5.1502e-01 +1.6691e+00 -1.5838e+00 -4.3350e-01 +2.8680e+00 +1.6713e-01 +9.8038e-01 +2.7169e+00 +1.1268e+00 +1.0381e+00 -7.1407e-01 -3.6643e+00 +1.6028e+00 +1.4780e+00 -2.4577e+00 +2.2279e+00 -6.3585e-01 -3.0397e+00
469 +3.435152087e+00 +3.435152087e+00 -5.374847913e+00 -5.374847913e+00 +3.3857e+00 +1.1136e+00 +7.2028e-01 +1.5974e+00 -1.7538e+00 -5.4569e-01 +2.7137e+00 +3.5009e-03 +1.4674e+00 +3.1378e+00 +1.0342e+00 +1.1015e+00 -1.0798e+00 -3.9467e+00 +1.9545e+00 +1.4738e+00 -2.4584e+00 +2.0374e+00 -8.4278e-01 -2.4162e+00
470 +2.896339960e+00 +2.896339960e+00 -5.913660040e+00 -5.913660040e+00 +3.2725e+00 +1.1775e+00 +4.4900e-01 +1.6746e+00 -2.0611e+00 -5.6421e-01 +2.9777e+00 +3.3141e-01 +1.7452e+00 +3.0811e+00 +1.2022e+00 +6.7156e-01 -9.3543e-01 -3.6793e+00 +1.2981e+00 +1.0701e+00 -2.7902e+00 +2.5666e+00 -8.4173e-01 -2.9774e+00
472 +2.372129800e+00 +2.372129800e+00 -6.437870200e+00 -6.437870200e+00 +3.0190e+00 +1.0179e+00 +3.8350e-01 +1.5137e+00 -1.7199e+00 -7.0224e-01 +3.0037e+00 +2.7433e-01 +1.4908e+00 +2.9481e+00 +1.3072e+00 +8.8656e-01 -8.7995e-01 -3.7036e+00 +1.3362e+00 +1.2747e+00 -2.7521e+00 +2.5486e+00 -9.1042e-01 -3.4581e+00
483 +2.206588313e+00 +2.206588313e+00 -6.603411687e+00 -6.603411687e+00 +2.8491e+00 +9.2339e-01 +2.0992e-01 +1.7414e+00 -1.9726e+00 -9.3865e-01 +2.9697e+00 +1.2171e-01 +1.7472e+00 +2.9187e+00 +1.2380e+00 +5.1229e-01 -8.2696e-01 -3.9559e+00 +1.1651e+00 +1.7417e+00 -3.0761e+00 +2.6212e+00 -7.6480e-01 -3.7711e+00
491 +2.172383242e+00 +2.172383242e+00 -6.637616758e+00 -6.637616758e+00 +3.3884e+00 +7.6728e-01 +1.2405e-01 +1.6389e+00 -1.6379e+00 -7.5211e-01 +3.1745e+00 +4.3524e-01 +1.0955e+00 +3.0394e+00 +1.0595e+00 +6.1327e-01 -1.3429e+00 -3.4742e+00 +1.3516e+00 +1.2637e+00 -2.8201e+00 +2.2904e+00 -7.5889e-01 -3.4291e+00
503 +2.001891282e+00 +2.001891282e+00 -6.808108718e+00 -6.808108718e+00 +3.1312e+00 +9.5011e-01 +1.4277e-01 +1.6939e+00 -1.7888e+00 -7.3690e-01 +3.8925e+00 +9.0741e-03 +1.4733e+00 +3.1979e+00 +8.3598e-01 +8.6819e-01 -1.1269e+00 -3.5749e+00 +1.6939e+00 +1.5847e+00 -3.0809e+00 +2.1523e+00 -1.0715e+00 -4.1035e+00
517 +1.989912354e+00 +1.989912354e+00 -6.820087646e+00 -6.820087646e+00 +3.0240e+00 +8.5420e-01 +6.6316e-02 +1.8789e+00 -1.9631e+00 -8.5692e-01 +3.7307e+00 +4.0674e-02 +1.1087e+00 +3.0747e+00 +7.1913e-01 +1.0882e+00 -1.2609e+00 -3.6087e+00 +1.9513e+00 +1.4129e+00 -2.5367e+00 +2.0862e+00 -1.1245e+00 -4.2230e+00
563 +1.875512372e+00 +1.875512372e+00 -6.934487628e+00 -6.934487628e+00 +3.1113e+00 +6.1876e-01 -2.0765e-01 +1.9465e+00 -1.5069e+00 -5.5125e-01 +3.2189e+00 -3.2315e-01 +8.9911e-01 +2.9747e+00 +9.3297e-01 +6.8486e-01 -1.3117e+00 -3.7472e+00 +2.5411e+00 +1.5354e+00 -2.6101e+00 +1.9937e+00 -1.1330e+00 -4.0014e+00
584 +1.861408754e+00 +1.861408754e+00 -6.948591246e+00 -6.948591246e+00 +2.9913e+00 +6.1402e-01 +4.1088e-02 +1.7367e+00 -1.5885e+00 -5.6188e-01 +3.1024e+00 -4.2595e-01 +1.1448e+00 +2.6697e+00 +7.3868e-01 +9.0582e-01 -1.6569e+00 -3.8761e+00 +2.6567e+00 +1.4464e+00 -2.9939e+00 +2.1557e+00 -1.2156e+00 -4.1664e+00
633 +1.745101678e+00 +1.745101678e+00 -7.064898322e+00 -7.064898322e+00 +3.1731e+00 +7.7485e-01 +3.5176e-01 +1.8026e+00 -1.5020e+00 -7.3262e-01 +3.1443e+00 +2.6732e-02 +1.3965e+00 +3.3067e+00 +9.2896e-01 +7.9939e-01 -1.3112e+00 -4.1879e+00 +2.2035e+00 +1.3658e+00 -2.8883e+00 +2.0039e+00 -1.1009e+00 -4.0043e+00
638 +1.687268123e+00 +1.687268123e+00 -7.122731877e+00 -7.122731877e+00 +3.0992e+00 +1.0392e+00 +7.2950e-03 +1.5297e+00 -1.5730e+00 -6.2185e-01 +3.2219e+00 -3.2243e-01 +1.4261e+00 +2.9467e+00 +7.8708e-01 +7.7040e-01 -1.5402e+00 -4.0916e+00 +1.9877e+00 +1.5447e+00 -3.0184e+00 +1.9961e+00 -1.0367e+00 -4.1900e+00
643 +1.599009757e+00 +1.599009757e+00 -7.210990243e+00 -7.210990243e+00 +3.1200e+00 +1.2110e+00 +9.2822e-03 +1.6194e+00 -1.8427e+00 -5.0236e-01 +3.4510e+00 -4.0437e-01 +1.7559e+00 +2.8946e+00 +5.7851e-01 +8.2535e-01 -1.6916e+00 -4.1608e+00 +2.3743e+00 +1.7719e+00 -3.0256e+00 +2.2081e+00 -1.0245e+00 -4.0235e+00
647 +1.495400669e+00 +1.495400669e+00 -7.314599331e+00 -7.314599331e+00 +3.2620e+00 +7.7237e-01 -1.5223e-01 +1.6180e+00 -1.6762e+00 -6.9096e-01 +3.0788e+00 -5.3841e-01 +1.5809e+00 +3.0134e+00 +6.5342e-01 +7.3935e-01 -1.5320e+00 -3.9341e+00 +2.1232e+00 +1.4420e+00 -3.0821e+00 +1.9942e+00 -9.8048e-01 -4.2844e+00
699 +1.452132458e+00 +1.452132458e+00 -7.357867542e+00 -7.357867542e+00 +3.0541e+00 +3.5602e-01 +8.0993e-03 +1.9197e+00 -1.7160e+00 -6.4669e-01 +3.2975e+00 -3.7335e-01 +1.2475e+00 +3.3191e+00 +7.8695e-01 +1.0714e+00 -1.3156e+00 -3.9394e+00 +2.1121e+00 +1.5017e+00 -3.2242e+00 +2.2461e+00 -7.7123e-01 -3.7502e+00
