% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.342962888e+01 +2.342962888e+01 +6.420962888e+01 +6.420962888e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +1.613034255e+01 +1.613034255e+01 +5.691034255e+01 +5.691034255e+01 -1.2660e+00 -5.4846e-01 +1.0889e+00
9 +2.943265816e+00 +2.943265816e+00 +4.372326582e+01 +4.372326582e+01 +2.0037e+00 -6.9968e-01 +1.2715e-01
31 +2.592969016e+00 +2.592969016e+00 +4.337296902e+01 +4.337296902e+01 +3.3122e+00 +9.6040e-01 -1.1435e+00
49 +1.904230192e+00 +1.904230192e+00 +4.268423019e+01 +4.268423019e+01 +2.3921e+00 +1.3306e+00 -1.9677e+00
57 +1.844782406e+00 +1.844782406e+00 +4.262478241e+01 +4.262478241e+01 +2.2767e+00 +1.5793e+00 -2.1649e+00
112 +1.753655290e+00 +1.753655290e+00 +4.253365529e+01 +4.253365529e+01 +1.7850e+00 +1.8850e+00 -2.8067e+00
129 +1.706937651e+00 +1.706937651e+00 +4.248693765e+01 +4.248693765e+01 +1.9795e+00 +1.6990e+00 -2.4305e+00
154 +1.654444405e+00 +1.654444405e+00 +4.243444440e+01 +4.243444440e+01 +2.0961e+00 +1.6603e+00 -2.4769e+00
202 +1.578838363e+00 +1.578838363e+00 +4.235883836e+01 +4.235883836e+01 +2.0781e+00 +1.5564e+00 -2.2314e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.240367020e+01 +1.240367020e+01 +1.080367020e+01 +1.080367020e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +8.657989537e+00 +8.657989537e+00 +7.057989537e+00 +7.057989537e+00 -2.3575e-01 -4.4050e-01 +2.1587e+00
10 +7.915242569e+00 +7.915242569e+00 +6.315242569e+00 +6.315242569e+00 -9.7967e-01 -1.2397e+00 +1.1784e-01
22 +7.464026432e+00 +7.464026432e+00 +5.864026432e+00 +5.864026432e+00 +2.7018e-01 -2.2997e+00 -1.6584e-01
34 +5.671672923e-01 +5.671672923e-01 -1.032832708e+00 -1.032832708e+00 +1.4957e+00 -1.9665e+00 +4.0574e-01
56 +1.142381616e-01 +1.142381616e-01 -1.485761838e+00 -1.485761838e+00 +1.3715e+00 -1.4991e+00 +1.3120e-03
58 +2.406331169e-02 +2.406331169e-02 -1.575936688e+00 -1.575936688e+00 +1.1363e+00 -1.8652e+00 +2.1414e-01
79 +1.495246617e-02 +1.495246617e-02 -1.585047534e+00 -1.585047534e+00 +1.1068e+00 -1.9853e+00 +2.8743e-01
83 +6.489717787e-03 +6.489717787e-03 -1.593510282e+00 -1.593510282e+00 +1.3756e+00 -1.7495e+00 +4.9190e-01
104 +3.104101368e-03 +3.104101368e-03 -1.596895899e+00 -1.596895899e+00 +1.1635e+00 -2.0952e+00 +5.8133e-01
113 +2.673960089e-04 +2.673960089e-04 -1.599732604e+00 -1.599732604e+00 +1.0503e+00 -2.0703e+00 +5.1920e-01
126 +1.606310615e-06 +1.606310615e-06 -1.599998394e+00 -1.599998394e+00 +1.1266e+00 -2.0009e+00 +5.4057e-01
226 +1.553826442e-06 +1.553826442e-06 -1.599998446e+00 -1.599998446e+00 +1.1262e+00 -2.0383e+00 +5.9207e-01
235 +1.457523876e-06 +1.457523876e-06 -1.599998542e+00 -1.599998542e+00 +1.1563e+00 -1.9632e+00 +5.4633e-01
260 +7.959838471e-07 +7.959838471e-07 -1.599999204e+00 -1.599999204e+00 +1.1532e+00 -1.9775e+00 +5.4854e-01
270 +4.792216586e-07 +4.792216586e-07 -1.599999521e+00 -1.599999521e+00 +1.1353e+00 -2.0170e+00 +5.6777e-01
275 +8.453552214e-08 +8.453552214e-08 -1.599999915e+00 -1.599999915e+00 +1.1309e+00 -2.0174e+00 +5.6781e-01
308 +8.155580211e-09 +8.155580211e-09 -1.599999992e+00 -1.599999992e+00 +1.1358e+00 -1.9992e+00 +5.6668e-01
567 +0.000000000e+00 +0.000000000e+00 -1.600000000e+00 -1.600000000e+00 +1.1285e+00 -2.0124e+00 +5.7103e-01
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.578233172e+01 +3.578233172e+01 -3.350576683e+02 -3.350576683e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.941296939e+01 +1.941296939e+01 -3.514270306e+02 -3.514270306e+02 -6.8580e-01 -1.3395e+00 +5.5431e-01
